,Date (America/Chicago),"Maschhoff_BIBL_C_RM4  Temp shock - color
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4 Temp (°C) - data
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  ReHS - color
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  ReHS - data
(MO1936XX-P6TLS59Q)","Maschhoff_BIBL_WC_RM3 Temp shock - color
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3Temp (°C) - data
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 ReHS - color
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 ReHS - data
(MO201201-JPTKLQ7D)","Maschhoff_BIBL_EC_RM4 Temp shock - color
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4Temp (°C) - data
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 ReHS - color
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 ReHS - data
(MO201201-4C7S5KNG)","Maschhoff_BIBL_EE_RM3 Temp shock - color
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3Temp (°C) - data
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 ReHS - color
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 ReHS - data
(MO201201-KQQ77D7J)","Maschhoff_BIBL_WC_RM4 Temp shock - color
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4Temp (°C) - data
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 ReHS - color
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 ReHS - data
(MO201401-8FBZLPSJ)","Maschhoff_BIBL_WW_RM4 Temp shock - color
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4Temp (°C) - data
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 ReHS - color
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 ReHS - data
(MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM3 Temp shock - color
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3Temp (°C) - data
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 ReHS - color
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 ReHS - data
(MO201401-8HZ6MVH5)","Maschhoff_BIBL_EE_RM4 Temp shock - color
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4Temp (°C) - data
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 ReHS - color
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 ReHS - data
(MO201401-BGHDKCLJ)","Maschhoff_BIBL_EC_RM3 Temp shock - color
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3Temp (°C) - data
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 ReHS - color
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 ReHS - data
(MO202001-DSXZ8WVL)","Maschhoff_BIBL_C_RM3 Temp shock - color
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3Temp (°C) - data
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 ReHS - color
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 ReHS - data
(MO202101-CJSR9JKN)"
123,2021-06-11,yellow,28.5,green,99.0,yellow,30.0,green,99.0,yellow,29.0,green,97.0,yellow,28.5,green,96.0,yellow,30.0,green,97.0,yellow,30.5,green,96.0,yellow,30.5,green,97.0,yellow,29.0,green,99.0,yellow,,green,,yellow,,green,
124,2021-06-12,yellow,29.5,green,99.0,yellow,30.5,green,99.0,yellow,30.0,green,95.0,yellow,29.5,green,96.0,yellow,30.5,green,99.0,yellow,31.0,green,99.0,yellow,31.0,green,99.0,yellow,30.0,green,96.0,yellow,,green,,yellow,,green,
125,2021-06-13,yellow,27.5,green,98.0,yellow,29.0,green,96.0,yellow,28.0,green,93.0,yellow,28.0,green,96.0,yellow,29.0,green,99.0,green,29.5,green,99.0,yellow,29.5,green,99.0,yellow,28.0,green,97.0,yellow,,green,,yellow,,green,
126,2021-06-14,yellow,27.5,green,99.0,yellow,29.0,green,99.0,yellow,28.5,green,97.0,yellow,27.5,green,93.0,yellow,29.0,green,98.0,yellow,29.5,green,99.0,yellow,29.5,green,98.0,yellow,27.5,green,97.0,red,,green,,yellow,,green,
127,2021-06-15,yellow,26.0,green,97.0,green,27.0,green,99.0,yellow,26.5,green,95.0,yellow,26.0,green,88.0,green,27.5,green,99.0,green,28.0,green,98.0,green,28.0,green,98.0,yellow,26.0,green,98.0,yellow,,green,,yellow,,green,
128,2021-06-16,yellow,26.0,green,92.0,green,27.0,green,99.0,yellow,26.5,green,97.0,yellow,26.0,green,92.0,green,27.5,green,98.0,green,28.0,green,99.0,yellow,28.0,green,99.0,yellow,26.0,green,98.0,yellow,,green,,blue,,blue,
129,2021-06-17,yellow,27.0,green,97.0,yellow,28.0,green,99.0,yellow,27.5,green,96.0,red,27.0,green,93.0,yellow,28.0,green,96.0,yellow,28.5,green,98.0,yellow,28.5,green,99.0,yellow,27.0,green,98.0,yellow,,green,,blue,,blue,
130,2021-06-18,green,30.0,green,99.0,green,31.0,green,98.0,green,30.5,green,97.0,red,29.5,green,94.0,green,31.0,green,99.0,green,31.5,green,99.0,green,31.0,green,99.0,yellow,30.0,green,98.0,green,,green,,blue,,blue,
131,2021-06-19,green,27.0,green,99.0,green,28.0,green,98.0,green,27.0,green,96.0,green,26.5,green,94.0,green,28.0,green,99.0,green,29.0,green,98.0,green,29.0,green,98.0,green,26.5,green,96.0,green,,green,,blue,,blue,
132,2021-06-20,green,28.5,green,98.0,green,29.5,green,97.0,green,29.0,green,94.0,green,28.0,green,97.0,green,29.5,green,99.0,green,30.0,green,97.0,green,30.0,green,97.0,green,28.5,green,97.0,blue,,blue,,blue,,blue,
133,2021-06-21,green,24.5,green,99.0,green,26.5,green,99.0,green,24.5,green,93.0,green,24.0,green,89.0,green,26.0,green,99.0,green,27.5,green,97.0,green,27.0,green,99.0,green,23.5,green,97.0,blue,,blue,,blue,,blue,
134,2021-06-22,green,23.5,green,98.0,green,25.0,green,98.0,green,23.0,green,88.0,green,23.5,green,94.0,green,26.5,green,99.0,green,27.5,green,99.0,green,25.5,green,95.0,yellow,20.5,green,96.0,blue,,blue,,blue,,blue,
135,2021-06-23,green,24.5,green,96.0,green,26.0,green,99.0,yellow,24.5,green,92.0,yellow,24.5,green,98.0,green,27.0,green,99.0,green,27.5,green,97.0,green,26.5,green,98.0,yellow,22.5,green,98.0,blue,,blue,,blue,,blue,
136,2021-06-24,green,25.5,green,98.0,green,27.0,green,96.0,green,26.0,green,94.0,green,25.0,green,98.0,green,27.5,green,99.0,green,28.5,green,98.0,green,27.5,green,97.0,green,24.0,green,99.0,blue,,blue,,blue,,blue,
137,2021-06-25,green,26.0,green,98.0,green,27.0,green,98.0,green,26.5,green,97.0,green,26.0,green,98.0,green,27.5,green,96.0,green,28.0,green,98.0,green,28.0,green,99.0,green,26.0,green,99.0,blue,,blue,,blue,,blue,
138,2021-06-26,yellow,28.0,green,98.0,yellow,29.0,green,96.0,yellow,28.0,green,92.0,yellow,28.0,green,96.0,yellow,28.5,green,98.0,green,29.5,green,96.0,green,29.5,green,99.0,yellow,27.5,green,99.0,blue,,blue,,blue,,blue,
139,2021-06-27,yellow,27.5,green,99.0,green,28.5,green,99.0,yellow,28.0,green,95.0,yellow,27.0,green,99.0,green,29.0,green,99.0,green,29.5,green,99.0,green,29.5,green,98.0,green,27.5,green,98.0,blue,,blue,,blue,,blue,
140,2021-06-28,green,27.0,green,98.0,green,28.5,green,99.0,green,27.5,green,95.0,green,27.0,green,97.0,green,28.5,green,99.0,green,29.0,green,99.0,green,29.5,green,96.0,green,27.0,green,97.0,blue,,blue,,blue,,blue,
141,2021-06-29,yellow,28.5,green,98.0,yellow,29.5,green,99.0,yellow,29.0,green,97.0,yellow,28.0,green,98.0,yellow,29.5,green,98.0,yellow,30.0,green,99.0,yellow,30.5,green,98.0,yellow,28.5,green,99.0,blue,,blue,,blue,,blue,
142,2021-06-30,yellow,26.5,green,99.0,yellow,27.5,green,97.0,yellow,26.5,green,98.0,yellow,26.5,green,94.0,yellow,27.5,green,98.0,green,28.5,green,99.0,green,29.0,green,99.0,yellow,26.5,green,97.0,blue,,blue,,blue,,blue,
143,2021-07-01,green,25.0,green,99.0,green,27.0,green,99.0,yellow,25.0,green,97.0,yellow,25.0,green,95.0,green,26.5,green,96.0,green,27.5,green,99.0,green,28.0,green,99.0,yellow,24.5,green,99.0,blue,,blue,,blue,,blue,
144,2021-07-02,green,23.5,green,99.0,green,26.0,green,98.0,green,23.5,green,96.0,green,23.5,green,92.0,green,26.0,green,98.0,green,27.5,green,97.0,green,26.5,green,99.0,yellow,21.5,green,98.0,blue,,blue,,blue,,blue,
145,2021-07-03,green,24.0,green,98.0,green,26.5,green,99.0,green,24.0,green,98.0,green,24.0,green,98.0,green,27.0,green,98.0,green,27.5,green,99.0,green,27.0,green,99.0,yellow,22.5,green,98.0,blue,,blue,,blue,,blue,
146,2021-07-04,yellow,25.5,green,99.0,yellow,28.0,green,99.0,yellow,26.0,green,97.0,yellow,26.0,green,98.0,yellow,27.5,green,99.0,green,28.5,green,97.0,yellow,29.0,green,99.0,yellow,25.5,green,99.0,blue,,blue,,blue,,blue,
147,2021-07-05,yellow,26.5,green,98.0,yellow,28.5,green,99.0,yellow,27.0,green,96.0,yellow,27.0,green,99.0,yellow,28.0,green,99.0,yellow,29.0,green,99.0,yellow,29.5,green,99.0,yellow,26.5,green,99.0,blue,,blue,,blue,,blue,
148,2021-07-06,yellow,27.5,green,99.0,yellow,29.0,green,99.0,yellow,28.0,green,96.0,yellow,28.0,green,95.0,yellow,29.0,green,99.0,yellow,29.5,green,97.0,green,30.0,green,99.0,yellow,27.5,green,99.0,blue,,blue,,blue,,blue,
149,2021-07-07,green,27.5,green,99.0,green,28.5,green,97.0,green,28.0,green,95.0,yellow,27.5,green,99.0,green,28.5,green,99.0,green,29.0,green,99.0,green,29.5,green,98.0,green,27.5,green,97.0,blue,,blue,,blue,,blue,
150,2021-07-08,yellow,26.5,green,99.0,yellow,28.0,green,99.0,yellow,27.0,green,92.0,yellow,26.5,green,96.0,yellow,28.0,green,99.0,green,28.5,green,99.0,green,29.0,green,97.0,yellow,26.5,green,98.0,blue,,blue,,blue,,blue,
151,2021-07-09,green,24.5,green,99.0,green,26.5,green,95.0,green,24.5,green,97.0,green,25.0,green,96.0,green,26.5,green,97.0,green,27.5,green,99.0,green,28.0,green,99.0,green,24.0,green,98.0,blue,,blue,,blue,,blue,
152,2021-07-10,green,23.5,green,99.0,green,26.0,green,99.0,green,23.5,green,96.0,green,23.5,green,93.0,green,25.5,green,99.0,green,27.0,green,98.0,green,27.5,green,99.0,green,22.5,green,97.0,blue,,blue,,blue,,blue,
153,2021-07-11,green,24.0,green,99.0,green,26.5,green,99.0,green,24.5,green,94.0,green,24.5,green,97.0,green,26.0,green,99.0,green,27.0,green,99.0,green,27.5,green,96.0,green,23.5,green,97.0,blue,,blue,,blue,,blue,
154,2021-07-12,green,25.0,green,99.0,green,26.5,green,98.0,green,25.0,green,95.0,green,24.5,green,96.0,green,26.5,green,99.0,green,27.5,green,99.0,green,27.5,green,99.0,green,24.5,green,99.0,blue,,blue,,blue,,blue,
155,2021-07-13,green,25.0,green,99.0,green,26.5,green,98.0,green,25.0,green,96.0,green,24.5,green,95.0,green,26.5,green,99.0,green,27.5,green,99.0,green,28.0,green,99.0,green,24.5,green,99.0,blue,,blue,,blue,,blue,
156,2021-07-14,yellow,26.0,green,99.0,yellow,28.0,green,99.0,yellow,26.5,green,98.0,yellow,26.0,green,97.0,green,27.5,green,99.0,green,28.5,green,99.0,green,29.0,green,99.0,yellow,26.0,green,99.0,blue,,blue,,blue,,blue,
157,2021-07-15,yellow,27.0,green,98.0,yellow,28.5,green,99.0,yellow,27.5,green,96.0,yellow,26.5,green,96.0,yellow,28.5,green,99.0,yellow,29.0,green,99.0,yellow,29.0,green,97.0,yellow,27.0,green,98.0,blue,,blue,,blue,,blue,
158,2021-07-16,green,24.0,green,99.0,green,26.0,green,99.0,green,24.0,green,98.0,green,24.0,green,99.0,green,25.5,green,99.0,green,27.0,green,96.0,green,27.0,green,99.0,green,23.5,green,99.0,blue,,blue,,blue,,blue,
159,2021-07-17,green,25.0,green,99.0,green,26.5,green,98.0,green,25.0,green,97.0,green,25.0,green,98.0,green,26.5,green,99.0,green,27.5,green,99.0,green,28.0,green,98.0,green,24.5,green,98.0,blue,,blue,,blue,,blue,
160,2021-07-18,yellow,25.0,green,99.0,yellow,27.0,green,99.0,yellow,25.0,green,97.0,yellow,25.5,green,95.0,yellow,26.5,green,98.0,yellow,28.0,green,99.0,green,28.0,green,96.0,yellow,24.5,green,97.0,blue,,blue,,blue,,blue,
161,2021-07-19,yellow,25.0,green,99.0,green,27.0,green,97.0,yellow,25.0,green,95.0,yellow,26.0,green,96.0,yellow,26.5,green,99.0,green,28.0,green,99.0,green,28.5,green,99.0,yellow,24.5,green,99.0,blue,,blue,,blue,,blue,
162,2021-07-20,green,25.5,green,99.0,yellow,27.0,green,98.0,yellow,26.0,green,95.0,green,25.5,green,97.0,green,27.0,green,99.0,green,28.0,green,98.0,yellow,28.5,green,99.0,green,25.0,green,96.0,blue,,blue,,blue,,blue,
163,2021-07-21,green,26.0,green,99.0,yellow,28.0,green,99.0,yellow,26.5,green,96.0,yellow,27.0,green,96.0,green,28.0,green,99.0,green,28.5,green,99.0,green,29.0,green,99.0,green,26.5,green,99.0,blue,,blue,,blue,,blue,
164,2021-07-22,yellow,27.0,green,99.0,yellow,28.0,green,99.0,yellow,27.5,green,96.0,yellow,26.5,green,98.0,yellow,28.5,green,99.0,yellow,29.0,green,98.0,green,28.5,green,99.0,yellow,27.0,green,99.0,blue,,blue,,blue,,blue,
165,2021-07-23,yellow,27.0,green,98.0,yellow,28.0,green,99.0,yellow,27.5,green,95.0,yellow,26.5,green,96.0,yellow,28.5,green,99.0,yellow,29.0,green,99.0,green,29.0,green,99.0,yellow,27.0,green,99.0,yellow,,blue,,yellow,,blue,
166,2021-07-24,green,28.0,green,98.0,yellow,29.0,green,99.0,yellow,28.5,green,95.0,yellow,27.5,green,93.0,green,29.0,green,98.0,green,30.0,green,99.0,green,30.0,green,99.0,yellow,28.0,green,98.0,yellow,30.5,blue,,yellow,31.0,blue,
167,2021-07-25,yellow,27.0,green,99.0,yellow,28.0,green,99.0,yellow,27.5,green,96.0,yellow,27.5,green,97.0,yellow,28.0,green,99.0,yellow,28.5,green,99.0,yellow,29.0,green,99.0,yellow,27.0,green,99.0,yellow,27.0,green,97.0,yellow,28.0,green,94.0
168,2021-07-26,yellow,27.0,green,99.0,yellow,28.0,green,99.0,yellow,27.5,green,97.0,yellow,28.0,green,92.0,yellow,28.5,green,99.0,yellow,29.0,green,96.0,yellow,29.0,green,96.0,yellow,27.5,green,95.0,yellow,27.0,green,96.0,yellow,27.5,green,99.0
169,2021-07-27,yellow,27.0,green,98.0,yellow,28.0,green,99.0,yellow,27.5,green,97.0,yellow,27.5,green,95.0,yellow,28.5,green,99.0,yellow,29.0,green,96.0,yellow,29.0,green,98.0,yellow,27.5,green,97.0,yellow,27.0,green,95.0,yellow,27.5,green,95.0
170,2021-07-28,yellow,27.5,green,98.0,yellow,28.0,green,98.0,yellow,27.5,green,97.0,yellow,27.0,green,91.0,yellow,28.5,green,99.0,yellow,29.5,green,99.0,yellow,29.0,green,97.0,yellow,27.5,green,99.0,yellow,27.0,green,98.0,yellow,28.0,green,98.0
171,2021-07-29,green,28.0,green,99.0,green,28.5,green,96.0,green,28.5,green,95.0,green,28.0,green,90.0,green,29.0,green,99.0,green,29.5,green,99.0,green,29.5,green,98.0,green,28.0,green,98.0,green,28.0,green,95.0,green,28.5,green,99.0
172,2021-07-30,green,25.0,green,98.0,green,26.0,green,99.0,green,25.5,green,95.0,green,25.5,green,93.0,green,26.5,green,99.0,green,27.0,green,96.0,green,27.5,green,97.0,green,25.0,green,98.0,green,25.0,green,94.0,green,25.5,green,99.0
173,2021-07-31,green,23.0,green,99.0,green,24.5,green,99.0,green,23.0,green,95.0,green,22.5,green,87.0,green,25.0,green,98.0,green,26.5,green,99.0,green,25.5,green,99.0,green,22.5,green,98.0,green,22.0,green,97.0,green,23.5,green,95.0
174,2021-08-01,green,24.5,green,96.0,green,28.0,green,99.0,green,24.5,green,94.0,green,24.0,green,95.0,green,26.0,green,99.0,green,27.0,green,99.0,green,27.0,green,98.0,green,24.0,green,98.0,yellow,25.0,green,98.0,yellow,25.0,green,99.0
175,2021-08-02,green,24.0,green,98.0,red,27.5,green,99.0,green,24.0,green,96.0,green,23.5,green,96.0,green,25.5,green,99.0,green,26.5,green,98.0,green,26.5,green,98.0,yellow,23.0,green,98.0,yellow,24.5,blue,,green,24.5,green,97.0
176,2021-08-03,green,24.5,green,98.0,red,28.5,green,99.0,yellow,24.5,green,95.0,yellow,24.0,green,97.0,green,25.5,green,99.0,green,26.5,green,98.0,green,26.5,green,98.0,yellow,23.5,green,98.0,yellow,25.0,green,97.0,yellow,25.0,green,98.0
177,2021-08-04,yellow,24.5,green,94.0,red,28.5,green,99.0,yellow,24.5,green,94.0,yellow,24.0,green,96.0,green,26.0,green,99.0,green,26.0,green,99.0,yellow,27.0,green,98.0,yellow,24.0,green,99.0,yellow,25.5,green,99.0,yellow,25.5,green,98.0
178,2021-08-05,green,24.5,green,99.0,green,28.5,green,99.0,green,25.0,green,96.0,green,24.0,green,96.0,green,26.0,green,96.0,green,27.0,green,97.0,green,27.0,green,97.0,green,24.0,green,99.0,yellow,25.5,green,98.0,green,25.5,green,98.0
