Order,GlobalID,Site,Site_NumericDate,Room,OldRoom,Site_Room,Turn,Site_Room_Turn,CalendarDate,NumericDate,Variable,Value
126,4NL2_1_44358,4NL2,4NL2_44358,1,1South,4NL2_1,3,4NL2_1_3,2021-06-11,44358,WaterDispRMS,147
126,4NL2_1_44358,4NL2,4NL2_44358,1,1South,4NL2_1,3,4NL2_1_3,2021-06-11,44358,WaterDispHdRMS,0.06947069943289225
126,4NL2_1_44358,4NL2,4NL2_44358,1,1South,4NL2_1,3,4NL2_1_3,2021-06-11,44358,WaterDispVC,209
126,4NL2_1_44358,4NL2,4NL2_44358,1,1South,4NL2_1,3,4NL2_1_3,2021-06-11,44358,WaterDispHdVC,0.09877126654064272
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,Days,72
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,Marketing,0
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,Euth,1
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,Dead,0
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,TotalMortality,1
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,Penicillin,8
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,Dexamethasone,36
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,Ceftiofur,0
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,Enroflaxin,32
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,Tetracycline,0
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,Lincomycin,0
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,OtherTreatments,0
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,PrimaryRespiratory,32
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,SecondaryRespiratory,44
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,TotalTreatments,76
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,WaterMedications,0
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,SetPointRMS,68.5
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,LowTempRMS,72.3
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,HiTempRMS,87.3
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,TempRangeRMS,15
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,LowTempSetPointDeviationRMS,-3.799999999999997
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,HiTempSetPointDeviationRMS,-18.799999999999997
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,SetPointVC,68.1
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,LowTempVC,72.3
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,AvgTempVC,79
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,HiTempVC,86.2
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,TempRangeVC,13.900000000000006
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,LowTempSetPointDeviationVC,-4.200000000000003
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,AvgTempSetPointDeviationVC,-10.900000000000006
196,4NL2_1_44428,4NL2,4NL2_44428,1,1South,4NL2_1,3,4NL2_1_3,2021-08-20,44428,HiTempSetPointDeviationVC,-18.10000000000001
289,4NL2_1_44530,4NL2,4NL2_44530,1,1South,4NL2_1,4,4NL2_1_4,2021-11-30,44530,WaterDispRMS,75
289,4NL2_1_44530,4NL2,4NL2_44530,1,1South,4NL2_1,4,4NL2_1_4,2021-11-30,44530,WaterDispHdRMS,0.0513347022587269
290,4NL2_1_44531,4NL2,4NL2_44531,1,1South,4NL2_1,4,4NL2_1_4,2021-12-01,44531,WaterDispRMS,208
290,4NL2_1_44531,4NL2,4NL2_44531,1,1South,4NL2_1,4,4NL2_1_4,2021-12-01,44531,WaterDispHdRMS,0.0859149111937216
290,4NL2_1_44531,4NL2,4NL2_44531,1,1South,4NL2_1,4,4NL2_1_4,2021-12-01,44531,WaterDispVC,156
290,4NL2_1_44531,4NL2,4NL2_44531,1,1South,4NL2_1,4,4NL2_1_4,2021-12-01,44531,WaterDispHdVC,0.0644361833952912
291,4NL2_1_44532,4NL2,4NL2_44532,1,1South,4NL2_1,4,4NL2_1_4,2021-12-02,44532,WaterDispRMS,196
291,4NL2_1_44532,4NL2,4NL2_44532,1,1South,4NL2_1,4,4NL2_1_4,2021-12-02,44532,WaterDispHdRMS,0.08095828170177613
451,4NL2_1_44692,4NL2,4NL2_44692,1,1South,4NL2_1,4,4NL2_1_4,2022-05-11,44692,SetPointVC,59.8
451,4NL2_1_44692,4NL2,4NL2_44692,1,1South,4NL2_1,4,4NL2_1_4,2022-05-11,44692,LowTempSetPointDeviationVC,-11.100000000000009
451,4NL2_1_44692,4NL2,4NL2_44692,1,1South,4NL2_1,4,4NL2_1_4,2022-05-11,44692,AvgTempSetPointDeviationVC,-23.5
451,4NL2_1_44692,4NL2,4NL2_44692,1,1South,4NL2_1,4,4NL2_1_4,2022-05-11,44692,HiTempSetPointDeviationVC,-34
452,4NL2_1_44693,4NL2,4NL2_44693,1,1South,4NL2_1,4,4NL2_1_4,2022-05-12,44693,SetPointVC,59.8
452,4NL2_1_44693,4NL2,4NL2_44693,1,1South,4NL2_1,4,4NL2_1_4,2022-05-12,44693,LowTempSetPointDeviationVC,-15.200000000000003
452,4NL2_1_44693,4NL2,4NL2_44693,1,1South,4NL2_1,4,4NL2_1_4,2022-05-12,44693,AvgTempSetPointDeviationVC,-24
452,4NL2_1_44693,4NL2,4NL2_44693,1,1South,4NL2_1,4,4NL2_1_4,2022-05-12,44693,HiTempSetPointDeviationVC,-33.60000000000001
457,4NL2_1_44704,4NL2,4NL2_44704,1,1South,4NL2_1,5,4NL2_1_5,2022-05-23,44704,WaterDispRMS,5
457,4NL2_1_44704,4NL2,4NL2_44704,1,1South,4NL2_1,5,4NL2_1_5,2022-05-23,44704,WaterDispHdRMS,0.004578754578754579
458,4NL2_1_44705,4NL2,4NL2_44705,1,1South,4NL2_1,5,4NL2_1_5,2022-05-24,44705,WaterDispRMS,75
458,4NL2_1_44705,4NL2,4NL2_44705,1,1South,4NL2_1,5,4NL2_1_5,2022-05-24,44705,WaterDispHdRMS,0.06868131868131869
459,4NL2_1_44706,4NL2,4NL2_44706,1,1South,4NL2_1,5,4NL2_1_5,2022-05-25,44706,WaterDispRMS,147
459,4NL2_1_44706,4NL2,4NL2_44706,1,1South,4NL2_1,5,4NL2_1_5,2022-05-25,44706,WaterDispHdRMS,0.06693989071038252
459,4NL2_1_44706,4NL2,4NL2_44706,1,1South,4NL2_1,5,4NL2_1_5,2022-05-25,44706,WaterDispVC,196
459,4NL2_1_44706,4NL2,4NL2_44706,1,1South,4NL2_1,5,4NL2_1_5,2022-05-25,44706,WaterDispHdVC,0.08925318761384335
461,4NL2_1_44708,4NL2,4NL2_44708,1,1South,4NL2_1,5,4NL2_1_5,2022-05-27,44708,WaterDispRMS,314
461,4NL2_1_44708,4NL2,4NL2_44708,1,1South,4NL2_1,5,4NL2_1_5,2022-05-27,44708,WaterDispHdRMS,0.09661538461538462
504,4NL2_2_44201,4NL2,4NL2_44201,2,2North,4NL2_2,1,4NL2_2_1,2021-01-05,44201,WaterDispRMS,39
504,4NL2_2_44201,4NL2,4NL2_44201,2,2North,4NL2_2,1,4NL2_2_1,2021-01-05,44201,WaterDispHdRMS,0.036380597014925374
505,4NL2_2_44202,4NL2,4NL2_44202,2,2North,4NL2_2,1,4NL2_2_1,2021-01-06,44202,WaterDispRMS,152
505,4NL2_2_44202,4NL2,4NL2_44202,2,2North,4NL2_2,1,4NL2_2_1,2021-01-06,44202,WaterDispHdRMS,0.07480314960629922
505,4NL2_2_44202,4NL2,4NL2_44202,2,2North,4NL2_2,1,4NL2_2_1,2021-01-06,44202,WaterDispVC,139
505,4NL2_2_44202,4NL2,4NL2_44202,2,2North,4NL2_2,1,4NL2_2_1,2021-01-06,44202,WaterDispHdVC,0.06840551181102363
506,4NL2_2_44203,4NL2,4NL2_44203,2,2North,4NL2_2,1,4NL2_2_1,2021-01-07,44203,WaterDispRMS,156
506,4NL2_2_44203,4NL2,4NL2_44203,2,2North,4NL2_2,1,4NL2_2_1,2021-01-07,44203,WaterDispHdRMS,0.0517756388981082
573,4NL2_2_44270,4NL2,4NL2_44270,2,2North,4NL2_2,1,4NL2_2_1,2021-03-15,44270,WaterDispRMS,4017
573,4NL2_2_44270,4NL2,4NL2_44270,2,2North,4NL2_2,1,4NL2_2_1,2021-03-15,44270,WaterDispHdRMS,3.981169474727453
574,4NL2_2_44278,4NL2,4NL2_44278,2,2North,4NL2_2,2,4NL2_2_2,2021-03-23,44278,WaterDispRMS,35
574,4NL2_2_44278,4NL2,4NL2_44278,2,2North,4NL2_2,2,4NL2_2_2,2021-03-23,44278,WaterDispHdRMS,0.060034305317324184
576,4NL2_2_44280,4NL2,4NL2_44280,2,2North,4NL2_2,2,4NL2_2_2,2021-03-25,44280,WaterDispRMS,144
576,4NL2_2_44280,4NL2,4NL2_44280,2,2North,4NL2_2,2,4NL2_2_2,2021-03-25,44280,WaterDispHdRMS,0.09775967413441955
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,Euth,1
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,EuthProportion,0.07692307692307693
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,Dead,0
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,DeadProportion,0
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,TotalMortality,1
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,TotalMortalityProportion,0.07692307692307693
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,WaterDispRMS,2539
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,WaterDispHdRMS,195.30769230769232
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,WaterDispVC,412
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,WaterDispHdVC,31.692307692307693
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,SetPointVC,55.3
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,LowTempSetPointDeviationVC,-9.100000000000009
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,AvgTempSetPointDeviationVC,-14.400000000000006
639,4NL2_2_44343,4NL2,4NL2_44343,2,2North,4NL2_2,2,4NL2_2_2,2021-05-27,44343,HiTempSetPointDeviationVC,-23
640,4NL2_2_44349,4NL2,4NL2_44349,2,2North,4NL2_2,3,4NL2_2_3,2021-06-02,44349,WaterDispRMS,1
640,4NL2_2_44349,4NL2,4NL2_44349,2,2North,4NL2_2,3,4NL2_2_3,2021-06-02,44349,WaterDispHdRMS,9.541984732824427e-4
641,4NL2_2_44350,4NL2,4NL2_44350,2,2North,4NL2_2,3,4NL2_2_3,2021-06-03,44350,WaterDispRMS,66
641,4NL2_2_44350,4NL2,4NL2_44350,2,2North,4NL2_2,3,4NL2_2_3,2021-06-03,44350,WaterDispHdRMS,0.06297709923664122
642,4NL2_2_44351,4NL2,4NL2_44351,2,2North,4NL2_2,3,4NL2_2_3,2021-06-04,44351,WaterDispRMS,193
642,4NL2_2_44351,4NL2,4NL2_44351,2,2North,4NL2_2,3,4NL2_2_3,2021-06-04,44351,WaterDispHdRMS,0.09274387313791446
811,4NL2_2_44532,4NL2,4NL2_44532,2,2North,4NL2_2,4,4NL2_2_4,2021-12-02,44532,WaterDispRMS,76
811,4NL2_2_44532,4NL2,4NL2_44532,2,2North,4NL2_2,4,4NL2_2_4,2021-12-02,44532,WaterDispHdRMS,0.05006587615283267
971,4NL2_2_44692,4NL2,4NL2_44692,2,2North,4NL2_2,4,4NL2_2_4,2022-05-11,44692,SetPointVC,59.8
971,4NL2_2_44692,4NL2,4NL2_44692,2,2North,4NL2_2,4,4NL2_2_4,2022-05-11,44692,LowTempSetPointDeviationVC,-14.700000000000003
971,4NL2_2_44692,4NL2,4NL2_44692,2,2North,4NL2_2,4,4NL2_2_4,2022-05-11,44692,AvgTempSetPointDeviationVC,-24.799999999999997
971,4NL2_2_44692,4NL2,4NL2_44692,2,2North,4NL2_2,4,4NL2_2_4,2022-05-11,44692,HiTempSetPointDeviationVC,-33.8
972,4NL2_2_44693,4NL2,4NL2_44693,2,2North,4NL2_2,4,4NL2_2_4,2022-05-12,44693,SetPointVC,59.8
972,4NL2_2_44693,4NL2,4NL2_44693,2,2North,4NL2_2,4,4NL2_2_4,2022-05-12,44693,LowTempSetPointDeviationVC,-17.200000000000003
972,4NL2_2_44693,4NL2,4NL2_44693,2,2North,4NL2_2,4,4NL2_2_4,2022-05-12,44693,AvgTempSetPointDeviationVC,-24.799999999999997
972,4NL2_2_44693,4NL2,4NL2_44693,2,2North,4NL2_2,4,4NL2_2_4,2022-05-12,44693,HiTempSetPointDeviationVC,-32.900000000000006
977,4NL2_2_44704,4NL2,4NL2_44704,2,2North,4NL2_2,5,4NL2_2_5,2022-05-23,44704,WaterDispRMS,5
977,4NL2_2_44704,4NL2,4NL2_44704,2,2North,4NL2_2,5,4NL2_2_5,2022-05-23,44704,WaterDispHdRMS,0.004655493482309125
978,4NL2_2_44705,4NL2,4NL2_44705,2,2North,4NL2_2,5,4NL2_2_5,2022-05-24,44705,WaterDispRMS,42
978,4NL2_2_44705,4NL2,4NL2_44705,2,2North,4NL2_2,5,4NL2_2_5,2022-05-24,44705,WaterDispHdRMS,0.03910614525139665
980,4NL2_2_44707,4NL2,4NL2_44707,2,2North,4NL2_2,5,4NL2_2_5,2022-05-26,44707,WaterDispRMS,201
980,4NL2_2_44707,4NL2,4NL2_44707,2,2North,4NL2_2,5,4NL2_2_5,2022-05-26,44707,WaterDispHdRMS,0.09224414869206057
1024,BIBL_1_44273,BIBL,BIBL_44273,1,3,BIBL_1,1,BIBL_1_1,2021-03-18,44273,WaterDispVC,18
1024,BIBL_1_44273,BIBL,BIBL_44273,1,3,BIBL_1,1,BIBL_1_1,2021-03-18,44273,WaterDispHdVC,0.049723756906077346
1184,BIBL_1_44433,BIBL,BIBL_44433,1,3,BIBL_1,1,BIBL_1_1,2021-08-25,44433,WaterDispVC,456
1184,BIBL_1_44433,BIBL,BIBL_44433,1,3,BIBL_1,1,BIBL_1_1,2021-08-25,44433,WaterDispHdVC,3.965217391304348
1194,BIBL_1_44471,BIBL,BIBL_44471,1,3,BIBL_1,2,BIBL_1_2,2021-10-02,44471,WaterDispRMS,88
1194,BIBL_1_44471,BIBL,BIBL_44471,1,3,BIBL_1,2,BIBL_1_2,2021-10-02,44471,WaterDispHdRMS,0.09777777777777778
1256,BIBL_1_44533,BIBL,BIBL_44533,1,3,BIBL_1,2,BIBL_1_2,2021-12-03,44533,LowTempRMS,68.9
1256,BIBL_1_44533,BIBL,BIBL_44533,1,3,BIBL_1,2,BIBL_1_2,2021-12-03,44533,HiTempRMS,66.9
1256,BIBL_1_44533,BIBL,BIBL_44533,1,3,BIBL_1,2,BIBL_1_2,2021-12-03,44533,TempRangeRMS,-2
1256,BIBL_1_44533,BIBL,BIBL_44533,1,3,BIBL_1,2,BIBL_1_2,2021-12-03,44533,LowTempSetPointDeviationRMS,-1.9000000000000057
1256,BIBL_1_44533,BIBL,BIBL_44533,1,3,BIBL_1,2,BIBL_1_2,2021-12-03,44533,HiTempSetPointDeviationRMS,0.09999999999999432
1345,BIBL_1_44622,BIBL,BIBL_44622,1,3,BIBL_1,2,BIBL_1_2,2022-03-02,44622,WaterDispRMS,879
1345,BIBL_1_44622,BIBL,BIBL_44622,1,3,BIBL_1,2,BIBL_1_2,2022-03-02,44622,WaterDispHdRMS,5.359756097560975
1345,BIBL_1_44622,BIBL,BIBL_44622,1,3,BIBL_1,2,BIBL_1_2,2022-03-02,44622,WaterDispVC,893
1345,BIBL_1_44622,BIBL,BIBL_44622,1,3,BIBL_1,2,BIBL_1_2,2022-03-02,44622,WaterDispHdVC,5.445121951219512
1346,BIBL_1_44623,BIBL,BIBL_44623,1,3,BIBL_1,2,BIBL_1_2,2022-03-03,44623,WaterDispRMS,636
1346,BIBL_1_44623,BIBL,BIBL_44623,1,3,BIBL_1,2,BIBL_1_2,2022-03-03,44623,WaterDispHdRMS,3.8780487804878048
1346,BIBL_1_44623,BIBL,BIBL_44623,1,3,BIBL_1,2,BIBL_1_2,2022-03-03,44623,WaterDispVC,598
1346,BIBL_1_44623,BIBL,BIBL_44623,1,3,BIBL_1,2,BIBL_1_2,2022-03-03,44623,WaterDispHdVC,3.6463414634146343
1347,BIBL_1_44624,BIBL,BIBL_44624,1,3,BIBL_1,2,BIBL_1_2,2022-03-04,44624,WaterDispRMS,855
1347,BIBL_1_44624,BIBL,BIBL_44624,1,3,BIBL_1,2,BIBL_1_2,2022-03-04,44624,WaterDispHdRMS,5.213414634146342
1347,BIBL_1_44624,BIBL,BIBL_44624,1,3,BIBL_1,2,BIBL_1_2,2022-03-04,44624,WaterDispVC,633
1347,BIBL_1_44624,BIBL,BIBL_44624,1,3,BIBL_1,2,BIBL_1_2,2022-03-04,44624,WaterDispHdVC,3.8597560975609757
1348,BIBL_1_44625,BIBL,BIBL_44625,1,3,BIBL_1,2,BIBL_1_2,2022-03-05,44625,WaterDispVC,692
1348,BIBL_1_44625,BIBL,BIBL_44625,1,3,BIBL_1,2,BIBL_1_2,2022-03-05,44625,WaterDispHdVC,4.219512195121951
1349,BIBL_1_44626,BIBL,BIBL_44626,1,3,BIBL_1,2,BIBL_1_2,2022-03-06,44626,WaterDispVC,626
1349,BIBL_1_44626,BIBL,BIBL_44626,1,3,BIBL_1,2,BIBL_1_2,2022-03-06,44626,WaterDispHdVC,3.817073170731707
1350,BIBL_1_44627,BIBL,BIBL_44627,1,3,BIBL_1,2,BIBL_1_2,2022-03-07,44627,WaterDispRMS,772
1350,BIBL_1_44627,BIBL,BIBL_44627,1,3,BIBL_1,2,BIBL_1_2,2022-03-07,44627,WaterDispHdRMS,6.433333333333334
1350,BIBL_1_44627,BIBL,BIBL_44627,1,3,BIBL_1,2,BIBL_1_2,2022-03-07,44627,WaterDispVC,739
1350,BIBL_1_44627,BIBL,BIBL_44627,1,3,BIBL_1,2,BIBL_1_2,2022-03-07,44627,WaterDispHdVC,6.158333333333333
1351,BIBL_1_44628,BIBL,BIBL_44628,1,3,BIBL_1,2,BIBL_1_2,2022-03-08,44628,WaterDispRMS,650
1351,BIBL_1_44628,BIBL,BIBL_44628,1,3,BIBL_1,2,BIBL_1_2,2022-03-08,44628,WaterDispHdRMS,13.541666666666666
1351,BIBL_1_44628,BIBL,BIBL_44628,1,3,BIBL_1,2,BIBL_1_2,2022-03-08,44628,WaterDispVC,792
1351,BIBL_1_44628,BIBL,BIBL_44628,1,3,BIBL_1,2,BIBL_1_2,2022-03-08,44628,WaterDispHdVC,16.5
1353,BIBL_1_44659,BIBL,BIBL_44659,1,3,BIBL_1,3,BIBL_1_3,2022-04-08,44659,WaterDispVC,226
1353,BIBL_1_44659,BIBL,BIBL_44659,1,3,BIBL_1,3,BIBL_1_3,2022-04-08,44659,WaterDispHdVC,0.09572215163066497
1425,BIBL_2_44263,BIBL,BIBL_44263,2,4,BIBL_2,1,BIBL_2_1,2021-03-08,44263,WaterDispVC,84
1425,BIBL_2_44263,BIBL,BIBL_44263,2,4,BIBL_2,1,BIBL_2_1,2021-03-08,44263,WaterDispHdVC,0.05733788395904437
1603,BIBL_2_44458,BIBL,BIBL_44458,2,4,BIBL_2,2,BIBL_2_2,2021-09-19,44458,WaterDispVC,0
1603,BIBL_2_44458,BIBL,BIBL_44458,2,4,BIBL_2,2,BIBL_2_2,2021-09-19,44458,WaterDispHdVC,0
1603,BIBL_2_44458,BIBL,BIBL_44458,2,4,BIBL_2,2,BIBL_2_2,2021-09-19,44458,SetPointVC,54.2
1603,BIBL_2_44458,BIBL,BIBL_44458,2,4,BIBL_2,2,BIBL_2_2,2021-09-19,44458,LowTempSetPointDeviationVC,-16.89999999999999
1603,BIBL_2_44458,BIBL,BIBL_44458,2,4,BIBL_2,2,BIBL_2_2,2021-09-19,44458,AvgTempSetPointDeviationVC,-20.799999999999997
1603,BIBL_2_44458,BIBL,BIBL_44458,2,4,BIBL_2,2,BIBL_2_2,2021-09-19,44458,HiTempSetPointDeviationVC,-26.099999999999994
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,Days,2
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,Inventory,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,InventoryChange,-687
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,TotalInventoryChange,-687
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,Marketing,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,Euth,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,Dead,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,TotalMortality,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,Penicillin,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,Dexamethasone,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,Ceftiofur,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,Enroflaxin,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,Tetracycline,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,Lincomycin,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,OtherTreatments,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,PrimaryRespiratory,0
1604,BIBL_2_44459,BIBL,BIBL_44459,2,4,BIBL_2,2,BIBL_2_2,2021-09-20,44459,SecondaryRespiratory,0
