,Date (America/Chicago),"Maschhoff_TPLJ_RM1_C Temp shock - color
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C Temp (°C) - data
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C ReHS - color
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C ReHS - data
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_E Temp shock - color
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E Temp (°C) - data
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E ReHS - color
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E ReHS - data
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_W Temp shock - color
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W Temp (°C) - data
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W ReHS - color
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W ReHS - data
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM2_C Temp shock - color
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C Temp (°C) - data
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C ReHS - color
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C ReHS - data
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_E Temp shock - color
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E Temp (°C) - data
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E ReHS - color
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E ReHS - data
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_W Temp shock - color
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W Temp (°C) - data
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W ReHS - color
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W ReHS - data
 (MO201301-MLJQ4R57)"
454,2022-06-12,yellow,26.0,green,99.0,yellow,25.5,green,82.0,yellow,26.5,green,96.0,yellow,26.0,green,97.0,yellow,26.0,green,87.0,yellow,26.5,green,98.0
455,2022-06-13,yellow,30.0,green,98.0,yellow,29.5,green,86.0,yellow,30.5,green,99.0,yellow,30.0,green,98.0,yellow,30.0,green,89.0,yellow,30.0,green,98.0
456,2022-06-14,yellow,30.5,green,99.0,yellow,29.5,green,87.0,yellow,30.5,green,99.0,red,30.0,green,93.0,red,30.0,green,84.0,red,30.5,green,98.0
457,2022-06-15,green,22.5,green,99.0,green,22.0,green,91.0,green,23.0,green,97.0,green,22.5,green,94.0,green,22.0,green,89.0,green,23.0,green,99.0
458,2022-06-16,red,25.0,green,99.0,red,25.0,green,84.0,red,25.0,green,96.0,red,25.0,green,96.0,red,25.0,green,95.0,red,25.0,green,99.0
459,2022-06-17,red,24.5,green,99.0,red,25.0,green,86.0,red,25.0,green,97.0,red,25.0,green,95.0,red,25.0,green,89.0,red,25.0,green,98.0
460,2022-06-18,yellow,27.0,green,98.0,yellow,26.5,green,86.0,yellow,27.0,green,99.0,yellow,27.0,green,97.0,yellow,27.0,green,94.0,yellow,27.0,green,97.0
461,2022-06-19,yellow,28.5,green,99.0,yellow,27.5,green,85.0,yellow,28.5,green,99.0,yellow,28.5,green,96.0,yellow,28.0,green,92.0,yellow,28.5,green,98.0
462,2022-06-20,yellow,30.0,green,98.0,yellow,29.0,green,86.0,green,30.0,green,97.0,yellow,30.0,green,96.0,yellow,29.5,green,95.0,yellow,30.0,green,96.0
463,2022-06-21,red,27.0,green,97.0,yellow,26.5,green,88.0,red,27.5,green,99.0,red,26.5,green,97.0,red,26.5,green,93.0,yellow,27.0,green,99.0
464,2022-06-22,red,24.5,green,97.0,red,24.5,green,87.0,red,25.0,green,99.0,red,25.5,green,97.0,red,25.0,green,89.0,red,25.0,green,99.0
465,2022-06-23,yellow,25.0,green,97.0,yellow,25.0,green,89.0,yellow,25.5,green,96.0,yellow,25.5,green,99.0,yellow,25.0,green,89.0,yellow,25.5,green,99.0
466,2022-06-24,yellow,26.0,green,99.0,yellow,25.5,green,92.0,yellow,26.5,green,98.0,yellow,26.0,green,96.0,yellow,25.5,green,93.0,yellow,26.0,green,98.0
467,2022-06-25,yellow,25.0,green,98.0,yellow,24.5,green,91.0,yellow,25.5,green,99.0,yellow,24.5,green,98.0,yellow,24.0,green,91.0,yellow,25.0,green,97.0
468,2022-06-26,red,21.5,green,97.0,yellow,22.0,green,81.0,red,22.0,green,99.0,yellow,22.5,green,97.0,yellow,21.5,green,89.0,yellow,22.5,green,97.0
469,2022-06-27,yellow,21.5,green,97.0,yellow,22.0,green,84.0,yellow,22.5,green,97.0,yellow,22.5,green,96.0,yellow,22.5,green,87.0,yellow,23.0,green,98.0
470,2022-06-28,red,24.5,green,99.0,red,24.5,green,82.0,red,25.0,green,99.0,red,25.0,green,97.0,red,25.0,green,92.0,red,25.0,green,99.0
471,2022-06-29,yellow,26.5,green,96.0,yellow,26.5,green,78.0,yellow,27.0,green,99.0,yellow,27.5,green,96.0,yellow,27.0,green,88.0,yellow,27.0,green,99.0
472,2022-06-30,yellow,27.5,green,97.0,yellow,26.5,green,85.0,yellow,27.5,green,98.0,yellow,27.0,green,99.0,yellow,27.0,green,91.0,yellow,27.0,green,96.0
473,2022-07-01,yellow,24.5,green,97.0,yellow,23.5,green,83.0,yellow,24.5,green,98.0,yellow,23.5,green,97.0,yellow,23.5,green,91.0,yellow,24.5,green,97.0
474,2022-07-02,yellow,23.5,green,98.0,yellow,23.5,green,79.0,yellow,24.0,green,97.0,yellow,24.5,green,97.0,yellow,23.5,green,91.0,yellow,24.5,green,97.0
475,2022-07-03,yellow,25.5,green,97.0,yellow,25.0,green,83.0,yellow,25.5,green,97.0,yellow,25.0,green,99.0,yellow,25.0,green,93.0,yellow,25.5,green,97.0
476,2022-07-04,yellow,27.5,green,99.0,yellow,27.0,green,89.0,yellow,28.0,green,96.0,yellow,27.5,green,97.0,yellow,27.0,green,96.0,yellow,27.5,green,96.0
477,2022-07-05,red,27.5,green,96.0,red,27.0,green,88.0,red,28.0,green,98.0,red,27.5,green,99.0,red,27.5,green,95.0,yellow,28.0,green,97.0
478,2022-07-06,green,24.0,green,97.0,green,23.5,green,91.0,green,24.5,green,97.0,green,23.5,green,99.0,green,23.5,green,94.0,green,24.0,green,99.0
479,2022-07-07,green,24.5,green,97.0,green,24.0,green,89.0,green,25.0,green,96.0,green,24.0,green,95.0,green,24.0,green,92.0,green,24.5,green,99.0
480,2022-07-08,green,25.0,green,97.0,yellow,24.0,green,92.0,green,25.0,green,99.0,yellow,24.0,green,99.0,yellow,24.0,green,94.0,green,24.5,green,97.0
481,2022-07-09,yellow,24.5,green,99.0,yellow,24.0,green,89.0,yellow,25.0,green,98.0,yellow,24.5,green,97.0,yellow,24.0,green,94.0,yellow,25.0,green,97.0
482,2022-07-10,green,26.5,green,98.0,green,26.0,green,94.0,green,27.0,green,99.0,green,26.5,green,97.0,yellow,26.0,green,96.0,green,26.5,green,96.0
483,2022-07-11,yellow,25.0,green,98.0,yellow,24.5,green,93.0,yellow,25.5,green,97.0,yellow,24.5,green,99.0,yellow,24.5,green,95.0,yellow,25.0,green,99.0
484,2022-07-12,yellow,24.0,green,96.0,yellow,23.5,green,91.0,yellow,24.0,green,99.0,yellow,24.0,green,97.0,yellow,23.5,green,94.0,yellow,23.5,green,99.0
485,2022-07-13,yellow,25.0,green,99.0,yellow,25.0,green,94.0,yellow,25.0,green,99.0,yellow,25.5,green,98.0,yellow,25.0,green,95.0,yellow,25.0,green,96.0
486,2022-07-14,green,27.0,green,97.0,green,26.0,green,94.0,green,27.0,green,97.0,green,26.5,green,97.0,green,26.5,green,94.0,green,26.5,green,99.0
487,2022-07-15,yellow,28.5,green,97.0,yellow,27.5,green,97.0,yellow,28.5,green,99.0,yellow,28.0,green,99.0,yellow,28.0,green,95.0,yellow,28.0,green,97.0
488,2022-07-16,green,24.5,green,97.0,green,23.5,green,93.0,green,25.0,green,97.0,green,24.0,green,97.0,green,24.0,green,94.0,green,24.0,green,98.0
489,2022-07-17,yellow,25.5,green,96.0,yellow,24.5,green,94.0,yellow,25.5,green,97.0,yellow,25.0,green,97.0,red,24.5,green,92.0,yellow,25.0,green,98.0
490,2022-07-18,yellow,26.0,green,97.0,yellow,25.5,green,94.0,yellow,25.5,green,98.0,yellow,26.0,green,97.0,yellow,25.5,green,92.0,yellow,25.5,green,99.0
491,2022-07-19,red,27.0,green,96.0,red,26.5,green,96.0,red,27.0,green,97.0,yellow,26.5,green,99.0,red,26.5,green,95.0,yellow,26.5,green,98.0
492,2022-07-20,red,26.0,green,97.0,red,25.0,green,96.0,red,26.0,green,97.0,red,25.0,green,98.0,red,25.0,green,97.0,red,25.5,green,96.0
493,2022-07-21,red,26.0,green,97.0,red,25.5,green,94.0,red,25.5,green,98.0,red,26.0,green,98.0,red,25.5,green,95.0,red,25.5,green,98.0
494,2022-07-22,yellow,26.5,green,97.0,yellow,25.5,green,94.0,yellow,26.5,green,98.0,yellow,26.5,green,99.0,yellow,26.0,green,96.0,yellow,26.0,green,98.0
495,2022-07-23,red,28.5,green,98.0,red,27.5,green,95.0,red,28.5,green,97.0,red,28.0,green,99.0,red,28.0,green,95.0,red,28.0,green,99.0
496,2022-07-24,yellow,25.0,green,99.0,yellow,24.0,green,94.0,yellow,25.0,green,98.0,yellow,24.5,green,97.0,yellow,24.0,green,95.0,yellow,24.5,green,98.0
497,2022-07-25,green,21.5,green,98.0,green,21.0,green,89.0,green,21.5,green,99.0,green,22.5,green,97.0,green,21.0,green,96.0,green,21.5,green,99.0
498,2022-07-26,yellow,23.5,green,98.0,yellow,23.0,green,94.0,yellow,23.5,green,98.0,yellow,24.0,green,97.0,yellow,23.5,green,93.0,yellow,23.0,green,99.0
499,2022-07-27,yellow,24.5,green,99.0,green,24.0,green,99.0,yellow,24.5,green,96.0,yellow,24.5,green,98.0,yellow,24.5,green,96.0,yellow,24.0,green,99.0
500,2022-07-28,blue,22.5,blue,,blue,22.0,blue,,blue,22.5,blue,,blue,21.0,blue,,blue,21.5,blue,,blue,21.0,blue,
501,2022-07-29,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
502,2022-07-30,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
503,2022-07-31,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
504,2022-08-01,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
505,2022-08-02,green,30.5,blue,,green,30.0,blue,,green,30.5,blue,,green,30.5,blue,,green,30.5,blue,,green,30.0,blue,
506,2022-08-03,yellow,29.5,green,99.0,yellow,28.5,green,97.0,yellow,29.5,green,98.0,yellow,28.5,green,99.0,yellow,28.5,green,98.0,yellow,28.5,green,99.0
507,2022-08-04,yellow,29.0,green,99.0,yellow,29.5,green,97.0,yellow,28.5,green,99.0,green,24.5,green,99.0,green,25.0,green,99.0,yellow,25.0,green,96.0
508,2022-08-05,yellow,28.5,green,97.0,green,29.5,green,97.0,yellow,28.5,green,99.0,yellow,28.5,green,97.0,yellow,29.0,green,99.0,green,28.0,green,94.0
509,2022-08-06,yellow,29.5,green,93.0,yellow,30.0,green,82.0,yellow,30.5,green,95.0,yellow,29.5,green,97.0,yellow,29.5,green,97.0,yellow,29.5,green,92.0
510,2022-08-07,green,27.0,green,92.0,green,27.5,green,65.0,green,28.0,green,89.0,green,26.5,green,97.0,green,26.5,green,99.0,green,27.0,green,74.0
511,2022-08-08,green,26.0,green,96.0,yellow,26.5,yellow,54.0,green,26.5,green,88.0,green,27.0,green,99.0,green,27.5,green,97.0,green,26.0,green,71.0
512,2022-08-09,yellow,27.5,green,98.0,yellow,28.0,yellow,59.0,yellow,27.0,green,88.0,yellow,28.5,green,97.0,green,28.0,green,99.0,green,27.5,green,94.0
513,2022-08-10,yellow,28.0,green,98.0,yellow,28.0,green,64.0,yellow,28.0,green,96.0,yellow,28.0,green,97.0,yellow,28.5,green,93.0,green,28.0,green,91.0
514,2022-08-11,yellow,27.5,green,99.0,green,28.0,green,66.0,yellow,28.0,green,95.0,green,28.0,green,85.0,yellow,28.0,green,73.0,green,28.0,green,80.0
515,2022-08-12,green,27.5,green,99.0,green,27.5,green,80.0,green,28.0,green,95.0,green,28.0,green,80.0,green,28.0,yellow,59.0,green,28.5,green,85.0
516,2022-08-13,yellow,26.0,green,99.0,yellow,26.5,green,83.0,green,27.0,green,95.0,green,26.5,green,74.0,yellow,26.5,yellow,49.0,green,27.0,green,85.0
517,2022-08-14,green,24.5,green,98.0,green,25.5,green,85.0,green,25.5,green,97.0,green,25.5,green,84.0,yellow,25.5,yellow,56.0,green,26.0,green,93.0
518,2022-08-15,green,23.5,green,99.0,yellow,24.5,green,77.0,green,25.0,green,96.0,green,25.0,green,83.0,yellow,25.5,green,68.0,green,25.0,green,97.0
