,Date (America/Chicago),"Masc_CON2_RM1_C Temp shock - color
 (MO202001-PRXSQLHL)","Masc_CON2_RM1_C Temp (°C) - data
 (MO202001-PRXSQLHL)","Masc_CON2_RM1_C ReHS - color
 (MO202001-PRXSQLHL)","Masc_CON2_RM1_C ReHS - data
 (MO202001-PRXSQLHL)","Masc_CON2_RM1_E Temp shock - color
 (MO201901-ZLBQ8MLB)","Masc_CON2_RM1_E Temp (°C) - data
 (MO201901-ZLBQ8MLB)","Masc_CON2_RM1_E ReHS - color
 (MO201901-ZLBQ8MLB)","Masc_CON2_RM1_E ReHS - data
 (MO201901-ZLBQ8MLB)","Masc_CON2_RM1_W Temp shock - color
 (MO202101-FDHQ4HCS)","Masc_CON2_RM1_W Temp (°C) - data
 (MO202101-FDHQ4HCS)","Masc_CON2_RM1_W ReHS - color
 (MO202101-FDHQ4HCS)","Masc_CON2_RM1_W ReHS - data
 (MO202101-FDHQ4HCS)","Masc_CON2_RM2_C Temp shock - color
 (MO202101-HCX6C8CH)","Masc_CON2_RM2_C Temp (°C) - data
 (MO202101-HCX6C8CH)","Masc_CON2_RM2_C ReHS - color
 (MO202101-HCX6C8CH)","Masc_CON2_RM2_C ReHS - data
 (MO202101-HCX6C8CH)","Masc_CON2_RM2_E Temp shock - color
 (MO201901-G5SZFQP7)","Masc_CON2_RM2_E Temp (°C) - data
 (MO201901-G5SZFQP7)","Masc_CON2_RM2_E ReHS - color
 (MO201901-G5SZFQP7)","Masc_CON2_RM2_E ReHS - data
 (MO201901-G5SZFQP7)","Masc_CON2_RM2_W Temp shock - color
 (MO201901-M27NVRN2)","Masc_CON2_RM2_W Temp (°C) - data
 (MO201901-M27NVRN2)","Masc_CON2_RM2_W ReHS - color
 (MO201901-M27NVRN2)","Masc_CON2_RM2_W ReHS - data
 (MO201901-M27NVRN2)"
0,2020-12-08,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
1,2020-12-09,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
2,2020-12-10,green,29.0,green,,green,29.0,green,,green,,green,,green,29.5,green,,green,31.0,green,,green,29.5,green,
3,2020-12-11,green,29.0,green,93.0,green,28.5,green,98.0,green,,green,,green,29.5,green,96.0,green,31.0,green,97.0,green,29.5,green,99.0
4,2020-12-12,green,29.0,green,94.0,green,29.0,green,95.0,green,,green,,green,29.5,green,97.0,green,30.0,green,98.0,green,29.0,green,96.0
5,2020-12-13,green,29.0,green,98.0,green,28.5,green,99.0,green,,green,,green,29.5,green,99.0,green,28.5,green,98.0,green,29.0,green,99.0
6,2020-12-14,green,29.0,green,98.0,green,28.5,green,98.0,green,,green,,green,29.5,green,99.0,green,28.0,green,96.0,green,28.5,green,99.0
7,2020-12-15,green,28.5,green,97.0,green,28.0,green,96.0,green,,green,,green,29.5,green,99.0,green,27.5,green,97.0,green,28.5,green,99.0
8,2020-12-16,green,28.0,green,96.0,green,28.0,green,98.0,green,,green,,green,29.0,green,99.0,green,28.0,green,97.0,green,28.5,green,99.0
9,2020-12-17,green,28.0,green,94.0,green,28.0,green,97.0,green,,green,,green,28.5,green,99.0,green,27.5,green,97.0,green,28.5,green,99.0
10,2020-12-18,green,27.5,green,94.0,green,28.0,green,98.0,green,,green,,green,28.5,green,99.0,green,27.5,green,98.0,green,28.5,green,99.0
11,2020-12-19,green,27.5,green,94.0,green,28.0,green,96.0,green,,green,,green,27.5,green,98.0,green,27.0,green,97.0,green,28.0,green,99.0
12,2020-12-20,green,27.0,green,97.0,green,27.5,green,97.0,green,,green,,green,27.0,green,97.0,green,27.0,green,98.0,green,28.0,green,98.0
13,2020-12-21,green,27.0,green,94.0,green,28.0,green,96.0,green,,green,,green,27.0,green,97.0,green,27.0,green,98.0,green,28.0,green,98.0
14,2020-12-22,green,26.0,green,96.0,green,27.5,green,99.0,green,,green,,green,26.5,green,96.0,green,26.5,green,96.0,green,27.5,green,98.0
15,2020-12-23,green,26.5,green,95.0,green,27.5,green,97.0,green,,green,,green,26.5,green,93.0,green,26.5,green,90.0,green,27.5,green,97.0
16,2020-12-24,green,26.5,green,95.0,green,27.0,green,95.0,green,,green,,green,26.5,green,85.0,green,25.5,green,81.0,green,27.0,green,92.0
17,2020-12-25,green,26.0,green,99.0,green,26.5,green,92.0,green,,green,,green,26.5,green,82.0,green,25.5,green,88.0,green,27.0,green,94.0
18,2020-12-26,green,25.5,green,95.0,green,27.0,green,95.0,green,,green,,green,26.0,green,82.0,green,26.0,green,80.0,green,27.0,green,88.0
19,2020-12-27,green,25.5,green,92.0,green,26.5,green,89.0,green,,green,,green,26.0,green,84.0,green,26.0,green,85.0,green,27.0,green,95.0
20,2020-12-28,green,25.5,green,94.0,green,26.5,green,93.0,green,,green,,green,26.0,green,84.0,green,25.5,green,89.0,green,26.5,green,93.0
21,2020-12-29,green,25.0,green,91.0,green,26.5,green,89.0,green,,green,,green,25.5,green,82.0,green,25.5,yellow,74.0,green,26.5,green,95.0
22,2020-12-30,green,25.0,green,85.0,green,26.5,green,86.0,green,,green,,green,25.5,green,74.0,green,25.5,green,56.0,green,26.5,green,91.0
23,2020-12-31,green,25.0,green,91.0,green,26.0,green,86.0,green,,green,,green,25.5,green,85.0,green,25.0,green,84.0,green,26.5,green,92.0
24,2021-01-01,green,25.0,green,86.0,green,26.0,green,76.0,green,,green,,green,25.5,green,84.0,green,25.5,green,75.0,green,26.5,green,95.0
25,2021-01-02,green,24.5,green,78.0,green,25.5,green,68.0,green,,green,,green,25.5,green,76.0,green,25.0,yellow,67.0,green,26.5,green,94.0
26,2021-01-03,green,24.0,green,84.0,green,25.0,green,86.0,green,,green,,green,25.0,green,78.0,green,25.0,yellow,56.0,green,26.5,green,91.0
27,2021-01-04,green,24.0,green,82.0,green,25.5,green,90.0,green,,green,,green,25.0,green,79.0,green,26.0,green,55.0,green,27.0,green,89.0
28,2021-01-05,green,23.5,green,91.0,green,25.5,green,95.0,green,,green,,green,25.0,green,83.0,green,25.5,yellow,70.0,green,26.5,green,93.0
29,2021-01-06,green,23.0,green,89.0,green,25.5,green,91.0,green,,green,,green,25.0,green,76.0,green,26.0,green,57.0,green,27.0,green,93.0
30,2021-01-07,green,23.0,green,92.0,green,25.0,green,96.0,green,,green,,green,24.5,green,72.0,green,25.5,green,64.0,green,26.5,green,95.0
31,2021-01-08,green,23.5,green,75.0,green,25.5,green,84.0,green,,green,,green,25.0,green,82.0,green,25.5,green,77.0,green,27.0,green,91.0
32,2021-01-09,green,23.5,green,72.0,green,25.0,green,79.0,green,,green,,green,24.5,green,89.0,green,25.0,green,84.0,green,26.0,green,95.0
33,2021-01-10,green,23.5,green,77.0,green,25.5,green,84.0,green,,green,,green,24.0,green,91.0,green,25.0,green,84.0,green,26.0,green,92.0
34,2021-01-11,green,23.0,green,74.0,green,25.5,green,87.0,green,,green,,green,24.0,green,88.0,green,25.5,green,90.0,green,26.0,green,98.0
35,2021-01-12,green,23.0,green,80.0,green,25.0,green,90.0,green,,green,,green,24.0,green,89.0,green,25.5,green,83.0,green,26.5,green,91.0
36,2021-01-13,green,23.5,green,80.0,green,25.0,green,92.0,green,,green,,green,24.5,green,84.0,green,26.0,green,80.0,green,26.0,green,92.0
37,2021-01-14,green,24.0,green,84.0,green,25.0,green,92.0,green,,green,,green,25.0,green,78.0,green,25.5,green,74.0,green,26.5,green,85.0
38,2021-01-15,green,22.5,yellow,84.0,green,24.5,green,95.0,green,,yellow,,green,24.0,green,74.0,green,24.5,yellow,76.0,green,26.0,green,88.0
39,2021-01-16,green,23.5,green,56.0,green,25.0,green,75.0,green,,green,,green,24.0,green,68.0,green,24.5,green,56.0,green,25.5,green,80.0
40,2021-01-17,green,23.5,green,64.0,green,25.0,green,82.0,green,,green,,green,24.0,green,72.0,green,24.5,green,64.0,green,26.0,green,79.0
41,2021-01-18,green,23.0,green,74.0,green,24.5,green,84.0,green,,green,,green,23.5,green,75.0,green,24.5,green,72.0,green,26.0,green,85.0
42,2021-01-19,green,23.0,green,80.0,green,24.5,green,91.0,green,,green,,green,23.5,green,86.0,green,24.0,green,81.0,green,26.0,green,82.0
43,2021-01-20,green,22.5,green,87.0,green,23.5,green,88.0,green,,green,,green,22.0,green,92.0,green,24.0,green,85.0,green,25.5,green,85.0
44,2021-01-21,green,23.0,green,84.0,green,23.0,green,85.0,green,,green,,green,22.5,green,91.0,green,24.5,green,88.0,green,25.5,green,82.0
45,2021-01-22,green,23.0,green,78.0,green,22.5,green,78.0,green,,green,,green,23.5,green,83.0,green,24.0,green,82.0,green,25.0,green,87.0
46,2021-01-23,green,23.0,green,81.0,green,22.5,green,79.0,green,,green,,green,23.0,green,82.0,green,23.5,green,80.0,green,25.0,green,83.0
47,2021-01-24,green,23.5,green,78.0,green,23.0,green,79.0,green,,green,,green,22.5,green,83.0,green,24.5,green,86.0,green,25.0,green,80.0
48,2021-01-25,green,24.0,green,75.0,green,23.0,green,71.0,green,,green,,green,23.5,green,86.0,green,24.0,green,79.0,green,25.0,green,80.0
49,2021-01-26,green,23.5,green,72.0,green,23.0,green,75.0,green,,green,,green,23.5,green,88.0,green,24.5,green,87.0,green,25.0,green,84.0
50,2021-01-27,green,23.0,green,71.0,green,23.0,green,64.0,green,,green,,green,23.5,green,89.0,green,24.0,green,90.0,green,25.0,green,91.0
51,2021-01-28,green,22.5,green,71.0,green,22.0,green,74.0,green,,green,,green,22.5,green,92.0,green,23.5,green,87.0,green,25.0,green,91.0
52,2021-01-29,green,23.0,green,82.0,green,21.5,green,86.0,green,,green,,green,22.5,green,92.0,green,23.0,green,90.0,green,25.0,green,93.0
53,2021-01-30,green,22.5,green,79.0,green,23.0,green,78.0,green,,yellow,,green,23.0,yellow,79.0,green,23.5,yellow,80.0,green,25.0,yellow,75.0
54,2021-01-31,green,23.0,green,74.0,green,24.0,green,68.0,green,,yellow,,green,23.5,yellow,52.0,green,23.0,yellow,46.0,green,25.0,yellow,45.0
55,2021-02-01,green,23.0,green,70.0,green,24.0,green,64.0,green,,yellow,,green,24.0,yellow,50.0,green,23.5,yellow,49.0,green,25.0,yellow,45.0
56,2021-02-02,green,23.0,green,67.0,green,23.5,green,66.0,green,,yellow,,green,23.0,yellow,52.0,green,23.0,green,54.0,green,24.5,yellow,50.0
57,2021-02-03,green,22.5,green,78.0,green,23.5,green,75.0,green,,green,,green,23.0,yellow,54.0,green,23.5,yellow,68.0,green,24.5,yellow,48.0
58,2021-02-04,green,23.0,green,77.0,green,23.5,green,68.0,green,,green,,green,23.0,yellow,51.0,green,23.5,yellow,50.0,green,24.0,green,52.0
59,2021-02-05,green,23.0,green,77.0,green,23.5,green,75.0,green,,yellow,,green,23.0,yellow,52.0,green,23.0,yellow,54.0,green,24.0,yellow,68.0
60,2021-02-06,green,23.0,green,80.0,green,23.5,green,68.0,green,,yellow,,green,23.0,yellow,51.0,green,23.0,green,55.0,green,24.0,yellow,56.0
61,2021-02-07,green,22.5,green,75.0,green,23.0,green,75.0,green,,green,,green,23.0,yellow,49.0,green,23.5,yellow,63.0,green,24.0,green,54.0
62,2021-02-08,green,22.5,green,81.0,green,23.0,green,69.0,green,,green,,green,22.5,yellow,51.0,green,23.0,yellow,53.0,green,24.0,green,64.0
63,2021-02-09,green,22.5,green,77.0,green,23.0,green,73.0,green,,green,,green,22.5,yellow,48.0,green,22.5,yellow,54.0,green,23.5,green,68.0
64,2021-02-10,green,22.5,green,78.0,green,23.0,green,77.0,green,,green,,green,22.5,green,55.0,green,22.5,green,56.0,green,23.5,green,73.0
65,2021-02-11,green,22.0,green,84.0,green,23.0,green,80.0,green,,green,,green,22.0,green,67.0,green,22.5,green,74.0,green,23.5,green,74.0
66,2021-02-12,green,22.0,green,80.0,green,23.0,green,88.0,green,,green,,green,22.0,green,66.0,green,22.5,green,71.0,green,23.5,green,74.0
67,2021-02-13,green,22.0,green,86.0,green,23.0,green,83.0,green,,green,,green,21.5,green,72.0,green,22.0,green,69.0,green,23.5,green,70.0
68,2021-02-14,green,22.0,green,83.0,green,23.0,green,80.0,green,,green,,green,21.5,green,73.0,green,21.5,green,75.0,green,23.0,green,77.0
69,2021-02-15,green,21.5,green,87.0,green,22.5,green,81.0,green,,green,,green,21.0,green,80.0,green,21.5,green,80.0,green,23.0,green,82.0
70,2021-02-16,green,21.0,green,87.0,green,22.5,green,82.0,green,,green,,green,21.0,green,85.0,green,21.5,green,87.0,green,23.0,green,76.0
71,2021-02-17,green,21.5,green,88.0,green,22.5,green,80.0,green,,green,,green,21.5,green,79.0,green,21.5,green,89.0,green,23.5,green,77.0
72,2021-02-18,green,22.0,green,86.0,green,22.5,green,80.0,green,,green,,green,21.0,green,80.0,green,21.5,green,89.0,green,23.0,green,81.0
73,2021-02-19,green,21.5,green,90.0,green,22.5,green,83.0,green,,green,,green,21.0,green,85.0,green,21.5,green,90.0,green,23.0,green,86.0
74,2021-02-20,green,21.0,green,95.0,green,22.0,green,89.0,green,,green,,green,21.0,green,79.0,green,21.5,green,92.0,green,23.0,green,78.0
75,2021-02-21,green,21.5,green,89.0,green,22.5,green,92.0,green,,green,,green,21.0,green,75.0,green,22.0,green,92.0,green,23.5,green,77.0
76,2021-02-22,green,21.0,green,95.0,green,22.5,green,94.0,green,,green,,green,20.5,green,86.0,green,22.0,green,98.0,green,23.0,green,71.0
77,2021-02-23,yellow,20.5,green,92.0,green,22.5,green,97.0,green,,green,,green,20.0,green,88.0,green,21.0,green,96.0,green,23.0,green,80.0
78,2021-02-24,green,20.5,green,95.0,green,22.5,green,97.0,green,,green,,green,21.0,green,86.0,green,21.5,green,96.0,green,23.0,green,84.0
79,2021-02-25,green,20.5,green,93.0,green,22.5,green,94.0,green,,green,,green,21.0,green,87.0,green,21.5,green,97.0,green,22.5,green,84.0
80,2021-02-26,yellow,20.0,green,94.0,green,22.0,green,96.0,green,,green,,green,20.5,green,92.0,green,21.0,green,95.0,green,22.5,green,86.0
81,2021-02-27,green,20.5,green,95.0,green,22.0,green,95.0,green,,green,,green,21.0,green,83.0,green,21.5,green,98.0,green,23.0,green,82.0
82,2021-02-28,yellow,19.5,green,95.0,green,22.0,green,96.0,green,,green,,green,20.5,green,82.0,green,21.0,green,97.0,green,22.5,green,88.0
83,2021-03-01,green,20.0,green,98.0,green,22.0,green,96.0,green,,green,,green,20.0,green,87.0,green,21.0,green,98.0,green,22.0,green,88.0
84,2021-03-02,green,20.0,green,96.0,green,22.0,green,95.0,green,,green,,green,18.5,green,85.0,green,20.5,green,95.0,green,22.0,green,88.0
85,2021-03-03,green,20.5,green,97.0,green,22.5,green,96.0,green,,green,,green,19.5,green,73.0,green,21.5,green,96.0,green,22.5,green,85.0
86,2021-03-04,yellow,20.0,green,97.0,green,21.5,green,96.0,green,,green,,yellow,19.0,green,80.0,green,20.5,green,97.0,green,22.5,green,88.0
87,2021-03-05,yellow,20.0,green,97.0,green,21.5,green,91.0,green,,green,,green,18.5,green,86.0,green,20.0,green,99.0,green,22.0,green,88.0
88,2021-03-06,green,20.0,green,96.0,green,21.5,green,97.0,green,,green,,green,18.5,green,83.0,green,21.0,green,98.0,green,22.5,green,87.0
89,2021-03-07,green,19.5,green,96.0,green,21.5,green,97.0,green,,green,,yellow,19.0,green,87.0,green,21.0,green,98.0,green,22.0,green,89.0
90,2021-03-08,green,20.0,green,96.0,green,22.0,green,99.0,green,,green,,green,19.0,green,90.0,green,21.5,green,99.0,green,22.0,green,92.0
91,2021-03-09,green,20.5,green,91.0,green,22.0,green,98.0,green,,green,,green,20.0,green,92.0,green,21.0,green,98.0,green,22.0,green,93.0
92,2021-03-10,green,20.5,green,96.0,green,21.5,green,99.0,green,,green,,green,20.0,green,92.0,green,21.5,green,98.0,green,22.0,green,89.0
93,2021-03-11,yellow,17.5,green,97.0,green,20.5,green,96.0,green,,green,,green,17.5,green,76.0,green,20.0,green,94.0,green,21.5,green,91.0
94,2021-03-12,green,17.0,green,96.0,green,20.5,green,97.0,green,,green,,green,17.5,green,80.0,green,20.0,green,79.0,green,21.5,green,91.0
95,2021-03-13,green,17.5,green,97.0,green,20.5,green,97.0,green,,green,,green,18.0,green,95.0,green,20.0,green,87.0,green,21.5,green,94.0
96,2021-03-14,green,17.5,green,97.0,green,20.0,green,98.0,green,,green,,green,17.0,green,91.0,green,20.0,green,95.0,green,22.0,green,90.0
97,2021-03-15,green,15.5,green,98.0,green,19.5,green,96.0,green,,green,,green,16.0,green,92.0,green,19.5,green,96.0,green,22.0,green,95.0
98,2021-03-16,green,15.5,green,98.0,green,19.5,green,97.0,green,,green,,green,16.5,green,93.0,green,19.0,green,97.0,green,21.0,green,97.0
99,2021-03-17,green,15.5,green,96.0,green,19.5,green,97.0,green,,green,,green,15.5,green,89.0,green,19.5,green,99.0,green,21.5,green,97.0
100,2021-03-18,yellow,16.5,green,95.0,green,19.5,green,99.0,green,,green,,yellow,17.0,green,93.0,green,20.0,green,95.0,green,21.0,green,97.0
101,2021-03-19,red,16.0,green,97.0,green,20.0,green,98.0,green,,green,,yellow,17.5,green,93.0,green,19.5,green,99.0,green,21.0,green,96.0
102,2021-03-20,yellow,17.0,green,97.0,green,20.0,green,97.0,green,,green,,green,18.0,green,94.0,green,19.5,green,99.0,green,20.5,green,94.0
103,2021-03-21,green,18.0,green,94.0,green,21.0,green,99.0,green,,green,,green,19.0,green,96.0,green,20.0,green,98.0,green,21.0,green,97.0
104,2021-03-22,green,16.0,green,95.0,green,19.0,green,99.0,green,,green,,green,17.0,green,96.0,green,19.5,green,99.0,green,20.5,green,96.0
105,2021-03-23,green,20.5,green,96.0,green,21.5,green,98.0,green,,green,,green,18.0,green,93.0,green,19.0,green,97.0,green,21.0,green,95.0
106,2021-03-24,green,17.5,green,95.0,green,20.0,green,98.0,green,,green,,green,16.0,green,92.0,green,19.5,green,99.0,green,21.0,green,91.0
107,2021-03-25,green,15.5,green,94.0,green,19.0,green,82.0,green,,green,,green,16.5,green,66.0,green,19.5,green,96.0,green,20.5,yellow,54.0
108,2021-03-26,green,16.5,green,81.0,green,19.5,yellow,51.0,green,,yellow,,green,17.0,yellow,52.0,green,19.5,yellow,55.0,green,21.0,red,32.0
109,2021-03-27,green,16.0,green,66.0,green,19.0,yellow,44.0,green,,red,,green,16.5,yellow,51.0,green,19.5,yellow,54.0,green,21.0,red,33.0
110,2021-03-28,yellow,15.5,yellow,56.0,green,19.0,yellow,51.0,green,,red,,green,16.5,yellow,57.0,green,18.5,green,78.0,green,20.0,red,35.0
111,2021-03-29,yellow,19.0,green,75.0,yellow,21.0,green,82.0,yellow,,yellow,,yellow,19.5,yellow,56.0,yellow,21.0,green,82.0,yellow,21.0,red,36.0
112,2021-03-30,green,15.0,yellow,52.0,green,19.0,green,82.0,green,,red,,green,16.0,yellow,53.0,green,19.5,green,66.0,green,20.5,yellow,45.0
113,2021-03-31,green,14.0,green,68.0,green,19.0,green,79.0,green,,yellow,,green,15.0,green,79.0,green,18.5,green,76.0,green,19.5,green,78.0
114,2021-04-01,green,15.0,green,86.0,green,19.5,green,93.0,green,,green,,yellow,16.5,green,88.0,green,19.0,green,90.0,green,19.5,green,86.0
115,2021-04-02,yellow,17.5,green,96.0,green,20.0,green,97.0,green,,green,,green,18.0,green,93.0,green,19.5,green,99.0,green,20.5,green,94.0
116,2021-04-03,yellow,19.5,green,96.0,yellow,21.0,green,99.0,yellow,,green,,red,20.5,green,96.0,yellow,21.5,green,98.0,yellow,22.0,green,93.0
117,2021-04-04,red,21.0,green,97.0,red,23.0,green,99.0,red,,green,,red,21.5,green,95.0,red,22.5,green,98.0,red,23.0,green,94.0
118,2021-04-05,yellow,23.5,green,97.0,yellow,24.0,green,99.0,yellow,,green,,red,23.5,green,96.0,yellow,23.5,green,98.0,red,23.0,green,99.0
119,2021-04-06,yellow,21.5,green,97.0,yellow,22.5,green,98.0,yellow,,green,,yellow,21.5,green,98.0,yellow,22.0,green,99.0,yellow,21.5,green,98.0
120,2021-04-07,green,20.0,green,99.0,green,21.5,green,99.0,green,,green,,green,21.0,green,99.0,green,21.0,green,99.0,green,21.0,green,97.0
121,2021-04-08,green,17.5,green,96.0,green,19.0,green,99.0,green,,green,,purple,101.5,green,99.0,green,19.0,green,99.0,green,21.0,green,98.0
122,2021-04-09,green,17.0,green,99.0,green,19.0,green,98.0,green,,green,,green,45.5,green,96.0,green,19.5,green,98.0,green,21.0,green,98.0
123,2021-04-10,yellow,17.0,green,96.0,green,19.5,green,99.0,green,,green,,yellow,18.0,green,98.0,green,19.5,green,98.0,green,20.5,green,98.0
124,2021-04-11,green,17.0,green,97.0,green,19.5,green,99.0,green,,green,,green,18.5,green,96.0,green,20.0,green,98.0,green,21.0,green,99.0
125,2021-04-12,yellow,16.5,green,98.0,green,19.5,green,97.0,green,,green,,yellow,18.0,green,94.0,green,19.5,green,97.0,green,21.0,green,96.0
126,2021-04-13,yellow,15.5,green,97.0,green,19.0,green,99.0,green,,green,,yellow,16.5,green,97.0,green,19.0,green,98.0,green,20.5,green,96.0
127,2021-04-14,yellow,14.5,green,97.0,green,18.5,green,97.0,green,,green,,yellow,16.5,green,97.0,green,19.0,green,94.0,green,20.0,green,95.0
128,2021-04-15,green,15.0,green,98.0,green,18.5,green,98.0,green,,green,,green,16.5,green,97.0,green,19.0,green,71.0,green,20.5,green,97.0
129,2021-04-16,green,16.0,green,99.0,green,18.5,green,97.0,green,,green,,green,17.5,green,97.0,green,18.5,green,87.0,green,20.5,green,98.0
130,2021-04-17,green,17.0,green,95.0,green,19.0,green,97.0,green,,green,,green,18.5,green,94.0,green,20.0,green,88.0,green,20.5,green,93.0
131,2021-04-18,yellow,17.5,green,98.0,yellow,20.0,green,96.0,yellow,,green,,yellow,19.0,green,95.0,green,20.0,green,99.0,red,20.0,green,98.0
132,2021-04-19,purple,88.5,green,95.0,green,18.5,green,98.0,green,,green,,green,15.0,green,96.0,green,18.5,green,97.0,green,20.0,green,99.0
133,2021-04-20,green,103.0,green,88.0,green,18.0,green,98.0,green,,green,,green,16.0,green,95.0,green,17.5,green,96.0,green,19.5,green,97.0
134,2021-04-21,green,14.5,green,87.0,green,18.0,green,95.0,green,,green,,green,16.0,green,96.0,green,18.5,green,98.0,green,20.0,green,95.0
135,2021-04-22,green,17.0,green,87.0,green,19.5,green,99.0,green,,green,,green,18.0,green,97.0,green,18.5,green,99.0,green,19.0,green,93.0
136,2021-04-23,yellow,18.0,green,94.0,green,19.5,green,99.0,green,,green,,green,18.5,green,96.0,green,19.0,green,97.0,green,20.0,green,93.0
137,2021-04-24,yellow,16.0,green,96.0,green,19.5,green,99.0,green,,green,,yellow,17.5,green,96.0,green,19.5,green,98.0,green,20.0,green,96.0
138,2021-04-25,green,17.5,green,96.0,green,20.0,green,99.0,green,,green,,green,18.5,green,97.0,green,20.5,green,98.0,green,20.5,green,99.0
139,2021-04-26,red,22.5,green,95.0,red,24.0,green,99.0,red,,green,,red,23.5,green,97.0,red,23.5,green,96.0,red,24.0,green,96.0
140,2021-04-27,green,19.5,green,93.0,green,21.0,green,99.0,green,,green,,green,20.5,green,91.0,green,20.5,green,98.0,green,21.0,green,97.0
141,2021-04-28,green,18.5,green,95.0,green,20.0,green,98.0,green,,green,,yellow,19.5,green,97.0,green,19.5,green,99.0,green,20.5,green,99.0
142,2021-04-29,yellow,19.0,green,94.0,green,21.5,green,99.0,green,,green,,yellow,20.0,green,94.0,yellow,21.0,green,98.0,green,21.5,green,94.0
143,2021-04-30,yellow,20.0,green,94.0,yellow,22.0,green,99.0,yellow,,green,,yellow,20.5,green,93.0,yellow,21.0,green,99.0,yellow,21.5,green,96.0
144,2021-05-01,red,25.0,green,98.0,red,25.5,green,99.0,red,,green,,red,25.0,green,96.0,red,24.5,green,99.0,red,25.5,green,97.0
145,2021-05-02,red,23.5,green,97.0,red,24.0,green,99.0,red,,green,,red,23.5,green,97.0,red,23.0,green,99.0,red,23.0,green,98.0
146,2021-05-03,green,19.5,green,96.0,green,20.5,green,97.0,green,,green,,green,20.0,green,98.0,green,20.0,green,99.0,green,20.5,green,97.0
147,2021-05-04,yellow,16.5,green,75.0,green,19.5,green,95.0,green,,green,,green,18.0,green,94.0,green,18.5,green,95.0,green,20.0,green,97.0
148,2021-05-05,yellow,17.5,green,92.0,green,19.5,green,97.0,green,,green,,green,18.0,green,96.0,green,18.5,green,98.0,green,20.0,green,96.0
149,2021-05-06,yellow,17.0,green,94.0,green,19.5,green,95.0,green,,green,,green,18.5,green,93.0,green,18.5,green,97.0,green,20.0,green,96.0
150,2021-05-07,yellow,16.5,green,92.0,green,18.5,green,97.0,green,,green,,green,17.5,green,92.0,green,17.5,green,99.0,green,19.5,green,94.0
151,2021-05-08,green,,green,91.0,green,,green,95.0,green,,green,,green,,green,94.0,green,,green,97.0,green,,green,95.0
152,2021-05-09,yellow,,green,89.0,green,,green,96.0,green,,green,,green,,green,91.0,green,,green,96.0,green,,green,94.0
153,2021-05-10,green,17.5,green,94.0,green,19.5,green,96.0,green,,green,,green,19.0,green,94.0,green,18.5,green,96.0,green,20.0,green,96.0
154,2021-05-11,green,17.5,green,94.0,green,19.0,green,95.0,green,,green,,green,18.0,green,90.0,green,18.0,green,98.0,green,20.0,green,94.0
155,2021-05-12,green,18.0,green,87.0,green,19.5,green,98.0,green,,green,,green,18.0,green,86.0,green,18.0,green,98.0,green,19.5,green,93.0
156,2021-05-13,yellow,18.0,green,97.0,green,20.0,green,97.0,green,,green,,green,19.0,green,92.0,green,18.5,green,97.0,green,19.5,green,89.0
157,2021-05-14,green,17.5,green,94.0,green,18.5,green,98.0,green,,green,,green,18.0,green,95.0,green,17.0,green,93.0,green,18.0,green,91.0
158,2021-05-15,yellow,20.0,green,97.0,yellow,20.5,green,99.0,green,,green,,yellow,20.0,green,97.0,yellow,19.5,green,97.0,yellow,20.0,green,90.0
159,2021-05-16,green,18.0,green,96.0,green,19.0,green,98.0,green,,green,,green,18.5,green,95.0,green,17.5,green,98.0,green,18.5,green,97.0
160,2021-05-17,green,18.0,green,98.0,green,18.5,green,99.0,green,,green,,green,18.0,green,99.0,green,17.0,green,99.0,green,18.0,green,98.0
161,2021-05-18,green,18.5,green,95.0,green,19.5,green,98.0,green,,green,,green,17.5,green,97.0,green,17.0,green,97.0,green,17.5,green,99.0
162,2021-05-19,blue,20.5,green,98.0,blue,21.0,green,99.0,blue,,green,,blue,18.0,blue,,blue,17.5,blue,,blue,17.5,blue,
163,2021-05-20,blue,20.5,green,98.0,blue,20.5,green,99.0,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,
164,2021-05-21,blue,22.0,green,99.0,blue,22.0,green,99.0,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,
165,2021-05-22,blue,22.0,green,99.0,blue,22.0,green,99.0,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,
166,2021-05-23,blue,23.0,green,98.0,blue,23.0,green,98.0,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,
167,2021-05-24,blue,23.5,green,99.0,blue,23.5,green,99.0,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,
168,2021-05-25,blue,24.0,green,99.0,blue,24.5,green,99.0,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,
169,2021-05-26,blue,21.5,green,98.0,blue,21.0,green,99.0,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,
170,2021-05-27,blue,18.5,green,99.0,blue,18.0,green,99.0,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,
171,2021-05-28,blue,13.0,blue,,blue,13.0,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
172,2021-05-29,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
