Order,GlobalID,Site,Site_NumericDate,Room,OldRoom,Site_Room,Turn,Site_Room_Turn,CalendarDate,NumericDate,Days,Inventory,InventoryChange,TotalInventoryChange,Marketing,Euth,EuthProportion,Dead,DeadProportion,TotalMortality,TotalMortalityProportion,Penicillin,PenicillinProportion,Dexamethasone,DexamethasoneProportion,Ceftiofur,CeftiofurProportion,Enroflaxin,EnroflaxinProportion,Tetracycline,TetracyclineProportion,Lincomycin,LincomycinProportion,OtherTreatments,OtherTreatmentsProportion,PrimaryRespiratory,PrimaryRespiratoryProportion,SecondaryRespiratory,SecondaryRespiratoryProportion,TotalTreatments,TotalTreatmentsProportion,WaterMedications,WaterDispRMS,WaterDispHdRMS,WaterDispVC,WaterDispHdVC,SetPointRMS,LowTempRMS,HiTempRMS,TempRangeRMS,LowTempSetPointDeviationRMS,HiTempSetPointDeviationRMS,SetPointVC,LowTempVC,AvgTempVC,HiTempVC,TempRangeVC,LowTempSetPointDeviationVC,AvgTempSetPointDeviationVC,HiTempSetPointDeviationVC
1022,CON2_1_44250,CON2,CON2_44250,1,1,CON2_1,1,CON2_1_1,2021-02-23,44250,81,1260,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.002380952380952381,0,0,0,0,3,0.002380952380952381,3,0.002380952380952381,0,1843,1.4626984126984126,NA,NA,67.3,69.6,72,2.4000000000000057,-2.299999999999997,-4.700000000000003,NA,NA,NA,NA,NA,NA,NA,NA
1023,CON2_1_44251,CON2,CON2_44251,1,1,CON2_1,1,CON2_1_1,2021-02-24,44251,82,1260,0,-2,0,0,0,0,0,0,0,0,0,4,0.0031746031746031746,0,0,0,0,0,0,4,0.0031746031746031746,0,0,0,0,8,0.006349206349206349,8,0.006349206349206349,0,1920,1.5238095238095237,NA,NA,67.2,69.7,71.6,1.8999999999999915,-2.5,-4.3999999999999915,NA,NA,NA,NA,NA,NA,NA,NA
1024,CON2_1_44252,CON2,CON2_44252,1,1,CON2_1,1,CON2_1_1,2021-02-25,44252,83,1258,-2,-2,0,0,0,2,0.001589825119236884,2,0.001589825119236884,0,0,4,0.003179650238473768,0,0,0,0,0,0,4,0.003179650238473768,0,0,0,0,8,0.006359300476947536,8,0.006359300476947536,0,1877,1.4920508744038157,NA,NA,66.9,69.3,72.2,2.9000000000000057,-2.3999999999999915,-5.299999999999997,NA,NA,NA,NA,NA,NA,NA,NA
1025,CON2_1_44253,CON2,CON2_44253,1,1,CON2_1,1,CON2_1_1,2021-02-26,44253,84,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,1.5182829888712241,NA,NA,66.7,68.3,71.1,2.799999999999997,-1.5999999999999943,-4.3999999999999915,NA,NA,NA,NA,NA,NA,NA,NA
1026,CON2_1_44254,CON2,CON2_44254,1,1,CON2_1,1,CON2_1_1,2021-02-27,44254,85,1258,0,0,0,0,0,0,0,0,0,0,0,2,0.001589825119236884,0,0,0,0,0,0,2,0.001589825119236884,0,0,0,0,4,0.003179650238473768,4,0.003179650238473768,0,2003,1.5922098569157392,NA,NA,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,CON2_1_44255,CON2,CON2_44255,1,1,CON2_1,1,CON2_1_1,2021-02-28,44255,86,1258,0,0,0,0,0,0,0,0,0,0,0,3,0.0023847376788553257,0,0,0,0,0,0,3,0.0023847376788553257,0,0,0,0,6,0.0047694753577106515,6,0.0047694753577106515,0,1993,1.584260731319555,NA,NA,66.3,69,71.2,2.200000000000003,-2.700000000000003,-4.900000000000006,NA,NA,NA,NA,NA,NA,NA,NA
1028,CON2_1_44256,CON2,CON2_44256,1,1,CON2_1,1,CON2_1_1,2021-03-01,44256,87,1256,-2,-2,0,0,0,2,0.0015923566878980893,2,0.0015923566878980893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1.6011146496815287,NA,NA,66.1,68.6,70.8,2.200000000000003,-2.5,-4.700000000000003,NA,NA,NA,NA,NA,NA,NA,NA
1029,CON2_1_44257,CON2,CON2_44257,1,1,CON2_1,1,CON2_1_1,2021-03-02,44257,88,1256,0,-1,0,0,0,0,0,0,0,0,0,3,0.0023885350318471337,0,0,0,0,0,0,3,0.0023885350318471337,0,0,0,0,6,0.004777070063694267,6,0.004777070063694267,0,2039,1.6234076433121019,NA,NA,65.9,67.6,70.7,3.1000000000000085,-1.6999999999999886,-4.799999999999997,NA,NA,NA,NA,NA,NA,NA,NA
1030,CON2_1_44258,CON2,CON2_44258,1,1,CON2_1,1,CON2_1_1,2021-03-03,44258,89,1256,0,0,0,0,0,0,0,0,0,0,0,4,0.0031847133757961785,0,0,0,0,0,0,4,0.0031847133757961785,0,0,0,0,8,0.006369426751592357,8,0.006369426751592357,0,2163,1.7221337579617835,NA,NA,65.9,67.9,71.3,3.3999999999999915,-2,-5.3999999999999915,NA,NA,NA,NA,NA,NA,NA,NA
1031,CON2_1_44259,CON2,CON2_44259,1,1,CON2_1,1,CON2_1_1,2021-03-04,44259,90,1256,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,1.6648089171974523,NA,NA,65.5,68.2,70.4,2.200000000000003,-2.700000000000003,-4.900000000000006,NA,NA,NA,NA,NA,NA,NA,NA
1032,CON2_1_44260,CON2,CON2_44260,1,1,CON2_1,1,CON2_1_1,2021-03-05,44260,91,1256,0,0,0,0,0,0,0,0,0,0,0,3,0.0023885350318471337,0,0,0,0,0,0,3,0.0023885350318471337,0,0,0,0,6,0.004777070063694267,6,0.004777070063694267,0,2127,1.6934713375796178,NA,NA,65.3,68.1,70.2,2.1000000000000085,-2.799999999999997,-4.900000000000006,NA,NA,NA,NA,NA,NA,NA,NA
1033,CON2_1_44261,CON2,CON2_44261,1,1,CON2_1,1,CON2_1_1,2021-03-06,44261,92,1254,-2,-4,0,2,0.001594896331738437,0,0,2,0.001594896331738437,0,0,6,0.004784688995215311,0,0,0,0,0,0,6,0.004784688995215311,0,0,0,0,12,0.009569377990430622,12,0.009569377990430622,0,2181,1.7392344497607655,NA,NA,65.1,67.8,70.1,2.299999999999997,-2.700000000000003,-5,NA,NA,NA,NA,NA,NA,NA,NA
1034,CON2_1_44262,CON2,CON2_44262,1,1,CON2_1,1,CON2_1_1,2021-03-07,44262,93,1254,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.004784688995215311,0,0,0,0,6,0.004784688995215311,6,0.004784688995215311,0,2220,1.770334928229665,NA,NA,64.9,67.8,70.5,2.700000000000003,-2.8999999999999915,-5.599999999999994,NA,NA,NA,NA,NA,NA,NA,NA
1035,CON2_1_44263,CON2,CON2_44263,1,1,CON2_1,1,CON2_1_1,2021-03-08,44263,94,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2255,1.7982456140350878,NA,NA,64.7,67.8,72.8,5,-3.0999999999999943,-8.099999999999994,NA,NA,NA,NA,NA,NA,NA,NA
1036,CON2_1_44264,CON2,CON2_44264,1,1,CON2_1,1,CON2_1_1,2021-03-09,44264,95,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.006379585326953748,0,0,0,0,8,0.006379585326953748,8,0.006379585326953748,0,2264,1.8054226475279107,NA,NA,64.5,68.2,70.9,2.700000000000003,-3.700000000000003,-6.400000000000006,NA,NA,NA,NA,NA,NA,NA,NA
1037,CON2_1_44265,CON2,CON2_44265,1,1,CON2_1,1,CON2_1_1,2021-03-10,44265,96,1254,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,1.8125996810207337,NA,NA,64.4,68,71.3,3.299999999999997,-3.5999999999999943,-6.8999999999999915,NA,NA,NA,NA,NA,NA,NA,NA
1038,CON2_1_44266,CON2,CON2_44266,1,1,CON2_1,1,CON2_1_1,2021-03-11,44266,97,1253,-1,-3,0,0,0,1,7.980845969672786e-4,1,7.980845969672786e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242,1.7893056664006384,NA,NA,64.1,67.1,69.9,2.8000000000000114,-3,-5.800000000000011,NA,NA,NA,NA,NA,NA,NA,NA
1039,CON2_1_44267,CON2,CON2_44267,1,1,CON2_1,1,CON2_1_1,2021-03-12,44267,98,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.004788507581803671,0,0,0,0,6,0.004788507581803671,6,0.004788507581803671,0,2139,1.7071029529130088,NA,NA,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,CON2_1_44268,CON2,CON2_44268,1,1,CON2_1,1,CON2_1_1,2021-03-13,44268,99,1253,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136,1.704708699122107,NA,NA,63.7,67.8,74,6.200000000000003,-4.099999999999994,-10.299999999999997,NA,NA,NA,NA,NA,NA,NA,NA
1041,CON2_1_44269,CON2,CON2_44269,1,1,CON2_1,1,CON2_1_1,2021-03-14,44269,100,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,1.6640063846767756,NA,NA,63.5,66.8,69.7,2.9000000000000057,-3.299999999999997,-6.200000000000003,NA,NA,NA,NA,NA,NA,NA,NA
1042,CON2_1_44270,CON2,CON2_44270,1,1,CON2_1,1,CON2_1_1,2021-03-15,44270,101,1252,-1,-1,0,0,0,1,7.987220447284345e-4,1,7.987220447284345e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120,1.6932907348242812,NA,NA,63.3,67.3,71.6,4.299999999999997,-4,-8.299999999999997,NA,NA,NA,NA,NA,NA,NA,NA
1043,CON2_1_44271,CON2,CON2_44271,1,1,CON2_1,1,CON2_1_1,2021-03-16,44271,102,1251,-1,-1,0,0,0,1,7.993605115907274e-4,1,7.993605115907274e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139,1.709832134292566,NA,NA,63.1,64.9,72.1,7.199999999999989,-1.8000000000000043,-8.999999999999993,NA,NA,NA,NA,NA,NA,NA,NA
1044,CON2_1_44272,CON2,CON2_44272,1,1,CON2_1,1,CON2_1_1,2021-03-17,44272,103,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142,1.7122302158273381,NA,NA,62.9,60.2,69.6,9.399999999999991,2.6999999999999957,-6.699999999999996,NA,NA,NA,NA,NA,NA,NA,NA
1045,CON2_1_44273,CON2,CON2_44273,1,1,CON2_1,1,CON2_1_1,2021-03-18,44273,104,1248,-3,-3,0,2,0.0016025641025641025,1,8.012820512820513e-4,3,0.002403846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,62.8,65.8,67.4,1.6000000000000085,-3,-4.6000000000000085,NA,NA,NA,NA,NA,NA,NA,NA
1046,CON2_1_44274,CON2,CON2_44274,1,1,CON2_1,1,CON2_1_1,2021-03-19,44274,105,1246,-2,-2,0,0,0,2,0.0016051364365971107,2,0.0016051364365971107,0,0,0,0,0,0,0,0,0,0,6,0.004815409309791332,0,0,0,0,6,0.004815409309791332,6,0.004815409309791332,0,NA,NA,NA,NA,62.5,65.2,67.9,2.700000000000003,-2.700000000000003,-5.400000000000006,NA,NA,NA,NA,NA,NA,NA,NA
1047,CON2_1_44275,CON2,CON2_44275,1,1,CON2_1,1,CON2_1_1,2021-03-20,44275,106,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.004815409309791332,0,0,0,0,6,0.004815409309791332,6,0.004815409309791332,0,2075,1.6653290529695024,NA,NA,62.3,65.1,67.4,2.3000000000000114,-2.799999999999997,-5.1000000000000085,NA,NA,NA,NA,NA,NA,NA,NA
1048,CON2_1_44276,CON2,CON2_44276,1,1,CON2_1,1,CON2_1_1,2021-03-21,44276,107,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.004815409309791332,0,0,0,0,6,0.004815409309791332,6,0.004815409309791332,0,2363,1.8964686998394864,NA,NA,62.1,65.5,72.9,7.400000000000006,-3.3999999999999986,-10.800000000000004,NA,NA,NA,NA,NA,NA,NA,NA
1049,CON2_1_44277,CON2,CON2_44277,1,1,CON2_1,1,CON2_1_1,2021-03-22,44277,108,1246,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242,1.7993579454253612,NA,NA,62,65.8,68,2.200000000000003,-3.799999999999997,-6,NA,NA,NA,NA,NA,NA,NA,NA
1050,CON2_1_44278,CON2,CON2_44278,1,1,CON2_1,1,CON2_1_1,2021-03-23,44278,109,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0032102728731942215,0,0,0,0,4,0.0032102728731942215,4,0.0032102728731942215,0,2156,1.7303370786516854,NA,NA,62,66.4,68.3,1.8999999999999915,-4.400000000000006,-6.299999999999997,NA,NA,NA,NA,NA,NA,NA,NA
1051,CON2_1_44279,CON2,CON2_44279,1,1,CON2_1,1,CON2_1_1,2021-03-24,44279,110,1246,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.004815409309791332,0,0,0,0,6,0.004815409309791332,6,0.004815409309791332,0,2262,1.8154093097913322,NA,NA,61.9,65,67.6,2.5999999999999943,-3.1000000000000014,-5.699999999999996,NA,NA,NA,NA,NA,NA,NA,NA
1052,CON2_1_44280,CON2,CON2_44280,1,1,CON2_1,1,CON2_1_1,2021-03-25,44280,111,1244,-2,-2,0,2,0.001607717041800643,2,0.001607717041800643,4,0.003215434083601286,0,0,0,0,0,0,0,0,0,0,5,0.0040192926045016075,0,0,0,0,5,0.0040192926045016075,5,0.0040192926045016075,0,2229,1.7918006430868167,NA,NA,61.9,65,67.6,2.5999999999999943,-3.1000000000000014,-5.699999999999996,NA,NA,NA,NA,NA,NA,NA,NA
1053,CON2_1_44281,CON2,CON2_44281,1,1,CON2_1,1,CON2_1_1,2021-03-26,44281,112,1242,-2,-5,0,0,0,1,8.051529790660225e-4,1,8.051529790660225e-4,0,0,0,0,0,0,0,0,0,0,6,0.004830917874396135,0,0,0,0,6,0.004830917874396135,6,0.004830917874396135,0,2491,2.005636070853462,NA,NA,61.9,65.6,67.8,2.200000000000003,-3.6999999999999957,-5.899999999999999,NA,NA,NA,NA,NA,NA,NA,NA
1054,CON2_1_44282,CON2,CON2_44282,1,1,CON2_1,1,CON2_1_1,2021-03-27,44282,113,1241,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.008058017727639,0,0,0,0,10,0.008058017727639,10,0.008058017727639,0,NA,NA,NA,NA,61.9,66.4,69.5,3.0999999999999943,-4.500000000000007,-7.600000000000001,NA,NA,NA,NA,NA,NA,NA,NA
1055,CON2_1_44283,CON2,CON2_44283,1,1,CON2_1,1,CON2_1_1,2021-03-28,44283,114,1238,-3,-5,0,0,0,3,0.0024232633279483036,3,0.0024232633279483036,0,0,0,0,0,0,0,0,0,0,25,0.020193861066235864,0,0,0,0,25,0.020193861066235864,25,0.020193861066235864,0,1638,1.3231017770597737,NA,NA,61.9,64.8,68.6,3.799999999999997,-2.8999999999999986,-6.699999999999996,NA,NA,NA,NA,NA,NA,NA,NA
1056,CON2_1_44284,CON2,CON2_44284,1,1,CON2_1,1,CON2_1_1,2021-03-29,44284,115,1238,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.01615508885298869,0,0,0,0,20,0.01615508885298869,20,0.01615508885298869,0,1894,1.5298869143780292,NA,NA,61.8,65.5,68.1,2.5999999999999943,-3.700000000000003,-6.299999999999997,NA,NA,NA,NA,NA,NA,NA,NA
1057,CON2_1_44285,CON2,CON2_44285,1,1,CON2_1,1,CON2_1_1,2021-03-30,44285,116,1237,-1,-3,0,0,0,1,8.084074373484236e-4,1,8.084074373484236e-4,0,0,0,0,0,0,0,0,0,0,15,0.012126111560226353,0,0,0,0,15,0.012126111560226353,15,0.012126111560226353,0,2213,1.7890056588520615,NA,NA,61.8,65.4,68.4,3,-3.6000000000000085,-6.6000000000000085,NA,NA,NA,NA,NA,NA,NA,NA
1058,CON2_1_44286,CON2,CON2_44286,1,1,CON2_1,1,CON2_1_1,2021-03-31,44286,117,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.015359741309620048,0,0,0,0,19,0.015359741309620048,19,0.015359741309620048,0,2232,1.8043654001616816,NA,NA,61.8,64.2,66.7,2.5,-2.4000000000000057,-4.900000000000006,NA,NA,NA,NA,NA,NA,NA,NA
1059,CON2_1_44287,CON2,CON2_44287,1,1,CON2_1,1,CON2_1_1,2021-04-01,44287,118,1236,-1,-3,0,0,0,1,8.090614886731392e-4,1,8.090614886731392e-4,0,0,0,0,0,0,0,0,0,0,6,0.0048543689320388345,0,0,0,0,6,0.0048543689320388345,6,0.0048543689320388345,0,2297,1.8584142394822007,NA,NA,61.7,63.8,67,3.200000000000003,-2.0999999999999943,-5.299999999999997,NA,NA,NA,NA,NA,NA,NA,NA
1060,CON2_1_44288,CON2,CON2_44288,1,1,CON2_1,1,CON2_1_1,2021-04-02,44288,119,1236,0,-2,0,0,0,0,0,0,0,0,0,0,0,6,0.0048543689320388345,0,0,0,0,0,0,0,0,6,0.0048543689320388345,0,0,6,0.0048543689320388345,0,2362,1.9110032362459546,NA,NA,61.7,64.5,67.3,2.799999999999997,-2.799999999999997,-5.599999999999994,NA,NA,NA,NA,NA,NA,NA,NA
1061,CON2_1_44289,CON2,CON2_44289,1,1,CON2_1,1,CON2_1_1,2021-04-03,44289,120,1235,-1,-3,0,0,0,1,8.097165991902834e-4,1,8.097165991902834e-4,0,0,0,0,5,0.004048582995951417,0,0,0,0,0,0,0,0,5,0.004048582995951417,0,0,5,0.004048582995951417,0,2317,1.8761133603238866,NA,NA,61.7,60.1,69.3,9.199999999999996,1.6000000000000014,-7.599999999999994,NA,NA,NA,NA,NA,NA,NA,NA
1062,CON2_1_44290,CON2,CON2_44290,1,1,CON2_1,1,CON2_1_1,2021-04-04,44290,121,1234,-1,-4,0,0,0,1,8.103727714748784e-4,1,8.103727714748784e-4,0,0,0,0,5,0.004051863857374392,0,0,0,0,0,0,0,0,5,0.004051863857374392,0,0,5,0.004051863857374392,0,2141,1.7350081037277147,NA,NA,61.7,66.5,69.3,2.799999999999997,-4.799999999999997,-7.599999999999994,NA,NA,NA,NA,NA,NA,NA,NA
1063,CON2_1_44291,CON2,CON2_44291,1,1,CON2_1,1,CON2_1_1,2021-04-05,44291,122,1234,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168,1.7568881685575364,NA,NA,61.7,67.4,72.3,4.8999999999999915,-5.700000000000003,-10.599999999999994,NA,NA,NA,NA,NA,NA,NA,NA
1064,CON2_1_44292,CON2,CON2_44292,1,1,CON2_1,1,CON2_1_1,2021-04-06,44292,123,1234,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268,1.8379254457050243,NA,NA,61.6,68.1,72.6,4.5,-6.499999999999993,-10.999999999999993,NA,NA,NA,NA,NA,NA,NA,NA
1065,CON2_1_44293,CON2,CON2_44293,1,1,CON2_1,1,CON2_1_1,2021-04-07,44293,124,1233,-1,-3,0,0,0,1,8.110300081103001e-4,1,8.110300081103001e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056,1.667477696674777,NA,NA,61.6,65.9,73.2,7.299999999999997,-4.300000000000004,-11.600000000000001,NA,NA,NA,NA,NA,NA,NA,NA
1066,CON2_1_44294,CON2,CON2_44294,1,1,CON2_1,1,CON2_1_1,2021-04-08,44294,125,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1.6261151662611517,NA,NA,61.6,66.6,68.7,2.1000000000000085,-4.999999999999993,-7.100000000000001,NA,60.75640106,66.1776306,69.94920349,9.19280243,NA,NA,NA
1067,CON2_1_44295,CON2,CON2_44295,1,1,CON2_1,1,CON2_1_1,2021-04-09,44295,126,1233,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0032441200324412004,0,0,0,0,4,0.0032441200324412004,4,0.0032441200324412004,0,2017,1.6358475263584753,2014,1.6334144363341443,61.5,66.1,69.4,3.3000000000000114,-4.599999999999994,-7.900000000000006,NA,60.78950119,65.91607345,69.33319855,8.543697360000003,NA,NA,NA
1068,CON2_1_44296,CON2,CON2_44296,1,1,CON2_1,1,CON2_1_1,2021-04-10,44296,127,1231,-2,-3,0,0,0,2,0.0016246953696181965,2,0.0016246953696181965,0,0,0,0,0,0,0,0,0,0,3,0.002437043054427295,0,0,0,0,3,0.002437043054427295,3,0.002437043054427295,0,2131,1.7311129163281884,2111,1.7148659626320064,61.5,65.8,67.8,2,-4.299999999999997,-6.299999999999997,NA,58.8205986,66.63288501,72.28910065,13.468502049999998,NA,NA,NA
1069,CON2_1_44297,CON2,CON2_44297,1,1,CON2_1,1,CON2_1_1,2021-04-11,44297,128,1230,-1,-1,0,0,0,1,8.130081300813008e-4,1,8.130081300813008e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110,1.7154471544715446,2126,1.7284552845528456,61.5,64.3,67.5,3.200000000000003,-2.799999999999997,-6,NA,57.27569962,66.78410701,74.16850281,16.89280319000001,NA,NA,NA
1070,CON2_1_44298,CON2,CON2_44298,1,1,CON2_1,1,CON2_1_1,2021-04-12,44298,129,1230,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123,1.7260162601626017,2132,1.7333333333333334,61.5,64.9,68.1,3.1999999999999886,-3.4000000000000057,-6.599999999999994,NA,57.57989883,66.38972797,72.11440277,14.53450394,NA,NA,NA
1071,CON2_1_44299,CON2,CON2_44299,1,1,CON2_1,1,CON2_1_1,2021-04-13,44299,130,1229,-1,-4,0,0,0,1,8.136696501220504e-4,1,8.136696501220504e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,1.6761594792514238,2123,1.727420667209113,61.4,64.3,70.1,5.799999999999997,-2.8999999999999986,-8.699999999999996,NA,55.72980118,65.44792084,71.29450226,15.564701079999999,NA,NA,NA
1072,CON2_1_44300,CON2,CON2_44300,1,1,CON2_1,1,CON2_1_1,2021-04-14,44300,131,1228,-1,-1,0,1,8.143322475570033e-4,0,0,1,8.143322475570033e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231,1.8167752442996743,2230,1.8159609120521172,61.4,64.2,66.8,2.5999999999999943,-2.8000000000000043,-5.399999999999999,NA,53.79499817,64.67728136,70.86949921,17.07450104,NA,NA,NA
1073,CON2_1_44301,CON2,CON2_44301,1,1,CON2_1,1,CON2_1_1,2021-04-15,44301,132,1227,-1,-2,0,0,0,1,8.149959250203749e-4,1,8.149959250203749e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,1.7644661776691117,2231,1.8182559087204564,61.4,64.9,67.6,2.6999999999999886,-3.500000000000007,-6.199999999999996,NA,55.78820038,65.13905478,71.12400055,15.335800170000006,NA,NA,NA
1074,CON2_1_44302,CON2,CON2_44302,1,1,CON2_1,1,CON2_1_1,2021-04-16,44302,133,1226,-1,-1,0,0,0,1,8.156606851549756e-4,1,8.156606851549756e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138,1.7438825448613378,2165,1.765905383360522,61.4,64.9,67.5,2.5999999999999943,-3.500000000000007,-6.100000000000001,NA,57.48830032,65.60619745,70.70050049,13.212200169999996,NA,NA,NA
1075,CON2_1_44303,CON2,CON2_44303,1,1,CON2_1,1,CON2_1_1,2021-04-17,44303,134,1224,-2,-3,0,0,0,2,0.0016339869281045752,2,0.0016339869281045752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,1.755718954248366,2150,1.7565359477124183,61.4,65.6,67.3,1.7000000000000028,-4.199999999999996,-5.899999999999999,NA,58.75759888,66.4205844,72.59660339,13.839004509999995,NA,NA,NA
1076,CON2_1_44304,CON2,CON2_44304,1,1,CON2_1,1,CON2_1_1,2021-04-18,44304,135,1222,-2,-2,0,0,0,2,0.0016366612111292963,2,0.0016366612111292963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,1.6448445171849426,2152,1.7610474631751227,61.4,NA,NA,NA,NA,NA,NA,58.35079956,67.12405857,75.04720306,16.696403500000002,NA,NA,NA
1077,CON2_1_44305,CON2,CON2_44305,1,1,CON2_1,1,CON2_1_1,2021-04-19,44305,136,1142,-80,-169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1.765323992994746,2013,1.7626970227670753,61.3,61.8,66.7,4.900000000000006,-0.5,-5.400000000000006,NA,55.15090179,64.05249177,71.50879669,16.357894899999998,NA,NA,NA
1078,CON2_1_44306,CON2,CON2_44306,1,1,CON2_1,1,CON2_1_1,2021-04-20,44306,137,1142,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,1.7521891418563922,2016,1.765323992994746,61.3,64.2,66.4,2.200000000000003,-2.9000000000000057,-5.1000000000000085,NA,54.77899933,64.00366856,70.86949921,16.090499880000003,NA,NA,NA
1079,CON2_1_44307,CON2,CON2_44307,1,1,CON2_1,1,CON2_1_1,2021-04-21,44307,138,1142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,1.7066549912434326,2001,1.7521891418563922,61.2,64,66.3,2.299999999999997,-2.799999999999997,-5.099999999999994,NA,54.60860062,63.91653196,71.209198,16.600597380000004,NA,NA,NA
1080,CON2_1_44308,CON2,CON2_44308,1,1,CON2_1,1,CON2_1_1,2021-04-22,44308,139,1142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1.7294220665499125,1974,1.7285464098073555,61.2,64,66.5,2.5,-2.799999999999997,-5.299999999999997,NA,53.76720047,65.84360971,74.16850281,20.401302340000008,NA,NA,NA
1081,CON2_1_44309,CON2,CON2_44309,1,1,CON2_1,1,CON2_1_1,2021-04-23,44309,140,1141,-1,-1,1,0,0,1,8.764241893076249e-4,1,8.764241893076249e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1.7633654688869413,2008,1.7598597721297107,61.2,65.9,68.4,2.5,-4.700000000000003,-7.200000000000003,NA,59.80920029,66.78585013,74.67500305,14.865802760000001,NA,NA,NA
