,Date (America/Chicago),"Maschhoff_4NL2_RM1_C Temp shock - color
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C Temp (°C) - data
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C ReHS - color
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C ReHS - data
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_E Temp shock - color
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E Temp (°C) - data
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E ReHS - color
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E ReHS - data
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_W Temp shock - color
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W Temp (°C) - data
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W ReHS - color
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W ReHS - data
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM2_C Temp shock - color
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C Temp (°C) - data
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C ReHS - color
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C ReHS - data
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_E Temp shock - color
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E Temp (°C) - data
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E ReHS - color
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E ReHS - data
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_W Temp shock - color
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W Temp (°C) - data
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W ReHS - color
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W ReHS - data
 (MO201901-9JN9RLN4)"
283,2021-09-30,yellow,24.0,green,99.0,red,23.5,green,99.0,yellow,24.0,green,98.0,red,23.5,green,99.0,red,23.0,green,98.0,yellow,24.5,green,97.0
284,2021-10-01,yellow,23.0,green,98.0,yellow,22.5,green,99.0,yellow,23.0,green,98.0,yellow,23.0,green,99.0,yellow,22.5,green,98.0,yellow,24.0,green,97.0
285,2021-10-02,green,22.0,green,97.0,green,21.5,green,98.0,green,22.0,green,98.0,green,22.0,green,98.0,green,21.0,green,99.0,green,23.0,green,96.0
286,2021-10-03,green,21.5,green,99.0,green,21.0,green,99.0,green,22.0,green,99.0,green,21.5,green,99.0,green,20.5,green,99.0,green,22.5,green,98.0
287,2021-10-04,green,23.0,green,99.0,green,22.5,green,99.0,green,23.0,green,99.0,green,20.5,green,99.0,green,19.5,green,99.0,green,22.0,green,99.0
288,2021-10-05,green,20.5,green,99.0,green,19.5,green,99.0,green,21.0,green,97.0,green,20.0,green,99.0,green,19.0,green,97.0,green,22.0,green,98.0
289,2021-10-06,green,20.0,green,98.0,green,19.5,green,99.0,green,20.5,green,99.0,green,20.0,green,99.0,green,19.0,green,99.0,green,21.5,green,99.0
290,2021-10-07,green,20.5,green,94.0,green,20.0,green,99.0,green,21.0,green,99.0,green,20.5,green,99.0,green,19.5,green,97.0,green,22.0,green,97.0
291,2021-10-08,green,21.5,green,99.0,yellow,21.0,green,99.0,green,22.0,green,97.0,yellow,21.5,green,98.0,yellow,20.5,green,99.0,yellow,23.0,green,99.0
292,2021-10-09,green,23.0,green,98.0,green,22.5,green,99.0,green,23.0,green,99.0,green,23.0,green,99.0,green,22.5,green,99.0,green,24.5,green,97.0
293,2021-10-10,green,23.0,green,99.0,green,22.5,green,99.0,green,23.0,green,99.0,green,23.5,green,96.0,green,23.0,green,99.0,green,24.5,green,99.0
294,2021-10-11,green,20.0,green,99.0,green,19.0,green,98.0,green,20.5,green,98.0,green,20.0,green,99.0,green,19.0,green,98.0,green,21.5,green,97.0
295,2021-10-12,green,20.0,green,99.0,green,19.0,green,98.0,green,20.5,green,98.0,green,19.5,green,97.0,green,18.5,green,99.0,green,22.0,green,99.0
296,2021-10-13,green,20.5,green,99.0,green,20.0,green,99.0,green,21.0,green,97.0,green,20.0,green,99.0,green,19.5,green,99.0,green,21.5,green,99.0
297,2021-10-14,green,20.0,green,99.0,green,19.0,green,99.0,green,20.5,green,99.0,green,19.5,green,96.0,green,18.5,green,99.0,green,21.5,green,98.0
298,2021-10-15,green,19.0,green,99.0,green,19.0,green,99.0,green,19.0,green,99.0,green,19.5,green,99.0,green,18.5,green,99.0,green,22.0,green,99.0
299,2021-10-16,green,19.0,green,98.0,green,20.0,green,99.0,green,20.0,green,98.0,green,20.5,green,99.0,green,19.5,green,99.0,green,22.5,green,94.0
300,2021-10-17,green,20.0,green,99.0,green,20.5,green,94.0,green,20.5,green,99.0,green,21.0,green,98.0,green,20.5,green,99.0,green,23.0,green,92.0
301,2021-10-18,green,20.5,green,99.0,green,21.0,green,85.0,yellow,21.0,green,99.0,green,21.5,green,93.0,green,21.0,green,99.0,green,23.0,green,97.0
302,2021-10-19,green,20.5,green,99.0,green,21.0,green,98.0,green,20.5,green,97.0,green,21.0,green,99.0,green,21.0,green,99.0,green,22.5,green,99.0
303,2021-10-20,green,21.0,green,99.0,green,21.0,green,98.0,green,21.0,green,99.0,green,21.0,green,99.0,green,21.0,green,99.0,green,22.5,green,99.0
304,2021-10-21,green,20.0,green,98.0,green,20.0,green,98.0,green,19.5,green,96.0,green,20.5,green,99.0,green,21.0,green,99.0,green,22.0,green,98.0
305,2021-10-22,green,19.0,green,99.0,green,20.0,green,98.0,green,20.0,green,97.0,green,20.0,green,99.0,green,20.5,green,99.0,green,21.5,green,96.0
306,2021-10-23,green,19.0,green,98.0,green,20.5,green,98.0,green,20.0,green,99.0,green,20.5,green,99.0,green,20.5,green,99.0,green,22.0,green,97.0
307,2021-10-24,green,18.0,green,97.0,green,20.5,green,98.0,green,19.0,green,98.0,green,19.5,green,99.0,green,21.0,green,98.0,green,21.0,green,94.0
308,2021-10-25,green,18.5,green,98.0,green,20.0,green,99.0,green,19.0,green,99.0,green,20.0,green,99.0,green,20.5,green,99.0,green,21.5,green,98.0
309,2021-10-26,green,19.0,green,98.0,green,19.5,green,97.0,green,19.5,green,97.0,green,20.5,green,99.0,green,20.0,green,99.0,green,21.5,green,95.0
310,2021-10-27,green,19.0,green,96.0,green,19.5,green,96.0,green,19.0,green,96.0,green,20.0,green,99.0,green,20.0,green,97.0,green,21.5,green,99.0
311,2021-10-28,green,18.5,green,97.0,green,19.5,green,99.0,green,19.0,green,97.0,green,19.0,green,98.0,green,20.5,green,96.0,green,21.0,green,96.0
312,2021-10-29,green,19.5,green,98.0,green,19.5,green,99.0,green,18.0,green,96.0,green,20.0,green,99.0,green,21.0,green,97.0,green,21.0,green,99.0
313,2021-10-30,green,19.0,green,99.0,green,19.0,green,99.0,green,19.5,green,98.0,green,20.0,green,97.0,green,20.0,green,99.0,green,22.0,green,96.0
314,2021-10-31,green,18.5,green,98.0,green,18.5,green,96.0,green,19.0,green,91.0,green,19.5,green,98.0,green,19.0,green,99.0,green,21.5,green,96.0
315,2021-11-01,green,18.0,green,97.0,green,18.0,green,96.0,green,20.0,green,97.0,green,20.0,green,99.0,green,19.5,green,97.0,green,22.0,green,96.0
316,2021-11-02,yellow,18.5,green,95.0,yellow,18.5,green,97.0,green,20.0,green,96.0,green,20.0,green,99.0,green,19.5,green,99.0,green,22.0,green,94.0
317,2021-11-03,green,18.5,green,94.0,green,17.5,green,97.0,green,19.5,green,96.0,green,20.0,green,99.0,green,19.0,green,97.0,green,22.0,green,89.0
318,2021-11-04,yellow,18.5,green,94.0,yellow,17.5,green,96.0,yellow,19.5,green,97.0,yellow,19.5,green,96.0,red,19.0,green,99.0,yellow,21.5,green,88.0
319,2021-11-05,yellow,19.0,green,93.0,red,17.0,green,96.0,green,19.5,green,95.0,green,19.5,green,99.0,green,18.0,green,98.0,green,21.0,green,88.0
320,2021-11-06,green,19.5,green,92.0,green,17.5,green,97.0,green,20.5,green,96.0,green,20.0,green,99.0,green,18.5,green,97.0,green,22.0,green,92.0
321,2021-11-07,green,19.5,green,97.0,green,18.0,green,97.0,green,20.5,green,97.0,green,20.0,green,96.0,green,19.0,green,99.0,green,22.0,green,97.0
322,2021-11-08,green,19.5,green,97.0,green,18.5,green,98.0,green,20.0,green,99.0,green,20.0,green,97.0,green,19.0,green,97.0,green,21.5,green,95.0
323,2021-11-09,green,19.0,green,98.0,green,18.5,green,99.0,green,19.5,green,99.0,green,19.5,green,99.0,green,18.0,green,98.0,green,21.0,green,98.0
324,2021-11-10,green,18.5,green,95.0,green,18.5,green,96.0,green,19.5,green,99.0,green,19.5,green,98.0,green,18.5,green,99.0,green,21.5,green,99.0
325,2021-11-11,green,18.5,green,91.0,green,18.0,green,95.0,green,19.5,green,94.0,green,19.5,green,99.0,green,18.0,green,99.0,green,21.5,green,85.0
326,2021-11-12,green,19.5,green,80.0,green,16.5,green,93.0,green,21.0,green,90.0,green,20.0,green,99.0,green,17.5,green,96.0,green,22.0,green,87.0
327,2021-11-13,green,18.0,green,86.0,green,17.0,green,95.0,green,19.5,green,86.0,green,20.0,green,99.0,green,18.0,green,99.0,green,21.0,green,80.0
328,2021-11-14,green,18.0,green,80.0,green,16.0,green,95.0,green,21.0,green,81.0,green,20.5,green,99.0,green,17.0,green,98.0,green,22.0,green,89.0
329,2021-11-15,green,17.0,green,71.0,green,16.5,green,89.0,green,19.5,green,72.0,green,19.5,green,99.0,green,16.0,green,98.0,green,20.5,green,69.0
330,2021-11-16,green,16.5,green,72.0,green,17.5,green,90.0,green,18.0,green,76.0,green,19.5,green,99.0,green,16.5,green,99.0,green,20.0,green,72.0
331,2021-11-17,green,16.5,green,80.0,green,17.5,green,97.0,green,18.5,green,86.0,green,19.5,green,98.0,green,16.0,green,96.0,green,20.0,green,74.0
332,2021-11-18,yellow,15.0,green,90.0,red,16.5,green,97.0,green,13.5,green,92.0,yellow,17.5,green,98.0,red,16.0,green,98.0,green,16.0,green,85.0
333,2021-11-19,green,15.0,green,98.0,green,16.5,green,99.0,green,14.0,green,97.0,green,16.5,green,98.0,green,17.5,green,97.0,green,15.0,green,72.0
334,2021-11-20,green,15.5,green,90.0,green,17.0,green,99.0,green,14.0,green,92.0,yellow,16.5,green,99.0,green,19.0,green,99.0,green,15.0,green,87.0
335,2021-11-21,green,15.5,green,93.0,yellow,18.0,green,99.0,green,14.5,green,91.0,green,15.5,green,96.0,yellow,18.0,green,98.0,green,15.0,green,95.0
336,2021-11-22,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
337,2021-11-23,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
338,2021-11-24,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
339,2021-11-25,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
340,2021-11-26,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
341,2021-11-27,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
342,2021-11-28,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
343,2021-11-29,green,30.5,blue,,green,30.0,blue,,green,28.5,blue,,yellow,18.0,blue,,yellow,19.0,blue,,green,17.0,blue,
344,2021-11-30,green,29.5,green,99.0,green,29.5,green,96.0,green,28.5,green,96.0,yellow,19.5,green,99.0,yellow,20.0,green,98.0,yellow,18.0,green,98.0
345,2021-12-01,green,29.0,green,96.0,green,29.0,green,97.0,green,28.5,green,92.0,yellow,29.0,green,99.0,yellow,29.0,green,98.0,yellow,28.0,green,98.0
346,2021-12-02,yellow,29.5,green,96.0,green,29.0,green,96.0,green,28.5,green,90.0,yellow,30.0,green,94.0,yellow,30.0,green,94.0,yellow,29.5,green,85.0
347,2021-12-03,yellow,29.5,green,96.0,green,29.5,green,99.0,green,28.5,green,93.0,yellow,30.0,green,95.0,yellow,30.0,green,93.0,yellow,29.5,green,91.0
348,2021-12-04,yellow,30.0,green,95.0,green,29.5,green,98.0,green,28.5,green,93.0,yellow,30.5,green,96.0,yellow,30.0,green,92.0,yellow,29.5,green,91.0
349,2021-12-05,yellow,29.5,green,97.0,green,29.5,green,92.0,green,28.5,green,90.0,yellow,30.0,green,91.0,yellow,30.0,green,85.0,yellow,29.5,green,89.0
350,2021-12-06,yellow,30.5,green,99.0,green,29.5,green,97.0,green,29.0,green,95.0,yellow,31.5,green,91.0,yellow,30.0,green,91.0,yellow,30.0,green,92.0
351,2021-12-07,yellow,30.5,green,96.0,green,30.0,green,98.0,green,29.0,green,96.0,red,31.0,green,96.0,yellow,31.0,green,95.0,green,28.5,green,93.0
352,2021-12-08,yellow,30.0,green,98.0,green,29.5,green,96.0,green,28.5,green,94.0,red,30.5,green,98.0,yellow,30.5,green,97.0,yellow,29.5,green,95.0
353,2021-12-09,yellow,29.0,green,99.0,green,29.0,green,97.0,green,28.0,green,94.0,yellow,29.0,green,97.0,green,30.0,green,96.0,green,29.0,green,94.0
354,2021-12-10,yellow,29.5,green,98.0,green,29.0,green,96.0,green,28.0,green,96.0,yellow,29.0,green,99.0,green,29.5,green,96.0,green,29.0,green,96.0
355,2021-12-11,yellow,29.0,green,97.0,green,29.0,green,96.0,green,28.0,green,96.0,yellow,29.5,green,96.0,green,29.5,green,99.0,green,29.5,green,95.0
356,2021-12-12,yellow,29.0,green,98.0,green,29.0,green,96.0,green,27.5,green,96.0,yellow,29.0,green,99.0,green,29.5,green,99.0,green,29.0,green,96.0
357,2021-12-13,yellow,28.5,green,99.0,green,28.0,green,97.0,green,27.0,green,98.0,yellow,28.5,green,99.0,green,28.5,green,98.0,green,28.5,green,98.0
358,2021-12-14,green,27.5,green,99.0,green,27.5,green,97.0,green,26.5,green,96.0,green,27.0,green,98.0,green,28.0,green,99.0,green,27.5,green,96.0
359,2021-12-15,green,26.0,green,99.0,green,27.0,green,95.0,green,26.5,green,96.0,green,26.0,green,99.0,green,27.5,green,97.0,green,27.5,green,95.0
360,2021-12-16,red,27.0,green,99.0,green,27.0,green,97.0,green,26.5,green,95.0,yellow,27.0,green,97.0,green,28.0,green,96.0,green,27.5,green,97.0
361,2021-12-17,green,27.0,green,99.0,green,27.0,green,97.0,green,26.0,green,94.0,yellow,27.0,green,96.0,green,28.0,green,99.0,green,27.0,green,97.0
362,2021-12-18,yellow,26.5,green,99.0,green,27.0,green,97.0,green,26.0,green,95.0,yellow,27.0,green,98.0,green,27.5,green,99.0,green,27.0,green,96.0
363,2021-12-19,green,26.5,green,99.0,green,27.0,green,97.0,green,25.5,green,95.0,yellow,27.0,green,99.0,green,27.5,green,97.0,green,27.0,green,97.0
364,2021-12-20,yellow,25.5,green,97.0,green,26.5,green,97.0,green,25.5,green,95.0,yellow,26.0,green,98.0,green,27.0,green,98.0,green,26.5,green,97.0
365,2021-12-21,green,25.0,green,96.0,green,26.0,green,98.0,green,25.0,green,97.0,green,26.0,green,98.0,green,27.0,green,99.0,green,26.0,green,97.0
366,2021-12-22,green,25.5,green,99.0,green,26.0,green,98.0,green,25.0,green,96.0,yellow,25.5,green,99.0,green,26.5,green,97.0,green,26.0,green,95.0
367,2021-12-23,green,24.5,green,97.0,green,25.5,green,97.0,green,25.0,green,95.0,green,24.0,green,99.0,green,26.5,green,97.0,green,25.5,green,97.0
368,2021-12-24,green,24.5,green,93.0,green,26.0,green,96.0,green,25.5,green,92.0,green,24.5,green,97.0,green,27.0,green,98.0,green,26.0,green,94.0
369,2021-12-25,yellow,24.5,green,82.0,green,26.0,green,98.0,green,25.5,green,95.0,green,24.5,green,98.0,green,26.5,green,96.0,green,26.0,green,97.0
370,2021-12-26,green,23.5,green,96.0,green,25.0,green,99.0,green,24.5,green,96.0,green,22.5,green,99.0,green,26.0,green,96.0,green,25.0,green,96.0
371,2021-12-27,yellow,24.0,green,92.0,green,25.0,green,94.0,green,25.0,green,89.0,green,23.5,green,99.0,green,26.0,green,99.0,green,25.5,green,96.0
372,2021-12-28,green,22.5,green,94.0,green,24.5,green,94.0,green,24.5,green,88.0,green,23.0,green,99.0,green,25.0,green,97.0,green,24.5,green,97.0
373,2021-12-29,green,23.0,green,94.0,green,24.0,green,95.0,green,24.0,green,91.0,green,23.0,green,99.0,green,25.0,green,99.0,green,24.0,green,96.0
374,2021-12-30,green,23.0,green,94.0,green,24.5,green,96.0,green,24.5,green,90.0,green,22.5,green,99.0,green,24.5,green,98.0,green,24.0,green,95.0
375,2021-12-31,green,23.5,green,92.0,green,24.5,green,96.0,green,24.5,green,93.0,green,22.5,green,97.0,green,24.5,green,97.0,green,24.0,green,95.0
376,2022-01-01,yellow,22.5,green,92.0,green,24.0,green,97.0,green,24.0,green,93.0,green,22.5,green,99.0,green,24.0,green,96.0,green,24.0,green,97.0
377,2022-01-02,yellow,22.0,green,94.0,green,23.5,green,97.0,green,23.5,green,94.0,green,22.0,green,99.0,green,23.5,green,98.0,green,23.5,green,97.0
378,2022-01-03,yellow,22.5,green,88.0,green,24.0,green,87.0,green,23.0,green,84.0,yellow,21.5,green,99.0,green,23.5,green,98.0,green,23.0,green,89.0
379,2022-01-04,yellow,21.0,green,91.0,green,24.0,green,95.0,green,23.5,green,86.0,green,19.5,green,98.0,green,23.5,green,92.0,green,23.0,green,93.0
380,2022-01-05,green,23.0,green,92.0,green,23.0,green,97.0,green,24.0,green,88.0,green,21.5,green,97.0,green,23.0,green,98.0,green,24.0,green,95.0
381,2022-01-06,green,23.0,green,91.0,green,23.0,green,95.0,green,24.5,green,87.0,green,21.5,green,99.0,green,23.0,green,98.0,green,24.0,green,92.0
382,2022-01-07,green,22.5,green,89.0,green,23.5,green,93.0,green,23.5,green,87.0,green,21.5,green,99.0,green,23.0,green,97.0,green,23.5,green,90.0
383,2022-01-08,green,19.5,green,94.0,green,24.0,green,98.0,green,23.0,green,93.0,green,22.0,green,98.0,green,24.0,green,97.0,green,24.0,green,94.0
384,2022-01-09,green,24.0,green,92.0,green,23.5,green,97.0,green,25.0,green,97.0,green,23.0,green,99.0,green,23.5,green,99.0,green,25.0,green,95.0
385,2022-01-10,green,23.5,green,92.0,green,24.0,green,96.0,green,24.0,green,94.0,green,22.5,green,97.0,green,23.5,green,97.0,green,24.0,green,95.0
386,2022-01-11,green,22.0,green,96.0,green,24.0,green,98.0,green,23.5,green,93.0,green,22.5,green,99.0,green,24.0,green,97.0,green,24.0,green,98.0
387,2022-01-12,green,23.0,green,79.0,green,24.0,green,95.0,green,23.5,green,74.0,green,23.0,green,97.0,green,24.5,green,99.0,green,24.5,green,97.0
388,2022-01-13,green,22.5,green,77.0,green,24.0,green,88.0,green,23.5,yellow,47.0,green,23.0,green,99.0,green,24.5,green,98.0,green,24.5,green,97.0
389,2022-01-14,green,21.5,green,77.0,green,24.5,green,91.0,green,23.0,yellow,47.0,green,22.5,green,99.0,green,24.5,green,98.0,green,24.0,green,95.0
390,2022-01-15,yellow,21.5,green,75.0,green,24.0,green,96.0,green,22.5,yellow,52.0,green,22.0,green,96.0,green,24.0,green,97.0,green,23.5,green,95.0
391,2022-01-16,green,21.5,green,79.0,green,23.5,green,95.0,green,22.5,green,68.0,green,23.5,green,97.0,green,24.0,green,96.0,green,24.5,green,90.0
392,2022-01-17,green,22.5,green,82.0,green,23.5,green,96.0,green,23.0,green,72.0,green,23.5,green,98.0,green,24.0,green,96.0,green,24.5,green,93.0
393,2022-01-18,green,22.0,green,80.0,green,24.0,green,92.0,green,23.0,yellow,55.0,green,23.0,green,97.0,green,24.5,green,99.0,green,24.5,green,92.0
394,2022-01-19,green,23.0,green,84.0,green,23.0,green,96.0,green,23.0,green,76.0,green,24.5,green,99.0,green,23.5,green,99.0,green,25.5,green,95.0
395,2022-01-20,yellow,21.5,green,89.0,green,23.0,green,97.0,green,22.0,green,82.0,green,23.5,green,98.0,green,23.5,green,96.0,green,25.0,green,96.0
396,2022-01-21,yellow,20.5,green,85.0,green,23.5,green,96.0,green,22.0,green,78.0,green,23.5,green,99.0,green,24.0,green,97.0,green,24.0,green,99.0
397,2022-01-22,yellow,21.5,green,83.0,green,24.0,green,98.0,green,23.0,green,77.0,green,23.0,green,97.0,green,24.0,green,99.0,green,24.0,green,99.0
398,2022-01-23,yellow,21.5,green,80.0,green,24.0,green,97.0,green,23.0,green,73.0,green,23.0,green,97.0,green,24.0,green,99.0,green,24.0,green,99.0
399,2022-01-24,green,22.0,green,80.0,green,24.0,green,97.0,green,23.0,green,71.0,green,23.5,green,97.0,green,24.0,green,98.0,green,24.5,green,99.0
400,2022-01-25,green,21.5,green,84.0,green,23.0,green,97.0,green,23.0,green,69.0,green,23.5,green,99.0,green,23.5,green,96.0,green,25.0,green,96.0
401,2022-01-26,green,21.0,green,79.0,green,23.5,green,97.0,green,22.0,green,67.0,yellow,23.0,green,99.0,green,24.0,green,99.0,green,24.0,green,97.0
402,2022-01-27,green,21.5,green,81.0,green,24.0,green,98.0,green,23.0,green,73.0,green,23.0,green,98.0,green,24.0,green,99.0,green,24.0,green,98.0
403,2022-01-28,yellow,21.0,green,72.0,green,24.0,green,97.0,green,22.5,yellow,55.0,green,23.0,green,99.0,green,24.0,green,99.0,green,24.5,green,97.0
404,2022-01-29,green,21.0,green,77.0,green,24.0,green,97.0,green,22.5,yellow,56.0,green,23.0,green,97.0,green,24.0,green,97.0,green,24.5,green,95.0
405,2022-01-30,green,22.0,green,77.0,green,24.0,green,97.0,green,23.0,yellow,55.0,green,23.5,green,97.0,green,24.5,green,98.0,green,25.0,green,96.0
406,2022-01-31,green,21.5,green,80.0,green,24.0,green,96.0,green,22.5,green,74.0,green,23.0,green,98.0,green,23.5,green,98.0,green,24.0,green,93.0
407,2022-02-01,green,22.0,green,82.0,green,23.0,green,98.0,green,23.0,green,77.0,green,23.0,green,99.0,green,23.0,green,96.0,green,24.0,green,81.0
408,2022-02-02,red,21.0,green,77.0,green,23.0,green,98.0,green,22.5,green,68.0,green,22.5,green,99.0,green,23.0,green,96.0,green,23.5,green,79.0
409,2022-02-03,red,18.5,green,90.0,green,22.5,green,98.0,green,21.5,green,78.0,green,21.0,green,99.0,green,23.0,green,96.0,green,22.5,green,82.0
410,2022-02-04,yellow,19.5,green,91.0,green,22.5,green,97.0,green,22.0,green,83.0,green,21.0,green,98.0,green,22.5,green,96.0,green,22.0,green,82.0
411,2022-02-05,red,18.5,green,93.0,green,22.5,green,98.0,green,21.0,green,84.0,yellow,21.0,green,98.0,green,22.5,green,99.0,green,22.0,green,87.0
412,2022-02-06,green,21.0,green,82.0,green,23.0,green,95.0,green,22.5,green,79.0,green,22.0,green,97.0,green,23.0,green,98.0,green,23.0,green,78.0
413,2022-02-07,yellow,21.0,green,80.0,green,23.0,green,96.0,green,22.5,green,77.0,green,21.5,green,97.0,green,23.5,green,98.0,green,23.0,green,79.0
414,2022-02-08,green,21.5,green,80.0,green,22.5,green,96.0,green,22.5,green,77.0,green,22.0,green,99.0,green,23.0,green,98.0,green,23.0,green,71.0
415,2022-02-09,green,22.0,green,74.0,green,22.5,green,96.0,green,22.5,green,78.0,green,22.5,green,99.0,green,23.0,green,99.0,green,23.5,green,70.0
416,2022-02-10,green,22.0,green,81.0,green,22.5,green,97.0,green,22.5,green,77.0,green,22.0,green,98.0,green,23.0,green,97.0,green,23.0,green,76.0
417,2022-02-11,green,22.0,green,84.0,green,22.0,green,97.0,green,23.0,green,86.0,green,23.0,green,98.0,green,22.5,green,97.0,green,24.0,green,83.0
418,2022-02-12,green,22.0,green,80.0,green,22.0,green,96.0,green,22.5,green,79.0,green,22.5,green,97.0,green,22.5,green,98.0,green,23.0,green,67.0
419,2022-02-13,green,21.5,green,76.0,green,22.5,green,94.0,green,22.0,green,75.0,green,21.5,green,96.0,green,22.5,green,99.0,green,22.5,yellow,53.0
420,2022-02-14,green,21.0,green,75.0,green,22.5,green,95.0,green,22.0,green,75.0,green,21.5,green,97.0,green,23.0,green,96.0,green,23.0,green,71.0
421,2022-02-15,green,21.0,green,75.0,green,22.5,green,95.0,green,22.0,green,78.0,green,22.0,green,97.0,green,23.0,green,97.0,green,23.0,green,75.0
422,2022-02-16,green,21.5,green,83.0,green,23.0,green,99.0,green,22.5,green,94.0,green,22.5,green,99.0,green,23.5,green,98.0,green,23.5,green,88.0
423,2022-02-17,green,21.5,green,81.0,green,22.0,green,96.0,green,22.5,green,75.0,green,22.0,green,99.0,green,22.5,green,99.0,green,23.0,green,75.0
424,2022-02-18,green,21.0,green,76.0,green,22.0,green,95.0,green,22.0,green,67.0,yellow,20.5,green,97.0,green,22.0,green,97.0,green,22.5,green,68.0
425,2022-02-19,green,21.5,green,75.0,green,22.0,green,94.0,green,22.5,green,64.0,yellow,21.5,green,98.0,green,22.0,green,98.0,green,22.5,green,70.0
426,2022-02-20,green,20.5,green,83.0,green,22.0,green,96.0,green,21.5,green,84.0,green,21.5,green,99.0,green,22.5,green,96.0,green,22.5,green,80.0
427,2022-02-21,green,21.0,green,85.0,green,22.5,green,97.0,green,22.5,green,94.0,green,21.5,green,98.0,green,22.5,green,99.0,green,23.0,green,90.0
428,2022-02-22,green,22.0,green,86.0,green,22.0,green,96.0,green,23.0,green,87.0,green,23.0,green,99.0,green,22.0,green,99.0,green,23.5,green,92.0
429,2022-02-23,green,21.5,green,72.0,green,22.0,green,96.0,green,22.5,green,67.0,green,22.0,green,96.0,green,22.0,green,96.0,green,23.0,green,76.0
430,2022-02-24,green,20.5,green,72.0,green,22.5,green,98.0,green,22.0,green,74.0,green,21.0,green,97.0,green,22.5,green,97.0,green,22.5,green,79.0
431,2022-02-25,green,21.0,green,74.0,green,22.0,green,95.0,green,22.0,green,76.0,green,21.5,green,99.0,green,22.0,green,98.0,green,22.5,green,87.0
432,2022-02-26,green,20.5,green,69.0,green,22.0,green,97.0,green,22.0,green,71.0,green,21.5,green,97.0,green,22.0,green,96.0,green,22.5,green,76.0
433,2022-02-27,green,20.5,green,77.0,green,22.0,green,97.0,green,22.5,green,84.0,green,21.5,green,98.0,green,22.0,green,99.0,green,23.0,green,77.0
434,2022-02-28,green,20.5,green,83.0,green,22.5,green,96.0,green,22.0,green,87.0,green,21.0,green,99.0,green,22.0,green,99.0,green,23.0,green,89.0
435,2022-03-01,green,21.0,green,87.0,green,22.5,green,97.0,green,22.5,green,99.0,green,22.5,green,97.0,green,22.5,green,99.0,green,23.5,green,97.0
436,2022-03-02,green,21.0,green,84.0,green,22.0,green,99.0,green,22.5,green,99.0,green,22.0,green,99.0,green,22.0,green,99.0,green,23.0,green,98.0
437,2022-03-03,green,20.5,green,87.0,green,21.5,green,99.0,green,21.5,green,98.0,green,21.5,green,99.0,green,22.0,green,98.0,green,22.5,green,93.0
438,2022-03-04,green,20.0,green,83.0,green,22.0,green,98.0,green,21.5,green,93.0,green,21.5,green,99.0,green,22.0,green,97.0,green,22.5,green,92.0
439,2022-03-05,green,21.5,green,93.0,yellow,22.5,green,99.0,green,22.0,green,97.0,green,22.5,green,96.0,yellow,22.0,green,96.0,green,23.5,green,98.0
440,2022-03-06,green,20.5,green,92.0,green,22.0,green,99.0,green,22.5,green,98.0,green,21.5,green,97.0,green,22.0,green,98.0,green,23.0,green,97.0
441,2022-03-07,green,20.5,green,69.0,green,21.5,green,97.0,green,22.0,green,93.0,green,21.5,green,96.0,green,21.5,green,97.0,green,23.0,green,92.0
