,Date (America/Chicago),"Maschhoff_4NL2_RM1_C Temp shock - color
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C Temp (°C) - data
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C ReHS - color
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C ReHS - data
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_E Temp shock - color
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E Temp (°C) - data
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E ReHS - color
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E ReHS - data
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_W Temp shock - color
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W Temp (°C) - data
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W ReHS - color
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W ReHS - data
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM2_C Temp shock - color
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C Temp (°C) - data
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C ReHS - color
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C ReHS - data
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_E Temp shock - color
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E Temp (°C) - data
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E ReHS - color
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E ReHS - data
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_W Temp shock - color
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W Temp (°C) - data
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W ReHS - color
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W ReHS - data
 (MO201901-9JN9RLN4)"
12,2022-01-02,yellow,22.0,green,94.0,green,23.5,green,97.0,green,23.5,green,94.0,green,22.0,green,99.0,green,23.5,green,98.0,green,23.5,green,97.0
13,2022-01-03,yellow,22.5,green,88.0,green,24.0,green,87.0,green,23.0,green,84.0,yellow,21.5,green,99.0,green,23.5,green,98.0,green,23.0,green,89.0
14,2022-01-04,yellow,21.0,green,91.0,green,24.0,green,95.0,green,23.5,green,86.0,green,19.5,green,98.0,green,23.5,green,92.0,green,23.0,green,93.0
15,2022-01-05,green,23.0,green,92.0,green,23.0,green,97.0,green,24.0,green,88.0,green,21.5,green,97.0,green,23.0,green,98.0,green,24.0,green,95.0
16,2022-01-06,green,23.0,green,91.0,green,23.0,green,95.0,green,24.5,green,87.0,green,21.5,green,99.0,green,23.0,green,98.0,green,24.0,green,92.0
17,2022-01-07,green,22.5,green,89.0,green,23.5,green,93.0,green,23.5,green,87.0,green,21.5,green,99.0,green,23.0,green,97.0,green,23.5,green,90.0
18,2022-01-08,green,19.5,green,94.0,green,24.0,green,98.0,green,23.0,green,93.0,green,22.0,green,98.0,green,24.0,green,97.0,green,24.0,green,94.0
19,2022-01-09,green,24.0,green,92.0,green,23.5,green,97.0,green,25.0,green,97.0,green,23.0,green,99.0,green,23.5,green,99.0,green,25.0,green,95.0
20,2022-01-10,green,23.5,green,92.0,green,24.0,green,96.0,green,24.0,green,94.0,green,22.5,green,97.0,green,23.5,green,97.0,green,24.0,green,95.0
21,2022-01-11,green,22.0,green,96.0,green,24.0,green,98.0,green,23.5,green,93.0,green,22.5,green,99.0,green,24.0,green,97.0,green,24.0,green,98.0
22,2022-01-12,green,23.0,green,79.0,green,24.0,green,95.0,green,23.5,green,74.0,green,23.0,green,97.0,green,24.5,green,99.0,green,24.5,green,97.0
23,2022-01-13,green,22.5,green,77.0,green,24.0,green,88.0,green,23.5,yellow,47.0,green,23.0,green,99.0,green,24.5,green,98.0,green,24.5,green,97.0
24,2022-01-14,green,21.5,green,77.0,green,24.5,green,91.0,green,23.0,yellow,47.0,green,22.5,green,99.0,green,24.5,green,98.0,green,24.0,green,95.0
25,2022-01-15,yellow,21.5,green,75.0,green,24.0,green,96.0,green,22.5,yellow,52.0,green,22.0,green,96.0,green,24.0,green,97.0,green,23.5,green,95.0
26,2022-01-16,green,21.5,green,79.0,green,23.5,green,95.0,green,22.5,green,68.0,green,23.5,green,97.0,green,24.0,green,96.0,green,24.5,green,90.0
27,2022-01-17,green,22.5,green,82.0,green,23.5,green,96.0,green,23.0,green,72.0,green,23.5,green,98.0,green,24.0,green,96.0,green,24.5,green,93.0
28,2022-01-18,green,22.0,green,80.0,green,24.0,green,92.0,green,23.0,yellow,55.0,green,23.0,green,97.0,green,24.5,green,99.0,green,24.5,green,92.0
29,2022-01-19,green,23.0,green,84.0,green,23.0,green,96.0,green,23.0,green,76.0,green,24.5,green,99.0,green,23.5,green,99.0,green,25.5,green,95.0
30,2022-01-20,yellow,21.5,green,89.0,green,23.0,green,97.0,green,22.0,green,82.0,green,23.5,green,98.0,green,23.5,green,96.0,green,25.0,green,96.0
31,2022-01-21,yellow,20.5,green,85.0,green,23.5,green,96.0,green,22.0,green,78.0,green,23.5,green,99.0,green,24.0,green,97.0,green,24.0,green,99.0
32,2022-01-22,yellow,21.5,green,83.0,green,24.0,green,98.0,green,23.0,green,77.0,green,23.0,green,97.0,green,24.0,green,99.0,green,24.0,green,99.0
33,2022-01-23,yellow,21.5,green,80.0,green,24.0,green,97.0,green,23.0,green,73.0,green,23.0,green,97.0,green,24.0,green,99.0,green,24.0,green,99.0
34,2022-01-24,green,22.0,green,80.0,green,24.0,green,97.0,green,23.0,green,71.0,green,23.5,green,97.0,green,24.0,green,98.0,green,24.5,green,99.0
35,2022-01-25,green,21.5,green,84.0,green,23.0,green,97.0,green,23.0,green,69.0,green,23.5,green,99.0,green,23.5,green,96.0,green,25.0,green,96.0
36,2022-01-26,green,21.0,green,79.0,green,23.5,green,97.0,green,22.0,green,67.0,yellow,23.0,green,99.0,green,24.0,green,99.0,green,24.0,green,97.0
37,2022-01-27,green,21.5,green,81.0,green,24.0,green,98.0,green,23.0,green,73.0,green,23.0,green,98.0,green,24.0,green,99.0,green,24.0,green,98.0
38,2022-01-28,yellow,21.0,green,72.0,green,24.0,green,97.0,green,22.5,yellow,55.0,green,23.0,green,99.0,green,24.0,green,99.0,green,24.5,green,97.0
39,2022-01-29,green,21.0,green,77.0,green,24.0,green,97.0,green,22.5,yellow,56.0,green,23.0,green,97.0,green,24.0,green,97.0,green,24.5,green,95.0
40,2022-01-30,green,22.0,green,77.0,green,24.0,green,97.0,green,23.0,yellow,55.0,green,23.5,green,97.0,green,24.5,green,98.0,green,25.0,green,96.0
41,2022-01-31,green,21.5,green,80.0,green,24.0,green,96.0,green,22.5,green,74.0,green,23.0,green,98.0,green,23.5,green,98.0,green,24.0,green,93.0
42,2022-02-01,green,22.0,green,82.0,green,23.0,green,98.0,green,23.0,green,77.0,green,23.0,green,99.0,green,23.0,green,96.0,green,24.0,green,81.0
43,2022-02-02,red,21.0,green,77.0,green,23.0,green,98.0,green,22.5,green,68.0,green,22.5,green,99.0,green,23.0,green,96.0,green,23.5,green,79.0
44,2022-02-03,red,18.5,green,90.0,green,22.5,green,98.0,green,21.5,green,78.0,green,21.0,green,99.0,green,23.0,green,96.0,green,22.5,green,82.0
45,2022-02-04,yellow,19.5,green,91.0,green,22.5,green,97.0,green,22.0,green,83.0,green,21.0,green,98.0,green,22.5,green,96.0,green,22.0,green,82.0
46,2022-02-05,red,18.5,green,93.0,green,22.5,green,98.0,green,21.0,green,84.0,yellow,21.0,green,98.0,green,22.5,green,99.0,green,22.0,green,87.0
47,2022-02-06,green,21.0,green,82.0,green,23.0,green,95.0,green,22.5,green,79.0,green,22.0,green,97.0,green,23.0,green,98.0,green,23.0,green,78.0
48,2022-02-07,yellow,21.0,green,80.0,green,23.0,green,96.0,green,22.5,green,77.0,green,21.5,green,97.0,green,23.5,green,98.0,green,23.0,green,79.0
49,2022-02-08,green,21.5,green,80.0,green,22.5,green,96.0,green,22.5,green,77.0,green,22.0,green,99.0,green,23.0,green,98.0,green,23.0,green,71.0
50,2022-02-09,green,22.0,green,74.0,green,22.5,green,96.0,green,22.5,green,78.0,green,22.5,green,99.0,green,23.0,green,99.0,green,23.5,green,70.0
51,2022-02-10,green,22.0,green,81.0,green,22.5,green,97.0,green,22.5,green,77.0,green,22.0,green,98.0,green,23.0,green,97.0,green,23.0,green,76.0
52,2022-02-11,green,22.0,green,84.0,green,22.0,green,97.0,green,23.0,green,86.0,green,23.0,green,98.0,green,22.5,green,97.0,green,24.0,green,83.0
53,2022-02-12,green,22.0,green,80.0,green,22.0,green,96.0,green,22.5,green,79.0,green,22.5,green,97.0,green,22.5,green,98.0,green,23.0,green,67.0
54,2022-02-13,green,21.5,green,76.0,green,22.5,green,94.0,green,22.0,green,75.0,green,21.5,green,96.0,green,22.5,green,99.0,green,22.5,yellow,53.0
55,2022-02-14,green,21.0,green,75.0,green,22.5,green,95.0,green,22.0,green,75.0,green,21.5,green,97.0,green,23.0,green,96.0,green,23.0,green,71.0
56,2022-02-15,green,21.0,green,75.0,green,22.5,green,95.0,green,22.0,green,78.0,green,22.0,green,97.0,green,23.0,green,97.0,green,23.0,green,75.0
57,2022-02-16,green,21.5,green,83.0,green,23.0,green,99.0,green,22.5,green,94.0,green,22.5,green,99.0,green,23.5,green,98.0,green,23.5,green,88.0
58,2022-02-17,green,21.5,green,81.0,green,22.0,green,96.0,green,22.5,green,75.0,green,22.0,green,99.0,green,22.5,green,99.0,green,23.0,green,75.0
59,2022-02-18,green,21.0,green,76.0,green,22.0,green,95.0,green,22.0,green,67.0,yellow,20.5,green,97.0,green,22.0,green,97.0,green,22.5,green,68.0
60,2022-02-19,green,21.5,green,75.0,green,22.0,green,94.0,green,22.5,green,64.0,yellow,21.5,green,98.0,green,22.0,green,98.0,green,22.5,green,70.0
61,2022-02-20,green,20.5,green,83.0,green,22.0,green,96.0,green,21.5,green,84.0,green,21.5,green,99.0,green,22.5,green,96.0,green,22.5,green,80.0
62,2022-02-21,green,21.0,green,85.0,green,22.5,green,97.0,green,22.5,green,94.0,green,21.5,green,98.0,green,22.5,green,99.0,green,23.0,green,90.0
63,2022-02-22,green,22.0,green,86.0,green,22.0,green,96.0,green,23.0,green,87.0,green,23.0,green,99.0,green,22.0,green,99.0,green,23.5,green,92.0
64,2022-02-23,green,21.5,green,72.0,green,22.0,green,96.0,green,22.5,green,67.0,green,22.0,green,96.0,green,22.0,green,96.0,green,23.0,green,76.0
65,2022-02-24,green,20.5,green,72.0,green,22.5,green,98.0,green,22.0,green,74.0,green,21.0,green,97.0,green,22.5,green,97.0,green,22.5,green,79.0
66,2022-02-25,green,21.0,green,74.0,green,22.0,green,95.0,green,22.0,green,76.0,green,21.5,green,99.0,green,22.0,green,98.0,green,22.5,green,87.0
67,2022-02-26,green,20.5,green,69.0,green,22.0,green,97.0,green,22.0,green,71.0,green,21.5,green,97.0,green,22.0,green,96.0,green,22.5,green,76.0
68,2022-02-27,green,20.5,green,77.0,green,22.0,green,97.0,green,22.5,green,84.0,green,21.5,green,98.0,green,22.0,green,99.0,green,23.0,green,77.0
69,2022-02-28,green,20.5,green,83.0,green,22.5,green,96.0,green,22.0,green,87.0,green,21.0,green,99.0,green,22.0,green,99.0,green,23.0,green,89.0
70,2022-03-01,green,21.0,green,87.0,green,22.5,green,97.0,green,22.5,green,99.0,green,22.5,green,97.0,green,22.5,green,99.0,green,23.5,green,97.0
71,2022-03-02,green,21.0,green,84.0,green,22.0,green,99.0,green,22.5,green,99.0,green,22.0,green,99.0,green,22.0,green,99.0,green,23.0,green,98.0
72,2022-03-03,green,20.5,green,87.0,green,21.5,green,99.0,green,21.5,green,98.0,green,21.5,green,99.0,green,22.0,green,98.0,green,22.5,green,93.0
73,2022-03-04,green,20.0,green,83.0,green,22.0,green,98.0,green,21.5,green,93.0,green,21.5,green,99.0,green,22.0,green,97.0,green,22.5,green,92.0
74,2022-03-05,green,21.5,green,93.0,yellow,22.5,green,99.0,green,22.0,green,97.0,green,22.5,green,96.0,yellow,22.0,green,96.0,green,23.5,green,98.0
75,2022-03-06,green,20.5,green,92.0,green,22.0,green,99.0,green,22.5,green,98.0,green,21.5,green,97.0,green,22.0,green,98.0,green,23.0,green,97.0
76,2022-03-07,green,20.5,green,69.0,green,21.5,green,97.0,green,22.0,green,93.0,green,21.5,green,96.0,green,21.5,green,97.0,green,23.0,green,92.0
77,2022-03-08,green,20.0,green,73.0,green,21.5,green,96.0,green,22.0,green,81.0,green,21.0,green,99.0,green,22.0,green,99.0,green,22.5,green,85.0
78,2022-03-09,green,20.0,green,75.0,green,21.5,green,97.0,green,22.0,green,95.0,green,21.0,green,99.0,green,21.5,green,99.0,green,22.5,green,94.0
79,2022-03-10,green,20.0,green,76.0,green,21.5,green,96.0,green,22.0,green,85.0,green,20.5,green,99.0,green,21.5,green,98.0,green,22.0,green,92.0
80,2022-03-11,green,21.0,green,75.0,green,21.0,green,98.0,green,22.5,green,80.0,green,22.0,green,97.0,green,21.5,green,97.0,green,23.0,green,92.0
81,2022-03-12,green,21.0,green,75.0,green,21.0,green,99.0,green,22.0,green,83.0,green,21.5,green,98.0,green,21.0,green,98.0,green,23.0,green,92.0
82,2022-03-13,green,20.0,green,78.0,green,22.0,green,97.0,green,21.5,green,92.0,green,21.5,green,99.0,green,22.0,green,99.0,green,22.5,green,95.0
83,2022-03-14,yellow,20.5,green,86.0,green,22.0,green,97.0,green,22.0,green,98.0,green,22.0,green,98.0,yellow,22.0,green,98.0,green,23.0,green,97.0
84,2022-03-15,yellow,20.5,green,89.0,green,22.0,green,97.0,green,22.0,green,98.0,green,22.0,green,99.0,yellow,21.5,green,98.0,green,23.0,green,99.0
85,2022-03-16,yellow,21.0,green,88.0,green,22.0,green,97.0,green,22.0,green,99.0,green,21.5,green,96.0,green,21.5,green,99.0,green,23.0,green,99.0
86,2022-03-17,yellow,20.0,green,94.0,green,22.0,green,98.0,green,22.0,green,98.0,yellow,21.5,green,99.0,yellow,21.0,green,98.0,green,23.0,green,97.0
87,2022-03-18,green,19.5,green,92.0,green,22.5,green,97.0,green,21.5,green,98.0,green,20.5,green,97.0,green,22.0,green,98.0,green,22.5,green,98.0
88,2022-03-19,green,20.0,green,85.0,green,22.0,green,97.0,green,22.0,green,99.0,green,21.0,green,99.0,green,21.5,green,97.0,green,23.0,green,97.0
89,2022-03-20,yellow,20.5,green,91.0,green,21.5,green,97.0,green,22.0,green,99.0,yellow,21.5,green,99.0,yellow,21.0,green,96.0,green,23.0,green,97.0
90,2022-03-21,green,21.0,green,93.0,green,22.0,green,96.0,green,22.0,green,98.0,green,21.5,green,99.0,green,21.5,green,98.0,green,22.5,green,99.0
91,2022-03-22,green,19.5,green,97.0,green,21.5,green,99.0,green,21.0,green,99.0,green,20.0,green,99.0,green,21.5,green,99.0,green,22.0,green,99.0
92,2022-03-23,green,19.5,green,97.0,green,22.0,green,99.0,green,21.5,green,98.0,green,20.0,green,96.0,green,21.5,green,99.0,green,22.0,green,98.0
93,2022-03-24,green,19.5,green,95.0,green,22.0,green,98.0,green,22.0,green,97.0,green,20.5,green,98.0,green,22.0,green,99.0,green,23.0,green,97.0
94,2022-03-25,yellow,20.5,green,97.0,green,21.0,green,97.0,green,23.0,green,98.0,yellow,21.5,green,98.0,red,19.5,green,99.0,yellow,24.0,green,99.0
95,2022-03-26,green,20.5,green,94.0,green,21.0,green,99.0,green,22.5,green,97.0,green,21.5,green,99.0,green,19.5,green,99.0,green,23.5,green,97.0
96,2022-03-27,green,19.0,green,93.0,green,21.5,green,99.0,green,21.5,green,98.0,green,20.0,green,96.0,green,21.0,green,99.0,green,22.0,green,99.0
97,2022-03-28,green,19.5,green,94.0,green,21.5,green,98.0,green,21.5,green,98.0,green,20.0,green,98.0,green,21.0,green,98.0,green,22.0,green,99.0
98,2022-03-29,green,19.0,green,94.0,green,21.5,green,97.0,green,21.5,green,99.0,green,21.0,green,98.0,green,21.0,green,96.0,green,22.5,green,99.0
99,2022-03-30,green,19.0,green,98.0,green,21.5,green,99.0,green,21.0,green,99.0,green,20.5,green,99.0,green,21.0,green,98.0,green,22.5,green,99.0
100,2022-03-31,green,19.5,green,97.0,green,21.5,green,98.0,green,22.0,green,97.0,green,20.0,green,99.0,green,21.0,green,96.0,green,23.0,green,97.0
101,2022-04-01,green,19.5,green,97.0,green,21.5,green,97.0,green,21.5,green,98.0,green,21.0,green,98.0,green,21.0,green,97.0,green,22.5,green,98.0
102,2022-04-02,green,19.0,green,97.0,green,21.5,green,99.0,green,21.5,green,99.0,green,20.5,green,97.0,green,21.0,green,97.0,green,22.5,green,97.0
103,2022-04-03,green,19.5,green,97.0,green,21.0,green,99.0,green,21.0,green,99.0,green,21.0,green,97.0,green,20.5,green,99.0,green,22.5,green,98.0
104,2022-04-04,green,18.5,green,97.0,green,21.0,green,99.0,green,21.0,green,99.0,green,20.0,green,96.0,green,20.5,green,99.0,green,22.0,green,99.0
105,2022-04-05,green,19.5,green,95.0,green,21.0,green,97.0,green,21.0,green,99.0,green,20.5,green,97.0,green,21.0,green,96.0,green,22.0,green,97.0
106,2022-04-06,yellow,19.0,green,97.0,green,20.5,green,98.0,green,21.0,green,96.0,yellow,20.0,green,97.0,green,20.5,green,98.0,green,22.0,green,98.0
107,2022-04-07,yellow,18.0,green,93.0,green,21.0,green,99.0,green,21.5,green,99.0,green,19.5,green,97.0,green,20.5,green,97.0,green,22.5,green,97.0
108,2022-04-08,green,19.0,green,94.0,green,21.0,green,99.0,green,21.5,green,98.0,green,19.5,green,99.0,green,20.5,green,97.0,green,22.5,green,99.0
109,2022-04-09,yellow,19.5,green,97.0,green,21.0,green,98.0,green,21.0,green,99.0,green,20.5,green,99.0,green,20.5,green,96.0,green,22.0,green,97.0
110,2022-04-10,green,20.5,green,92.0,green,21.0,green,97.0,green,21.5,green,99.0,green,20.5,green,99.0,green,20.5,green,97.0,green,22.0,green,98.0
111,2022-04-11,green,19.5,green,99.0,green,20.5,green,99.0,green,20.5,green,99.0,yellow,20.0,green,96.0,yellow,20.0,green,98.0,yellow,22.0,green,98.0
112,2022-04-12,green,20.0,green,97.0,green,21.0,green,98.0,green,21.0,green,99.0,green,21.0,green,97.0,green,20.5,green,98.0,green,21.5,green,98.0
113,2022-04-13,yellow,19.5,green,99.0,green,19.5,green,99.0,green,21.0,green,98.0,red,19.5,green,99.0,red,18.5,green,99.0,red,21.5,green,97.0
114,2022-04-14,yellow,19.0,green,97.0,yellow,20.0,green,97.0,green,21.5,green,99.0,green,20.0,green,98.0,yellow,20.0,green,98.0,green,22.0,green,96.0
115,2022-04-15,green,18.5,green,98.0,green,21.0,green,99.0,green,20.5,green,97.0,green,20.0,green,97.0,green,20.5,green,98.0,green,21.5,green,97.0
116,2022-04-16,yellow,18.5,green,96.0,green,21.0,green,98.0,green,20.5,green,99.0,green,20.0,green,97.0,green,20.0,green,98.0,green,22.0,green,98.0
117,2022-04-17,green,17.5,green,98.0,green,21.0,green,97.0,green,20.5,green,98.0,green,20.0,green,97.0,green,20.5,green,99.0,green,21.5,green,96.0
118,2022-04-18,yellow,18.5,green,97.0,green,21.0,green,98.0,green,21.5,green,99.0,yellow,20.5,green,99.0,green,19.5,green,99.0,green,22.5,green,99.0
119,2022-04-19,green,18.5,green,95.0,green,20.0,green,99.0,green,20.5,green,99.0,green,20.0,green,98.0,green,20.0,green,99.0,green,21.5,green,98.0
120,2022-04-20,green,17.5,green,96.0,green,20.5,green,97.0,green,20.5,green,96.0,green,19.0,green,97.0,green,20.5,green,97.0,green,21.0,green,98.0
121,2022-04-21,green,19.5,green,96.0,yellow,20.0,green,98.0,green,20.0,green,98.0,green,19.5,green,96.0,yellow,19.5,green,99.0,yellow,21.5,green,96.0
122,2022-04-22,green,21.0,green,98.0,green,20.5,green,98.0,green,21.0,green,99.0,green,21.0,green,98.0,green,20.5,green,97.0,green,22.0,green,98.0
123,2022-04-23,green,23.5,green,98.0,green,23.0,green,99.0,green,23.5,green,99.0,green,24.0,green,97.0,green,23.0,green,99.0,green,24.5,green,97.0
124,2022-04-24,green,20.0,green,96.0,green,19.5,green,97.0,green,20.0,green,99.0,green,20.0,green,99.0,green,19.0,green,98.0,green,21.0,green,96.0
125,2022-04-25,green,18.0,green,97.0,green,20.0,green,98.0,green,20.0,green,99.0,red,19.0,green,99.0,red,18.5,green,98.0,yellow,21.5,green,99.0
126,2022-04-26,green,18.0,green,97.0,green,20.0,green,97.0,green,20.0,green,96.0,green,19.5,green,97.0,green,18.5,green,99.0,green,21.0,green,99.0
127,2022-04-27,green,18.5,green,95.0,green,19.5,green,97.0,green,20.0,green,96.0,green,19.5,green,97.0,yellow,19.0,green,99.0,green,20.5,green,99.0
128,2022-04-28,green,18.5,green,94.0,green,20.0,green,98.0,green,20.0,green,96.0,green,19.5,green,99.0,green,19.5,green,99.0,green,20.5,green,96.0
129,2022-04-29,green,19.5,green,96.0,green,19.0,green,99.0,green,20.0,green,99.0,green,19.5,green,97.0,green,19.0,green,99.0,green,20.5,green,98.0
130,2022-04-30,green,20.5,green,97.0,yellow,20.0,green,97.0,yellow,20.5,green,99.0,green,20.5,green,97.0,yellow,19.5,green,98.0,green,21.5,green,97.0
131,2022-05-01,green,19.0,green,97.0,yellow,19.0,green,97.0,green,19.5,green,97.0,green,19.0,green,97.0,yellow,19.0,green,99.0,green,21.0,green,98.0
132,2022-05-02,green,18.5,green,97.0,green,19.0,green,94.0,green,19.5,green,99.0,green,18.5,green,98.0,green,18.5,green,97.0,green,20.5,green,99.0
133,2022-05-03,green,18.0,green,95.0,green,19.5,green,91.0,green,20.0,green,98.0,green,18.5,green,99.0,green,19.5,green,99.0,green,20.5,green,96.0
134,2022-05-04,green,19.0,green,93.0,green,18.5,green,96.0,green,20.5,green,97.0,green,19.5,green,99.0,green,18.5,green,99.0,green,20.5,green,99.0
135,2022-05-05,green,19.0,green,92.0,green,19.5,green,97.0,green,20.5,green,99.0,green,19.0,green,99.0,green,19.0,green,99.0,green,20.5,green,97.0
136,2022-05-06,green,18.5,green,93.0,green,19.5,green,97.0,green,20.5,green,97.0,green,18.5,green,99.0,green,19.0,green,99.0,green,20.5,green,97.0
137,2022-05-07,green,19.5,green,92.0,green,19.0,green,97.0,green,20.0,green,96.0,green,19.5,green,99.0,green,19.0,green,99.0,green,20.5,green,99.0
138,2022-05-08,green,19.5,green,93.0,green,19.5,green,97.0,green,20.0,green,97.0,green,20.0,green,96.0,green,19.5,green,98.0,green,20.5,green,96.0
139,2022-05-09,yellow,23.5,green,95.0,yellow,23.5,green,98.0,green,23.5,green,97.0,green,24.0,green,99.0,yellow,23.5,green,96.0,green,24.5,green,97.0
140,2022-05-10,yellow,26.5,green,96.0,yellow,26.5,green,99.0,yellow,26.5,green,96.0,yellow,27.0,green,97.0,yellow,26.5,green,99.0,yellow,27.5,green,97.0
141,2022-05-11,yellow,28.0,green,95.0,yellow,28.0,green,96.0,yellow,28.0,green,99.0,yellow,28.5,green,98.0,yellow,28.0,green,99.0,yellow,29.0,green,97.0
142,2022-05-12,yellow,28.5,green,97.0,yellow,28.5,green,99.0,yellow,28.0,green,98.0,yellow,28.5,green,98.0,yellow,28.5,green,99.0,yellow,29.0,green,97.0
143,2022-05-13,yellow,25.0,green,99.0,yellow,25.0,green,99.0,green,25.0,green,97.0,yellow,25.5,green,99.0,green,25.0,green,98.0,yellow,26.0,green,98.0
144,2022-05-14,red,23.0,green,99.0,red,23.0,green,99.0,red,23.0,green,97.0,red,23.0,green,99.0,red,23.0,green,97.0,yellow,23.5,green,96.0
