,Date (America/Chicago),"Maschhoff_BIBL_C_RM3 Temp shock - color
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 Temp (°C) - data
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 ReHS - color
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 ReHS - data
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM4  Temp shock - color
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  Temp (°C) - data
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  ReHS - color
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  ReHS - data
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_EC_RM3 Temp shock - color
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 Temp (°C) - data
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 ReHS - color
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 ReHS - data
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM4 Temp shock - color
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 Temp (°C) - data
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 ReHS - color
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 ReHS - data
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EE_RM3 Temp shock - color
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 Temp (°C) - data
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 ReHS - color
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 ReHS - data
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM4 Temp shock - color
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 Temp (°C) - data
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 ReHS - color
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 ReHS - data
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_WC_RM3 Temp shock - color
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 Temp (°C) - data
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 ReHS - color
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 ReHS - data
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM4 Temp shock - color
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 Temp (°C) - data
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 ReHS - color
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 ReHS - data
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WW_RM3 Temp shock - color
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 Temp (°C) - data
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 ReHS - color
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 ReHS - data
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM4 Temp shock - color
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 Temp (°C) - data
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 ReHS - color
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 ReHS - data
 (MO201401-SWCJ996P)"
414,2022-03-29,blue,,blue,,green,28.0,green,95.0,blue,,blue,,green,30.5,green,94.0,blue,,blue,,green,28.0,green,97.0,blue,,blue,,green,29.0,green,92.0,blue,,blue,,green,25.0,green,98.0
415,2022-03-30,blue,,blue,,green,28.0,green,99.0,blue,,blue,,green,31.0,green,97.0,blue,,blue,,green,28.5,green,98.0,blue,,blue,,green,29.5,green,96.0,blue,,blue,,green,25.5,green,98.0
416,2022-03-31,blue,,blue,,green,27.0,green,99.0,blue,,blue,,green,30.0,green,98.0,blue,,blue,,yellow,27.5,green,99.0,blue,,blue,,green,28.0,green,98.0,blue,,blue,,green,24.5,green,97.0
417,2022-04-01,blue,,blue,,green,28.0,green,97.0,blue,,blue,,green,31.5,green,93.0,blue,,blue,,green,29.5,green,99.0,blue,,blue,,green,28.5,green,94.0,blue,,blue,,green,24.5,green,97.0
418,2022-04-02,blue,,blue,,green,27.5,green,89.0,blue,,blue,,green,31.0,green,89.0,blue,,blue,,green,29.5,green,99.0,blue,,blue,,green,27.5,green,94.0,blue,,blue,,green,22.0,green,97.0
419,2022-04-03,blue,,blue,,green,28.0,green,93.0,blue,,blue,,yellow,30.5,green,94.0,blue,,blue,,yellow,29.5,green,98.0,blue,,blue,,yellow,28.0,green,97.0,blue,,blue,,green,23.5,green,97.0
420,2022-04-04,blue,,blue,,green,28.0,green,97.0,blue,,blue,,green,30.5,green,96.0,blue,,blue,,green,29.0,green,99.0,blue,,blue,,yellow,28.0,green,97.0,blue,,blue,,green,24.5,green,99.0
421,2022-04-05,blue,,blue,,green,27.5,green,99.0,blue,,blue,,green,31.0,green,97.0,blue,,blue,,green,28.5,green,99.0,blue,,blue,,yellow,28.5,green,97.0,blue,,blue,,green,24.0,green,99.0
422,2022-04-06,blue,,blue,,green,28.0,green,96.0,blue,,blue,,green,31.0,green,95.0,blue,,blue,,green,28.5,green,99.0,blue,,blue,,yellow,28.5,green,96.0,blue,,blue,,green,24.5,green,96.0
423,2022-04-07,blue,,blue,,yellow,28.0,green,97.0,blue,,blue,,yellow,30.0,green,92.0,blue,,blue,,yellow,30.0,green,96.0,blue,,blue,,green,28.5,green,97.0,blue,,blue,,green,26.5,green,96.0
424,2022-04-08,blue,,blue,,red,27.0,green,96.0,blue,,blue,,red,29.0,green,91.0,blue,,blue,,red,29.0,green,98.0,blue,,blue,,red,27.5,green,97.0,blue,,blue,,red,25.5,green,97.0
425,2022-04-09,blue,,blue,,green,20.5,green,96.0,blue,,blue,,yellow,21.5,green,97.0,blue,,blue,,yellow,21.5,green,98.0,blue,,blue,,green,20.5,green,99.0,blue,,blue,,green,20.0,green,98.0
426,2022-04-10,blue,,blue,,green,21.5,green,98.0,blue,,blue,,green,23.0,green,98.0,blue,,blue,,green,23.0,green,98.0,blue,,blue,,green,22.0,green,97.0,blue,,blue,,green,22.0,green,97.0
427,2022-04-11,blue,,blue,,green,24.0,green,98.0,blue,,blue,,green,25.0,green,99.0,blue,,blue,,green,24.5,green,98.0,blue,,blue,,green,23.5,green,98.0,blue,,blue,,green,23.0,green,98.0
428,2022-04-12,blue,,blue,,green,26.0,green,94.0,blue,,blue,,green,27.0,green,91.0,blue,,blue,,green,26.0,green,99.0,blue,,blue,,green,25.5,green,96.0,blue,,blue,,green,24.0,green,97.0
429,2022-04-13,blue,,blue,,green,27.5,green,86.0,blue,,blue,,yellow,29.0,green,83.0,blue,,blue,,yellow,28.0,green,98.0,blue,,blue,,yellow,28.0,green,88.0,blue,,blue,,green,26.0,green,95.0
430,2022-04-14,blue,,blue,,green,28.0,green,98.0,blue,,blue,,yellow,30.0,green,97.0,blue,,blue,,green,29.0,green,97.0,blue,,blue,,green,29.0,green,96.0,blue,,blue,,green,26.5,green,98.0
431,2022-04-15,blue,,blue,,green,27.5,green,93.0,blue,,blue,,green,29.5,green,88.0,blue,,blue,,green,29.0,green,97.0,blue,,blue,,green,28.5,green,97.0,blue,,blue,,green,27.5,green,92.0
432,2022-04-16,blue,,blue,,green,27.5,green,95.0,blue,,blue,,green,30.0,green,88.0,blue,,blue,,green,29.0,green,96.0,blue,,blue,,yellow,28.5,green,96.0,blue,,blue,,green,28.0,green,83.0
433,2022-04-17,blue,,blue,,green,27.5,green,97.0,blue,,blue,,green,30.5,green,97.0,blue,,blue,,green,28.5,green,99.0,blue,,blue,,green,29.0,green,97.0,blue,,blue,,green,26.5,green,86.0
434,2022-04-18,blue,,blue,,green,28.0,green,97.0,blue,,blue,,green,31.0,green,97.0,blue,,blue,,green,28.5,green,99.0,blue,,blue,,green,30.0,green,99.0,blue,,blue,,green,26.5,green,93.0
435,2022-04-19,blue,,blue,,green,27.0,green,99.0,blue,,blue,,green,30.0,green,98.0,blue,,blue,,green,28.0,green,96.0,blue,,blue,,yellow,29.0,green,98.0,blue,,blue,,green,26.0,green,97.0
436,2022-04-20,blue,,blue,,green,27.5,green,98.0,blue,,blue,,green,30.5,green,96.0,blue,,blue,,green,28.5,green,99.0,blue,,blue,,green,29.5,green,97.0,blue,,blue,,green,27.0,green,96.0
437,2022-04-21,blue,,blue,,green,27.5,green,99.0,blue,,blue,,yellow,29.0,green,97.0,blue,,blue,,green,29.0,green,99.0,blue,,blue,,yellow,28.5,green,98.0,blue,,blue,,green,27.5,green,95.0
438,2022-04-22,blue,,blue,,green,28.5,green,99.0,blue,,blue,,green,29.5,green,97.0,blue,,blue,,green,29.5,green,96.0,blue,,blue,,green,29.0,green,99.0,blue,,blue,,green,28.5,green,96.0
439,2022-04-23,blue,,blue,,green,28.0,green,99.0,blue,,blue,,green,28.5,green,98.0,blue,,blue,,green,29.5,green,99.0,blue,,blue,,green,28.0,green,96.0,blue,,blue,,green,28.5,green,97.0
440,2022-04-24,blue,,blue,,green,27.0,green,99.0,blue,,blue,,green,27.5,green,98.0,blue,,blue,,green,28.5,green,99.0,blue,,blue,,green,27.0,green,99.0,blue,,blue,,green,27.5,green,97.0
441,2022-04-25,blue,,blue,,green,27.0,green,99.0,blue,,blue,,yellow,28.5,green,97.0,blue,,blue,,green,28.0,green,99.0,blue,,blue,,yellow,27.5,green,99.0,blue,,blue,,green,26.5,green,98.0
442,2022-04-26,blue,,blue,,green,27.5,green,96.0,blue,,blue,,yellow,30.0,green,97.0,blue,,blue,,green,28.0,green,97.0,blue,,blue,,yellow,29.0,green,98.0,blue,,blue,,green,26.0,green,99.0
443,2022-04-27,blue,,blue,,green,27.5,green,98.0,blue,,blue,,yellow,29.5,green,96.0,blue,,blue,,green,28.5,green,99.0,blue,,blue,,green,28.5,green,98.0,blue,,blue,,green,27.0,green,97.0
444,2022-04-28,blue,,blue,,green,26.5,green,99.0,blue,,blue,,yellow,28.0,green,97.0,blue,,blue,,green,28.0,green,97.0,blue,,blue,,green,27.5,green,98.0,blue,,blue,,green,26.5,green,97.0
445,2022-04-29,blue,,blue,,green,25.5,green,98.0,blue,,blue,,green,26.5,green,99.0,blue,,blue,,green,28.0,green,99.0,blue,,blue,,green,26.0,green,99.0,blue,,blue,,green,26.5,green,95.0
446,2022-04-30,blue,,blue,,green,25.5,green,98.0,blue,,blue,,green,26.5,green,98.0,blue,,blue,,green,28.0,green,99.0,blue,,blue,,green,26.0,green,97.0,blue,,blue,,green,26.0,green,96.0
447,2022-05-01,blue,,blue,,green,25.0,green,98.0,blue,,blue,,green,26.0,green,99.0,blue,,blue,,green,27.0,green,99.0,blue,,blue,,green,25.0,green,97.0,blue,,blue,,green,25.0,green,95.0
448,2022-05-02,blue,,blue,,green,23.5,green,98.0,blue,,blue,,green,25.0,green,99.0,blue,,blue,,green,26.0,green,97.0,blue,,blue,,green,23.5,green,99.0,blue,,blue,,green,23.0,green,96.0
449,2022-05-03,blue,,blue,,green,22.5,green,99.0,blue,,blue,,green,23.5,green,99.0,blue,,blue,,green,25.0,green,98.0,blue,,blue,,yellow,23.0,green,99.0,blue,,blue,,green,23.0,green,93.0
450,2022-05-04,blue,,blue,,green,22.0,green,99.0,blue,,blue,,green,23.5,green,99.0,blue,,blue,,green,24.0,green,99.0,blue,,blue,,green,22.0,green,97.0,blue,,blue,,green,21.5,green,96.0
451,2022-05-05,blue,,blue,,green,22.0,green,99.0,blue,,blue,,green,23.0,green,98.0,blue,,blue,,green,24.5,green,99.0,blue,,blue,,green,21.5,green,99.0,blue,,blue,,green,21.5,green,95.0
452,2022-05-06,blue,,blue,,green,22.5,green,99.0,blue,,blue,,green,23.5,green,99.0,blue,,blue,,green,25.0,green,99.0,blue,,blue,,green,22.0,green,99.0,blue,,blue,,green,22.0,green,95.0
453,2022-05-07,blue,,blue,,green,22.5,green,99.0,blue,,blue,,green,23.5,green,98.0,blue,,blue,,green,25.5,green,97.0,blue,,blue,,green,22.5,green,98.0,blue,,blue,,green,22.5,green,97.0
454,2022-05-08,blue,,blue,,green,23.0,green,99.0,blue,,blue,,green,24.5,green,97.0,blue,,blue,,green,26.0,green,99.0,blue,,blue,,green,23.0,green,99.0,blue,,blue,,green,22.5,green,96.0
455,2022-05-09,blue,,blue,,green,25.0,green,97.0,blue,,blue,,green,26.5,green,98.0,blue,,blue,,green,27.5,green,99.0,blue,,blue,,green,25.5,green,97.0,blue,,blue,,green,25.5,green,96.0
456,2022-05-10,blue,,blue,,green,27.0,green,99.0,blue,,blue,,green,27.5,green,99.0,blue,,blue,,green,28.5,green,99.0,blue,,blue,,green,27.0,green,97.0,blue,,blue,,green,27.5,green,99.0
457,2022-05-11,blue,,blue,,green,28.5,green,96.0,blue,,blue,,yellow,29.0,green,97.0,blue,,blue,,yellow,29.0,green,99.0,blue,,blue,,yellow,29.0,green,98.0,blue,,blue,,yellow,29.0,green,98.0
458,2022-05-12,blue,,blue,,yellow,28.0,green,98.0,blue,,blue,,yellow,28.5,green,97.0,blue,,blue,,yellow,28.0,green,99.0,blue,,blue,,yellow,28.0,green,98.0,blue,,blue,,yellow,28.5,green,98.0
459,2022-05-13,blue,,blue,,yellow,26.5,green,99.0,blue,,blue,,yellow,27.5,green,97.0,blue,,blue,,yellow,27.0,green,98.0,blue,,blue,,yellow,27.0,green,97.0,blue,,blue,,yellow,27.5,green,97.0
460,2022-05-14,blue,,blue,,yellow,27.0,green,98.0,blue,,blue,,yellow,27.5,green,96.0,blue,,blue,,yellow,27.0,green,99.0,blue,,blue,,yellow,27.5,green,97.0,blue,,blue,,yellow,27.5,green,98.0
461,2022-05-15,blue,,blue,,green,25.5,green,97.0,blue,,blue,,green,26.0,green,95.0,blue,,blue,,green,26.0,green,97.0,blue,,blue,,green,26.0,green,99.0,blue,,blue,,green,26.0,green,94.0
462,2022-05-16,blue,,blue,,green,24.5,green,97.0,blue,,blue,,green,25.0,green,92.0,blue,,blue,,green,25.0,green,97.0,blue,,blue,,green,25.0,green,96.0,blue,,blue,,green,25.0,green,86.0
463,2022-05-17,green,27.5,blue,,green,25.5,green,97.0,green,27.5,blue,,green,26.0,green,92.0,green,27.0,blue,,green,26.0,green,99.0,green,27.0,blue,,green,26.0,green,96.0,green,27.5,blue,,green,26.0,green,86.0
464,2022-05-18,green,23.5,green,95.0,green,24.0,green,96.0,green,24.5,green,97.0,green,25.0,green,86.0,green,24.0,green,89.0,green,24.5,green,99.0,green,23.5,green,97.0,green,24.5,green,97.0,green,24.5,green,97.0,green,25.0,green,93.0
465,2022-05-19,green,24.0,green,91.0,green,24.5,green,93.0,green,25.0,green,99.0,green,25.5,green,92.0,green,25.0,green,96.0,green,25.0,green,99.0,green,24.0,green,99.0,green,25.0,green,96.0,green,25.0,green,96.0,green,25.5,green,91.0
466,2022-05-20,green,27.0,green,97.0,green,26.5,green,96.0,green,26.5,green,97.0,green,27.0,green,96.0,green,26.5,green,97.0,green,27.0,green,98.0,green,26.0,green,97.0,green,27.0,green,99.0,green,26.5,green,97.0,green,27.5,green,98.0
467,2022-05-21,green,24.0,green,97.0,green,25.0,green,98.0,green,24.0,green,98.0,green,25.5,green,96.0,green,24.5,green,87.0,green,25.0,green,98.0,green,23.5,green,99.0,green,25.5,green,99.0,green,24.5,green,99.0,green,26.0,green,98.0
468,2022-05-22,green,21.5,green,89.0,green,22.0,green,97.0,green,22.5,green,96.0,green,23.0,green,97.0,green,22.0,green,91.0,green,23.0,green,99.0,green,22.5,green,98.0,green,23.5,green,98.0,green,23.5,green,97.0,green,23.5,green,94.0
469,2022-05-23,green,22.0,green,91.0,green,22.0,green,97.0,green,22.5,green,97.0,green,23.5,green,98.0,green,22.5,green,92.0,green,24.0,green,99.0,green,22.5,green,97.0,green,23.0,green,98.0,green,23.0,green,94.0,green,23.0,green,93.0
470,2022-05-24,green,23.5,green,93.0,green,23.5,green,98.0,green,23.5,green,97.0,green,24.0,green,97.0,green,23.5,green,87.0,green,24.0,green,97.0,green,23.5,green,98.0,green,24.0,green,97.0,green,24.5,green,95.0,green,24.0,green,92.0
471,2022-05-25,green,25.5,green,97.0,green,25.5,green,99.0,green,24.5,green,98.0,green,26.0,green,99.0,green,25.0,green,97.0,green,25.0,green,98.0,green,25.5,green,99.0,green,26.0,green,98.0,green,26.0,green,97.0,green,26.5,green,99.0
472,2022-05-26,green,24.5,green,94.0,green,24.5,green,99.0,green,24.0,green,99.0,green,25.0,green,98.0,green,24.0,green,96.0,green,24.0,green,99.0,green,24.5,green,99.0,green,25.0,green,98.0,green,25.0,green,98.0,green,25.5,green,99.0
473,2022-05-27,green,24.0,green,94.0,green,23.0,green,97.0,green,23.0,green,98.0,green,24.5,green,97.0,green,23.0,green,96.0,green,24.0,green,99.0,green,23.5,green,97.0,green,24.0,green,99.0,green,23.5,green,97.0,green,24.0,green,97.0
474,2022-05-28,green,24.5,green,93.0,green,24.0,green,98.0,green,24.0,green,99.0,green,24.5,green,95.0,green,23.5,green,93.0,green,24.0,green,99.0,green,24.5,green,99.0,green,24.5,green,98.0,green,24.5,green,98.0,green,25.0,green,97.0
475,2022-05-29,green,26.0,green,97.0,green,25.0,green,98.0,green,25.0,green,99.0,green,26.0,green,97.0,green,24.5,green,96.0,green,25.5,green,99.0,green,25.5,green,97.0,green,26.0,green,99.0,green,26.0,green,98.0,green,27.0,green,99.0
476,2022-05-30,green,27.5,green,95.0,green,27.0,green,99.0,yellow,27.0,green,97.0,yellow,27.5,green,97.0,yellow,26.5,green,94.0,yellow,27.0,green,97.0,green,27.0,green,99.0,green,27.5,green,99.0,green,27.5,green,98.0,green,28.0,green,97.0
477,2022-05-31,yellow,28.5,green,96.0,yellow,27.5,green,96.0,yellow,28.0,green,99.0,green,28.0,green,96.0,yellow,27.0,green,91.0,yellow,27.5,green,99.0,yellow,28.0,green,99.0,green,28.5,green,99.0,yellow,28.5,green,99.0,green,29.0,green,97.0
478,2022-06-01,green,27.5,green,97.0,green,26.5,green,99.0,green,26.5,green,97.0,green,27.0,green,97.0,green,26.0,green,87.0,green,26.0,green,99.0,green,27.5,green,96.0,green,27.0,green,99.0,green,28.0,green,96.0,green,28.0,green,98.0
479,2022-06-02,green,26.0,green,96.0,green,25.0,green,99.0,green,25.0,green,97.0,green,25.5,green,96.0,green,25.0,green,88.0,green,24.5,green,98.0,yellow,26.0,green,99.0,green,25.5,green,96.0,yellow,25.5,green,99.0,green,26.5,green,97.0
480,2022-06-03,green,26.0,green,95.0,green,25.0,green,98.0,green,25.5,green,97.0,yellow,26.0,green,97.0,green,25.5,green,91.0,yellow,25.0,green,97.0,green,25.5,green,98.0,green,25.5,green,99.0,green,26.0,green,99.0,green,26.0,green,99.0
481,2022-06-04,yellow,26.5,green,95.0,green,25.5,green,96.0,yellow,26.0,green,97.0,yellow,26.5,green,95.0,yellow,26.5,green,91.0,yellow,25.5,green,99.0,yellow,26.0,green,99.0,yellow,26.0,green,99.0,green,27.0,green,99.0,yellow,26.5,green,96.0
482,2022-06-05,yellow,27.0,green,95.0,green,26.0,green,99.0,yellow,26.5,green,93.0,yellow,26.5,green,93.0,green,26.5,green,87.0,yellow,25.5,green,99.0,green,27.0,green,99.0,green,26.5,green,99.0,green,27.5,green,97.0,green,27.0,green,96.0
483,2022-06-06,green,26.0,green,93.0,green,25.5,green,99.0,green,25.5,green,96.0,green,26.0,green,94.0,green,25.0,green,89.0,green,24.5,green,97.0,green,26.0,green,99.0,green,26.0,green,97.0,green,26.5,green,99.0,green,26.5,green,99.0
484,2022-06-07,yellow,27.0,green,95.0,yellow,26.0,green,99.0,yellow,26.0,green,95.0,yellow,27.0,green,97.0,green,25.5,green,87.0,yellow,26.0,green,98.0,green,27.0,green,99.0,green,27.0,green,98.0,green,27.5,green,98.0,green,27.5,green,99.0
485,2022-06-08,green,26.0,green,96.0,green,25.0,green,99.0,green,25.0,green,95.0,green,25.5,green,97.0,green,24.5,green,86.0,green,24.5,green,98.0,green,26.0,green,99.0,green,26.0,green,99.0,green,26.5,green,96.0,green,27.0,green,98.0
486,2022-06-09,green,26.0,green,96.0,green,25.0,green,99.0,green,25.5,green,96.0,green,26.0,green,95.0,green,26.0,green,89.0,green,25.0,green,98.0,green,25.5,green,98.0,green,26.0,green,98.0,green,26.5,green,98.0,green,26.5,green,99.0
487,2022-06-10,green,25.5,green,96.0,green,24.5,green,99.0,green,24.5,green,97.0,green,24.5,green,96.0,green,24.0,green,84.0,green,23.5,green,97.0,green,25.5,green,99.0,green,25.5,green,97.0,green,26.0,blue,,green,26.0,green,96.0
488,2022-06-11,green,26.5,green,96.0,green,25.5,green,98.0,green,26.0,green,97.0,green,26.0,green,97.0,green,26.0,green,91.0,green,25.5,green,97.0,green,26.5,green,99.0,green,26.5,green,99.0,green,27.0,green,98.0,green,27.0,green,96.0
489,2022-06-12,green,28.5,green,97.0,green,27.5,green,99.0,green,27.5,green,97.0,green,28.0,green,96.0,green,27.5,green,86.0,green,27.5,green,97.0,green,28.5,green,99.0,green,28.5,green,99.0,green,29.0,green,97.0,green,29.0,green,99.0
490,2022-06-13,yellow,30.5,green,98.0,yellow,30.0,green,99.0,yellow,30.5,green,99.0,yellow,30.5,green,97.0,red,30.0,green,91.0,yellow,30.0,green,98.0,yellow,30.5,green,98.0,green,31.0,green,97.0,green,31.0,green,97.0,green,31.5,green,96.0
491,2022-06-14,yellow,31.5,green,99.0,yellow,30.5,green,97.0,yellow,31.0,green,99.0,yellow,31.0,green,97.0,red,30.0,green,91.0,red,30.5,green,98.0,yellow,31.0,green,99.0,yellow,31.0,blue,,yellow,31.0,green,98.0,yellow,31.5,green,97.0
492,2022-06-15,yellow,31.0,green,97.0,yellow,30.0,green,99.0,yellow,31.0,green,97.0,yellow,31.0,green,96.0,red,30.0,green,92.0,red,30.0,green,97.0,yellow,31.0,green,98.0,yellow,31.0,green,99.0,yellow,31.0,green,99.0,yellow,31.0,green,96.0
493,2022-06-16,yellow,31.0,green,99.0,yellow,30.0,green,98.0,yellow,31.0,green,99.0,yellow,31.0,green,96.0,red,30.0,green,94.0,yellow,30.5,green,99.0,yellow,31.0,green,96.0,yellow,31.0,green,99.0,yellow,31.0,green,99.0,yellow,31.0,green,99.0
494,2022-06-17,yellow,28.5,green,97.0,green,27.0,green,97.0,yellow,27.5,green,99.0,green,27.5,green,96.0,yellow,27.5,green,92.0,green,27.0,green,99.0,green,28.5,green,97.0,green,28.0,green,96.0,green,29.5,green,97.0,green,29.0,green,99.0
495,2022-06-18,green,26.0,green,99.0,green,25.5,green,96.0,green,25.5,green,96.0,green,25.5,green,94.0,green,25.5,green,88.0,yellow,25.0,green,99.0,green,26.5,green,99.0,green,26.5,green,97.0,green,27.5,green,98.0,green,27.5,green,97.0
496,2022-06-19,yellow,26.0,green,97.0,green,25.0,green,99.0,yellow,25.0,green,97.0,green,26.0,green,95.0,green,26.0,green,89.0,yellow,25.5,green,99.0,green,26.0,green,99.0,green,26.0,green,99.0,green,26.5,green,98.0,green,26.5,green,96.0
497,2022-06-20,yellow,27.5,green,96.0,yellow,26.5,green,99.0,yellow,27.0,green,97.0,yellow,27.0,green,95.0,red,27.0,green,89.0,yellow,26.5,green,97.0,yellow,27.5,green,99.0,yellow,27.5,green,98.0,yellow,27.5,green,98.0,yellow,28.0,green,98.0
498,2022-06-21,yellow,29.5,green,98.0,yellow,29.0,green,98.0,red,29.0,green,97.0,yellow,29.0,green,95.0,red,28.0,green,87.0,yellow,28.5,green,99.0,yellow,29.5,green,98.0,yellow,30.0,green,98.0,yellow,30.0,green,96.0,yellow,30.0,green,97.0
499,2022-06-22,yellow,29.0,green,99.0,yellow,28.5,green,97.0,yellow,28.5,green,97.0,yellow,29.0,green,92.0,yellow,28.5,green,89.0,yellow,28.5,green,97.0,yellow,29.0,green,97.0,yellow,29.5,green,97.0,yellow,29.5,green,98.0,yellow,30.0,green,96.0
500,2022-06-23,yellow,28.0,green,96.0,yellow,27.0,green,97.0,yellow,27.0,green,97.0,yellow,27.5,green,95.0,yellow,27.5,green,91.0,yellow,27.0,green,98.0,green,28.0,green,99.0,green,28.5,green,98.0,green,29.0,green,97.0,green,29.0,green,96.0
501,2022-06-24,yellow,28.0,green,97.0,yellow,27.5,green,99.0,yellow,27.5,green,96.0,yellow,27.5,green,96.0,yellow,27.5,green,93.0,yellow,27.0,green,98.0,yellow,28.0,green,98.0,yellow,28.5,green,97.0,yellow,29.0,green,98.0,green,29.0,green,98.0
502,2022-06-25,green,29.0,green,99.0,green,28.0,green,99.0,green,28.5,green,97.0,green,28.5,green,96.0,red,28.0,green,88.0,yellow,28.0,green,97.0,green,29.0,green,99.0,green,29.5,green,97.0,green,29.5,green,97.0,green,30.0,green,98.0
503,2022-06-26,green,26.5,green,99.0,green,25.5,green,99.0,green,25.5,green,97.0,green,25.5,green,98.0,green,25.0,green,89.0,green,25.0,green,97.0,green,27.0,green,99.0,green,27.5,green,97.0,green,28.0,green,96.0,green,28.0,green,97.0
504,2022-06-27,green,25.0,green,96.0,green,25.0,green,99.0,green,24.5,green,97.0,green,25.0,green,95.0,green,25.0,green,89.0,yellow,24.5,green,97.0,green,26.0,green,97.0,green,26.0,green,98.0,green,27.0,green,98.0,green,26.5,green,97.0
505,2022-06-28,green,25.0,green,98.0,green,25.0,green,97.0,yellow,25.0,green,95.0,yellow,25.0,green,95.0,green,25.5,green,93.0,yellow,24.5,green,99.0,green,26.0,green,99.0,green,26.5,green,96.0,green,26.5,green,98.0,green,26.5,green,98.0
506,2022-06-29,yellow,26.5,green,98.0,yellow,26.0,green,99.0,yellow,26.0,green,96.0,yellow,26.0,green,95.0,yellow,26.0,green,96.0,green,26.0,green,96.0,green,27.0,green,99.0,green,27.0,green,99.0,green,27.5,green,98.0,green,27.5,green,97.0
507,2022-06-30,yellow,28.0,green,99.0,yellow,27.5,green,98.0,yellow,27.5,green,96.0,yellow,27.5,green,92.0,red,26.5,green,92.0,yellow,27.0,green,98.0,yellow,28.0,green,97.0,yellow,28.5,green,99.0,yellow,28.5,green,98.0,yellow,29.0,green,99.0
508,2022-07-01,yellow,29.5,green,97.0,red,29.0,green,99.0,red,29.5,green,97.0,yellow,29.5,green,97.0,red,28.5,green,97.0,yellow,29.0,green,97.0,yellow,29.5,green,98.0,yellow,30.0,green,98.0,yellow,30.5,green,96.0,yellow,30.5,green,97.0
509,2022-07-02,green,26.5,green,99.0,green,26.0,green,97.0,green,26.0,green,97.0,green,26.0,green,95.0,green,26.5,green,95.0,green,26.0,green,98.0,green,27.0,green,99.0,green,27.5,green,98.0,green,28.5,green,99.0,green,28.5,green,96.0
510,2022-07-03,yellow,27.5,green,97.0,green,26.5,green,99.0,yellow,27.0,green,97.0,yellow,27.0,green,96.0,green,27.0,green,95.0,green,27.0,green,98.0,yellow,28.0,green,98.0,green,28.0,green,97.0,yellow,29.0,green,97.0,green,29.0,green,98.0
511,2022-07-04,green,29.0,green,99.0,green,28.5,green,97.0,green,28.5,green,97.0,green,28.5,green,92.0,yellow,28.5,green,92.0,yellow,28.0,green,97.0,green,29.5,green,99.0,green,29.5,green,98.0,green,30.0,green,97.0,green,30.0,green,99.0
512,2022-07-05,yellow,31.0,green,99.0,yellow,30.5,green,97.0,yellow,31.0,green,97.0,yellow,31.0,green,95.0,red,30.0,green,94.0,yellow,30.5,green,95.0,yellow,31.0,green,97.0,yellow,31.0,green,98.0,yellow,31.5,green,98.0,yellow,31.5,green,98.0
