,Date (America/Chicago),"Maschhoff_TPLJ_RM1_C Temp shock - color
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C Temp (°C) - data
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C ReHS - color
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C ReHS - data
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_E Temp shock - color
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E Temp (°C) - data
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E ReHS - color
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E ReHS - data
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_W Temp shock - color
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W Temp (°C) - data
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W ReHS - color
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W ReHS - data
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM2_C Temp shock - color
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C Temp (°C) - data
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C ReHS - color
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C ReHS - data
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_E Temp shock - color
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E Temp (°C) - data
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E ReHS - color
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E ReHS - data
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_W Temp shock - color
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W Temp (°C) - data
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W ReHS - color
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W ReHS - data
 (MO201301-MLJQ4R57)"
168,2021-10-30,green,20.0,green,89.0,green,18.5,yellow,53.0,green,19.0,green,78.0,green,22.0,green,75.0,yellow,23.0,yellow,49.0,green,21.5,green,90.0
169,2021-10-31,green,18.5,green,91.0,green,17.5,green,72.0,green,17.0,yellow,54.0,green,21.5,green,65.0,red,23.5,red,32.0,yellow,20.5,green,88.0
170,2021-11-01,green,19.0,green,90.0,green,18.5,green,72.0,yellow,17.5,yellow,45.0,green,21.0,red,28.0,yellow,21.5,red,19.0,green,21.5,green,69.0
171,2021-11-02,green,19.5,green,70.0,green,18.5,green,71.0,yellow,18.0,red,22.0,green,20.0,red,24.0,green,19.0,red,17.0,green,20.0,yellow,53.0
172,2021-11-03,green,19.0,green,82.0,green,18.5,green,70.0,yellow,17.5,red,19.0,green,20.0,red,18.0,green,19.0,red,13.0,green,20.0,yellow,46.0
173,2021-11-04,green,20.0,green,74.0,green,18.5,yellow,52.0,green,19.5,red,31.0,green,20.5,red,19.0,green,19.5,red,14.0,green,19.5,red,33.0
174,2021-11-05,green,20.0,green,81.0,green,19.0,yellow,50.0,green,19.0,yellow,51.0,green,21.0,red,34.0,green,20.0,red,25.0,green,19.5,yellow,53.0
175,2021-11-06,green,20.5,green,84.0,green,20.0,red,32.0,green,20.0,green,79.0,green,20.5,red,29.0,yellow,20.0,red,36.0,green,20.0,green,80.0
176,2021-11-07,green,20.5,green,91.0,green,19.5,red,28.0,green,20.0,green,82.0,green,20.5,yellow,53.0,green,20.0,red,29.0,green,20.0,green,85.0
177,2021-11-08,green,19.5,green,91.0,green,18.5,red,34.0,green,18.5,green,87.0,green,20.0,green,71.0,green,19.5,yellow,52.0,green,19.5,green,87.0
178,2021-11-09,green,19.5,green,95.0,green,18.5,yellow,53.0,yellow,18.5,green,84.0,green,19.5,green,76.0,green,18.5,yellow,54.0,green,18.5,green,89.0
179,2021-11-10,green,19.0,green,93.0,green,18.0,green,72.0,green,18.5,green,87.0,green,19.0,green,79.0,green,18.5,green,71.0,green,18.5,green,93.0
180,2021-11-11,yellow,18.0,green,91.0,green,18.5,green,70.0,yellow,17.5,green,89.0,green,18.5,green,79.0,green,18.0,green,72.0,green,18.0,green,93.0
181,2021-11-12,yellow,17.5,green,95.0,green,18.0,green,78.0,yellow,16.0,green,88.0,green,19.0,green,84.0,green,19.0,green,73.0,green,18.0,green,96.0
182,2021-11-13,green,18.0,green,95.0,green,17.5,green,79.0,yellow,17.0,green,88.0,green,18.5,green,82.0,green,18.0,green,70.0,green,17.5,green,92.0
183,2021-11-14,green,17.5,green,97.0,green,17.0,green,79.0,yellow,16.5,green,82.0,green,18.0,green,84.0,green,18.5,green,75.0,green,17.5,green,95.0
184,2021-11-15,green,18.0,green,96.0,yellow,17.0,green,82.0,yellow,17.0,green,78.0,green,18.5,green,86.0,green,18.5,green,71.0,green,17.5,green,92.0
185,2021-11-16,yellow,19.0,green,99.0,red,16.5,green,87.0,yellow,18.5,green,95.0,yellow,19.0,green,87.0,red,18.5,green,75.0,green,19.0,green,94.0
186,2021-11-17,yellow,18.0,green,97.0,yellow,18.0,green,83.0,yellow,17.0,green,95.0,green,18.0,green,86.0,green,18.5,green,81.0,green,18.0,green,95.0
187,2021-11-18,yellow,16.5,green,99.0,green,17.0,green,75.0,yellow,14.5,green,95.0,green,18.0,green,88.0,yellow,17.5,green,79.0,green,17.0,green,96.0
188,2021-11-19,green,16.0,green,94.0,green,17.0,green,66.0,green,16.5,green,88.0,green,18.0,green,87.0,green,17.5,green,82.0,green,17.5,green,92.0
189,2021-11-20,green,16.0,green,87.0,green,17.5,red,25.0,green,17.0,green,73.0,green,18.5,green,87.0,green,18.0,green,82.0,green,18.0,green,93.0
190,2021-11-21,yellow,15.0,green,75.0,green,16.5,red,22.0,yellow,16.0,yellow,44.0,green,17.5,green,78.0,green,17.5,green,76.0,green,17.5,green,91.0
191,2021-11-22,yellow,15.5,green,77.0,green,16.5,red,36.0,yellow,15.0,red,29.0,green,17.5,green,71.0,green,17.5,yellow,51.0,green,18.0,green,77.0
192,2021-11-23,green,18.0,green,90.0,green,18.0,yellow,54.0,green,17.5,green,82.0,green,20.0,yellow,51.0,green,20.0,red,31.0,green,19.0,green,81.0
193,2021-11-24,yellow,15.5,green,96.0,yellow,17.5,green,82.0,yellow,17.0,green,92.0,green,19.5,yellow,57.0,green,18.5,red,34.0,green,17.5,green,81.0
194,2021-11-25,green,15.0,green,97.0,green,15.5,green,85.0,yellow,13.5,green,89.0,green,17.0,green,73.0,green,17.0,yellow,54.0,yellow,16.0,green,77.0
195,2021-11-26,green,15.0,green,99.0,green,16.5,green,92.0,green,16.0,green,93.0,green,18.0,green,82.0,green,17.5,green,73.0,green,17.0,green,90.0
196,2021-11-27,green,15.5,green,97.0,green,17.0,green,90.0,green,16.5,green,95.0,yellow,19.0,green,85.0,green,18.5,green,77.0,green,18.0,green,95.0
197,2021-11-28,green,14.0,green,97.0,yellow,16.0,green,88.0,green,16.0,green,95.0,green,18.0,green,90.0,green,17.0,green,80.0,green,17.5,green,95.0
198,2021-11-29,yellow,17.0,green,96.0,green,18.0,green,86.0,green,18.0,green,97.0,yellow,19.5,green,95.0,yellow,18.5,green,84.0,yellow,19.0,green,98.0
199,2021-11-30,green,15.5,green,99.0,green,17.0,green,92.0,green,17.5,green,96.0,green,19.0,green,93.0,green,18.5,green,87.0,green,17.5,green,97.0
200,2021-12-01,green,17.0,green,98.0,green,17.5,green,89.0,green,18.0,green,96.0,green,20.0,green,94.0,green,19.5,green,82.0,green,19.0,green,97.0
201,2021-12-02,green,16.5,green,98.0,green,17.0,green,88.0,green,18.5,green,96.0,green,19.5,green,95.0,green,19.0,green,84.0,green,18.5,green,96.0
202,2021-12-03,green,15.5,green,96.0,yellow,16.5,green,86.0,green,17.0,green,95.0,green,18.5,green,93.0,green,18.0,green,80.0,yellow,17.5,green,96.0
203,2021-12-04,yellow,14.5,green,98.0,green,16.5,green,88.0,yellow,16.0,green,94.0,green,17.5,green,95.0,green,16.5,green,86.0,green,16.5,green,97.0
204,2021-12-05,yellow,15.0,green,99.0,green,16.5,green,84.0,yellow,15.5,green,95.0,green,19.0,green,94.0,green,18.0,green,87.0,green,17.0,green,96.0
205,2021-12-06,green,14.5,green,96.0,green,16.0,green,84.0,yellow,13.0,green,96.0,green,18.0,green,94.0,green,17.5,green,83.0,green,16.0,green,96.0
206,2021-12-07,red,14.5,green,97.0,yellow,16.5,green,89.0,yellow,13.5,green,93.0,green,17.5,green,92.0,green,17.5,green,85.0,yellow,16.5,green,96.0
207,2021-12-08,yellow,14.5,green,99.0,yellow,16.0,green,90.0,yellow,14.0,green,93.0,green,17.5,green,91.0,green,17.5,green,87.0,green,16.5,green,96.0
208,2021-12-09,green,15.0,green,98.0,green,16.0,green,89.0,green,16.0,green,92.0,green,19.0,green,85.0,green,17.5,green,82.0,green,17.0,green,96.0
209,2021-12-10,yellow,14.0,green,99.0,green,16.5,green,86.0,yellow,15.5,green,96.0,green,17.5,green,89.0,green,17.0,green,84.0,green,17.0,green,95.0
210,2021-12-11,yellow,14.5,green,99.0,green,16.0,green,90.0,yellow,14.5,green,95.0,green,18.0,green,84.0,green,17.5,green,85.0,green,16.5,green,89.0
211,2021-12-12,green,14.5,green,96.0,green,16.5,green,89.0,green,16.0,green,95.0,green,18.5,green,82.0,green,17.5,green,82.0,green,16.5,green,91.0
212,2021-12-13,green,14.5,green,98.0,green,16.5,green,87.0,green,16.0,green,95.0,green,18.0,green,89.0,green,17.5,green,80.0,green,17.0,green,96.0
213,2021-12-14,green,16.0,green,96.0,green,17.0,green,88.0,green,16.0,green,96.0,green,19.5,green,91.0,green,18.5,green,88.0,green,17.5,green,98.0
214,2021-12-15,red,19.5,green,99.0,green,19.0,green,86.0,yellow,19.5,green,97.0,yellow,22.0,green,95.0,yellow,20.5,green,91.0,yellow,20.5,green,99.0
215,2021-12-16,yellow,14.5,green,99.0,yellow,16.5,green,87.0,yellow,14.5,green,95.0,green,18.0,green,84.0,yellow,17.0,green,84.0,yellow,16.5,green,97.0
216,2021-12-17,yellow,15.0,green,98.0,yellow,16.0,green,80.0,yellow,15.0,green,97.0,green,17.5,green,80.0,green,17.0,green,89.0,green,16.0,green,96.0
217,2021-12-18,red,15.5,green,99.0,green,16.0,green,84.0,yellow,13.5,green,96.0,green,18.0,green,92.0,green,17.5,green,86.0,yellow,16.0,green,96.0
218,2021-12-19,yellow,15.0,green,97.0,green,16.0,green,90.0,yellow,14.5,green,97.0,green,18.0,green,95.0,green,17.0,green,88.0,green,16.5,green,96.0
219,2021-12-20,yellow,15.0,green,99.0,green,15.5,green,93.0,yellow,13.5,green,98.0,yellow,17.5,green,95.0,red,17.0,green,86.0,yellow,17.0,green,97.0
220,2021-12-21,red,15.0,green,99.0,yellow,16.0,green,92.0,yellow,13.0,green,97.0,yellow,17.5,green,96.0,yellow,16.5,green,89.0,yellow,16.5,green,97.0
221,2021-12-22,yellow,15.0,green,99.0,yellow,16.0,green,90.0,green,15.0,green,69.0,green,18.0,green,95.0,green,17.0,green,85.0,green,17.0,green,98.0
222,2021-12-23,green,14.5,green,99.0,green,16.0,green,92.0,green,16.0,yellow,48.0,green,18.0,green,94.0,green,17.0,green,86.0,green,17.5,green,99.0
223,2021-12-24,green,15.5,green,99.0,green,16.5,green,91.0,green,17.5,green,95.0,green,18.5,green,92.0,green,17.5,green,81.0,green,17.5,green,97.0
224,2021-12-25,red,15.0,green,99.0,yellow,16.0,green,92.0,yellow,14.5,green,96.0,green,18.0,green,93.0,green,17.5,green,83.0,red,17.0,green,97.0
225,2021-12-26,yellow,15.5,green,99.0,green,16.0,green,92.0,green,14.5,green,96.0,green,17.5,green,91.0,green,17.0,green,87.0,green,16.5,green,96.0
226,2021-12-27,red,14.0,green,99.0,yellow,16.0,green,93.0,yellow,14.0,green,97.0,green,18.0,green,93.0,green,17.5,green,86.0,yellow,17.0,green,99.0
227,2021-12-28,red,15.5,green,98.0,green,16.0,green,91.0,yellow,14.0,green,95.0,green,18.0,green,94.0,green,17.0,green,87.0,yellow,16.5,green,98.0
228,2021-12-29,red,16.0,green,98.0,yellow,15.5,green,91.0,yellow,13.5,green,95.0,green,17.5,green,95.0,yellow,16.5,green,91.0,red,15.5,green,96.0
229,2021-12-30,red,15.0,green,97.0,yellow,15.5,green,93.0,green,14.5,green,97.0,green,18.0,green,96.0,green,17.0,green,86.0,yellow,16.5,green,98.0
230,2021-12-31,yellow,16.0,green,98.0,yellow,15.5,green,93.0,yellow,12.5,green,94.0,green,18.5,green,96.0,green,17.5,green,85.0,yellow,17.0,green,98.0
231,2022-01-01,green,16.5,green,97.0,green,15.5,green,91.0,red,12.5,green,90.0,green,17.5,green,92.0,green,16.5,green,88.0,green,16.0,green,97.0
232,2022-01-02,green,16.5,green,97.0,green,16.0,green,93.0,yellow,13.5,green,89.0,green,17.5,green,92.0,red,15.5,green,91.0,yellow,15.5,green,94.0
233,2022-01-03,yellow,15.5,green,99.0,yellow,16.0,green,88.0,green,14.0,green,97.0,green,18.0,green,85.0,green,15.0,green,87.0,green,15.5,green,91.0
234,2022-01-04,yellow,15.0,green,99.0,green,16.0,green,92.0,yellow,14.5,green,96.0,green,19.0,green,85.0,green,17.5,green,87.0,green,16.5,green,80.0
235,2022-01-05,yellow,16.5,green,98.0,green,16.0,green,92.0,yellow,11.5,green,94.0,green,18.0,green,94.0,green,17.0,green,90.0,green,14.0,green,92.0
236,2022-01-06,green,17.0,green,97.0,green,16.0,green,91.0,yellow,14.0,green,94.0,green,17.5,green,94.0,green,16.5,green,88.0,green,15.0,green,91.0
237,2022-01-07,yellow,17.0,green,96.0,green,16.0,green,90.0,yellow,13.0,green,94.0,green,17.5,green,97.0,red,15.5,green,90.0,yellow,15.0,green,97.0
238,2022-01-08,red,15.5,green,99.0,yellow,16.0,green,87.0,yellow,14.0,green,94.0,green,18.5,green,97.0,green,17.0,green,87.0,green,16.0,green,97.0
239,2022-01-09,red,15.5,green,97.0,yellow,15.5,green,92.0,yellow,13.0,green,96.0,green,17.5,green,96.0,yellow,17.0,green,87.0,green,15.0,green,97.0
240,2022-01-10,red,16.0,green,99.0,green,15.5,green,91.0,green,13.5,green,97.0,green,18.0,green,96.0,green,18.0,green,78.0,green,16.0,green,96.0
241,2022-01-11,green,15.5,green,98.0,green,16.5,green,91.0,green,15.5,green,94.0,green,17.0,green,94.0,green,17.0,green,68.0,yellow,16.0,green,96.0
242,2022-01-12,red,15.5,green,99.0,yellow,16.5,green,91.0,yellow,17.0,green,93.0,green,18.5,green,94.0,green,17.0,green,74.0,yellow,17.0,green,97.0
243,2022-01-13,yellow,15.0,green,97.0,yellow,16.0,green,92.0,green,16.0,green,95.0,green,18.0,green,92.0,green,16.5,green,77.0,yellow,17.0,green,96.0
244,2022-01-14,yellow,14.5,green,99.0,yellow,16.0,green,92.0,yellow,14.0,green,94.0,green,17.5,green,90.0,yellow,16.0,green,77.0,red,17.0,green,94.0
245,2022-01-15,green,16.0,green,99.0,green,15.5,green,94.0,yellow,12.0,green,96.0,green,16.5,green,90.0,yellow,16.0,green,80.0,yellow,15.5,green,93.0
246,2022-01-16,red,15.5,green,99.0,red,16.0,green,89.0,green,13.5,green,98.0,green,17.0,green,94.0,green,15.5,green,82.0,yellow,17.0,green,91.0
247,2022-01-17,yellow,15.0,green,98.0,yellow,15.5,green,90.0,yellow,14.0,green,98.0,green,18.0,green,95.0,red,17.0,green,86.0,red,17.0,green,97.0
248,2022-01-18,yellow,17.0,green,98.0,yellow,17.5,green,88.0,yellow,15.5,green,96.0,green,19.0,green,92.0,green,20.0,green,86.0,green,19.0,green,94.0
249,2022-01-19,green,17.5,green,99.0,green,17.0,green,93.0,red,12.0,green,87.0,green,17.0,green,85.0,yellow,15.5,green,86.0,green,16.0,green,93.0
250,2022-01-20,green,17.5,green,97.0,green,16.5,green,91.0,red,13.5,green,85.0,green,17.0,green,89.0,red,17.0,green,78.0,green,17.0,green,93.0
251,2022-01-21,yellow,17.0,green,97.0,green,16.0,green,89.0,yellow,12.5,green,85.0,green,17.0,green,91.0,green,15.0,green,81.0,green,16.0,green,90.0
252,2022-01-22,green,16.0,green,97.0,green,17.5,green,90.0,green,13.5,green,91.0,green,17.0,green,93.0,green,16.0,green,81.0,green,16.0,green,95.0
253,2022-01-23,green,17.0,green,97.0,green,17.0,green,86.0,yellow,11.5,green,92.0,green,17.0,green,95.0,yellow,15.0,green,69.0,green,15.0,green,96.0
254,2022-01-24,green,16.5,green,99.0,green,16.5,green,88.0,yellow,12.0,green,93.0,green,17.5,green,93.0,yellow,16.0,green,78.0,green,15.5,green,96.0
255,2022-01-25,green,17.0,green,97.0,green,16.5,green,85.0,red,12.5,green,87.0,green,17.0,green,93.0,yellow,16.0,green,79.0,green,16.0,green,92.0
256,2022-01-26,green,17.0,green,93.0,green,16.5,green,88.0,yellow,14.5,green,89.0,green,17.0,green,91.0,green,15.5,green,82.0,green,16.0,green,94.0
257,2022-01-27,green,17.5,green,90.0,green,16.0,green,84.0,red,14.5,green,86.0,green,17.5,green,93.0,yellow,15.5,green,78.0,green,16.5,green,96.0
258,2022-01-28,green,17.5,green,98.0,green,15.5,green,83.0,yellow,15.0,green,83.0,green,17.5,green,93.0,green,16.0,green,84.0,green,16.0,green,95.0
259,2022-01-29,green,17.5,green,98.0,green,16.0,green,83.0,green,15.0,green,87.0,green,17.5,green,93.0,green,16.5,green,82.0,green,16.5,green,97.0
260,2022-01-30,green,17.5,green,96.0,green,16.0,green,85.0,yellow,14.5,green,87.0,green,17.5,green,88.0,green,16.5,green,82.0,green,16.0,green,97.0
261,2022-01-31,green,17.0,green,96.0,yellow,17.0,green,88.0,yellow,16.0,green,92.0,green,16.5,green,88.0,yellow,16.0,green,84.0,green,17.0,green,93.0
262,2022-02-01,blue,17.5,blue,,blue,17.0,blue,,blue,17.5,blue,,blue,17.0,blue,,blue,17.0,blue,,blue,18.0,blue,
263,2022-02-02,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
264,2022-02-03,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
265,2022-02-04,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
266,2022-02-05,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
267,2022-02-06,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
268,2022-02-07,blue,30.0,blue,,blue,29.0,blue,,blue,29.5,blue,,blue,29.5,blue,,blue,29.5,blue,,blue,30.0,blue,
269,2022-02-08,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
270,2022-02-09,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
271,2022-02-10,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
272,2022-02-11,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
273,2022-02-12,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
274,2022-02-13,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
275,2022-02-14,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
276,2022-02-15,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
277,2022-02-16,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
278,2022-02-17,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
279,2022-02-18,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
280,2022-02-19,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
281,2022-02-20,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
282,2022-02-21,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
283,2022-02-22,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
284,2022-02-23,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
285,2022-02-24,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
286,2022-02-25,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
287,2022-02-26,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
288,2022-02-27,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
289,2022-02-28,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
290,2022-03-01,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
291,2022-03-02,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
292,2022-03-03,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
293,2022-03-04,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
294,2022-03-05,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
295,2022-03-06,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
296,2022-03-07,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
297,2022-03-08,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
298,2022-03-09,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
299,2022-03-10,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
300,2022-03-11,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,28.5,blue,,blue,,blue,
301,2022-03-12,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,28.5,blue,33.0,blue,,blue,
302,2022-03-13,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,25.5,blue,35.0,blue,,blue,
303,2022-03-14,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,red,25.0,blue,36.0,blue,,blue,
304,2022-03-15,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,red,25.0,blue,38.0,blue,,blue,
305,2022-03-16,blue,27.5,blue,,blue,28.0,blue,,blue,27.0,blue,,blue,,blue,,yellow,24.0,yellow,46.0,blue,,blue,
306,2022-03-17,blue,28.0,blue,94.0,blue,28.0,blue,35.0,blue,28.0,blue,77.0,blue,,blue,,yellow,24.0,yellow,48.0,blue,,blue,
307,2022-03-18,green,28.0,blue,,yellow,28.0,red,31.0,green,28.0,green,77.0,green,24.0,blue,,red,24.0,blue,,green,23.0,blue,
308,2022-03-19,green,27.5,green,97.0,yellow,28.0,red,34.0,yellow,27.5,green,79.0,green,24.0,yellow,60.0,red,24.5,red,39.0,green,23.5,green,77.0
309,2022-03-20,green,26.5,green,97.0,yellow,27.0,red,29.0,green,27.0,green,74.0,green,23.5,yellow,49.0,green,24.0,red,29.0,green,24.0,green,72.0
310,2022-03-21,green,26.5,green,96.0,yellow,26.0,red,34.0,yellow,26.0,green,81.0,green,22.0,red,39.0,yellow,21.5,red,28.0,green,23.5,green,76.0
311,2022-03-22,green,26.5,green,95.0,yellow,27.0,red,36.0,green,26.5,green,82.0,green,23.0,yellow,57.0,yellow,23.0,red,39.0,green,22.0,green,75.0
312,2022-03-23,green,26.5,green,92.0,yellow,27.0,red,36.0,yellow,27.0,green,79.0,green,23.5,yellow,57.0,red,24.0,red,40.0,green,22.5,green,81.0
313,2022-03-24,green,26.5,green,92.0,yellow,27.0,red,32.0,green,26.5,green,82.0,green,23.0,yellow,57.0,red,23.0,red,30.0,green,22.5,green,83.0
314,2022-03-25,green,26.0,green,96.0,yellow,26.5,red,38.0,yellow,25.5,green,79.0,green,22.5,yellow,56.0,yellow,21.5,yellow,53.0,green,22.5,green,85.0
315,2022-03-26,green,26.0,green,96.0,yellow,27.0,red,34.0,green,26.0,green,78.0,green,23.0,green,65.0,yellow,23.0,yellow,51.0,green,22.5,green,88.0
316,2022-03-27,green,26.0,green,96.0,yellow,26.5,red,40.0,green,26.0,green,77.0,green,23.0,green,64.0,yellow,23.0,yellow,56.0,green,22.0,green,86.0
317,2022-03-28,green,26.0,green,97.0,yellow,26.5,red,37.0,green,25.5,green,79.0,green,22.0,green,65.0,red,21.5,yellow,49.0,green,22.0,green,89.0
318,2022-03-29,green,26.0,green,93.0,yellow,26.5,red,28.0,green,25.0,green,74.0,green,21.5,yellow,60.0,green,19.5,yellow,54.0,green,22.0,green,86.0
319,2022-03-30,green,26.0,green,94.0,yellow,26.5,red,31.0,green,25.0,green,68.0,green,21.5,green,67.0,yellow,20.5,yellow,49.0,green,21.5,green,88.0
320,2022-03-31,green,25.5,green,92.0,yellow,26.5,red,28.0,green,25.5,green,64.0,green,21.5,green,64.0,red,21.0,yellow,57.0,green,21.5,green,92.0
321,2022-04-01,green,25.5,green,86.0,yellow,26.0,red,20.0,green,24.5,yellow,57.0,green,21.5,green,66.0,yellow,20.5,green,67.0,green,22.0,green,88.0
322,2022-04-02,green,24.5,green,80.0,yellow,25.0,red,22.0,green,24.5,yellow,53.0,green,21.0,yellow,56.0,red,19.0,green,64.0,green,21.5,green,85.0
323,2022-04-03,green,24.5,green,82.0,yellow,25.0,red,19.0,green,24.0,yellow,53.0,green,21.0,green,65.0,green,19.5,green,65.0,green,21.5,green,85.0
324,2022-04-04,green,24.0,green,85.0,yellow,24.5,red,17.0,green,23.5,yellow,54.0,green,20.5,yellow,50.0,yellow,19.0,yellow,53.0,green,21.5,green,81.0
325,2022-04-05,green,24.0,green,84.0,yellow,25.0,red,18.0,yellow,23.0,yellow,43.0,green,20.0,red,36.0,red,18.0,red,32.0,green,21.5,yellow,56.0
326,2022-04-06,green,24.5,green,84.0,yellow,25.0,red,17.0,yellow,22.5,red,39.0,green,20.0,red,20.0,red,17.5,red,24.0,green,20.5,red,29.0
327,2022-04-07,green,24.5,green,80.0,yellow,25.5,red,12.0,yellow,23.5,red,29.0,green,20.0,red,18.0,red,18.0,red,12.0,green,20.0,red,35.0
328,2022-04-08,green,24.5,green,83.0,yellow,25.5,red,9.0,green,24.0,red,18.0,green,19.5,red,13.0,red,18.0,red,13.0,green,20.5,red,32.0
329,2022-04-09,green,24.5,green,76.0,yellow,25.0,red,6.0,green,24.0,red,8.0,green,20.0,red,14.0,green,19.0,red,12.0,green,21.5,red,28.0
330,2022-04-10,green,24.5,green,71.0,yellow,25.0,red,2.0,green,23.5,red,7.0,green,20.5,red,22.0,yellow,18.5,red,13.0,green,22.0,red,38.0
331,2022-04-11,green,24.0,yellow,59.0,yellow,24.5,red,2.0,green,23.0,red,5.0,green,20.5,red,24.0,yellow,18.5,red,25.0,green,21.5,red,33.0
332,2022-04-12,yellow,24.0,green,67.0,green,24.5,red,7.0,green,23.0,red,15.0,yellow,21.5,red,37.0,yellow,19.5,red,31.0,green,22.5,yellow,59.0
333,2022-04-13,green,24.0,green,67.0,yellow,25.0,red,2.0,yellow,21.0,red,8.0,green,19.5,red,31.0,green,17.5,red,36.0,green,21.0,yellow,56.0
